FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z
11,2024-08-09T16:58:03.7636126+03:30,-34,-19,115,24,21,0,-21,99,-0.367844075,0.2735625,1.94763613,0.26350382,-0.215515316,2.489229,-0.3501173,0.236019269,2.14639068,0.1376964,-0.000391248876,2.550789,-0.259000123,0.236970246,2.38793468,0.0485204235,0.228110582,2.51315355,0,0,0,0,0,0,0,0,0,0,0,0,191.41461181640625,347.1064453125,280.27862548828125,338.47076416015625,1.5801,1.4944
12,2024-08-09T16:58:03.7979212+03:30,-35,-19,115,24,21,0,-21,99,-0.367984951,0.274270564,1.94784987,0.26355505,-0.215982884,2.48916459,-0.350011855,0.236416548,2.14651132,0.13757734,-0.00049795123,2.55013728,-0.25901854,0.236930981,2.38796568,0.04849788,0.2279666,2.51328564,0,0,0,0,0,0,0,0,0,0,0,0,191.4464569091797,347.0938720703125,280.05438232421875,338.4844665527344,1.5713,1.4944
13,2024-08-09T16:58:03.8335786+03:30,-35,-19,116,24,21,0,-21,99,-0.3680765,0.2750136,1.94821846,0.263470829,-0.216279656,2.48909116,-0.349856466,0.236812979,2.14668775,0.137382373,-0.000436693226,2.54950452,-0.2590603,0.236874163,2.388001,0.04843466,0.227762967,2.513233,0,0,0,0,0,0,0,0,0,0,0,0,191.39501953125,347.20831298828125,280.5756225585937,338.5082397460937,1.5713,1.4944
14,2024-08-09T16:58:03.8651126+03:30,-36,-19,116,24,21,0,-21,99,-0.368150055,0.275786966,1.94867337,0.263402015,-0.2164086,2.4889605,-0.349669278,0.2372075,2.1468904,0.1371518,-0.000286872877,2.54891944,-0.259117246,0.236796573,2.38804364,0.04835188,0.227537662,2.5130856,0,0,0,0,0,0,0,0,0,0,0,0,191.34933471679688,346.62060546875,280.4848327636719,338.480224609375,1.5713,1.4944
15,2024-08-09T16:58:03.8970458+03:30,-36,-19,116,24,21,0,-21,99,-0.3682201,0.276564956,1.9491744,0.263316065,-0.216363981,2.488823,-0.349466741,0.237593368,2.147108,0.136884287,-1.03371285e-05,2.54838037,-0.2591882,0.2367078,2.3880918,0.0482612662,0.227328539,2.51292229,0,0,0,0,0,0,0,0,0,0,0,0,191.35552978515625,346.8448486328125,280.2831420898437,338.52801513671875,1.5801,1.4944
16,2024-08-09T16:58:03.9321920+03:30,-38,-18,116,23,20,0,-21,99,-0.368280768,0.277333975,1.94970286,0.263097584,-0.216256678,2.48869514,-0.349256158,0.237975851,2.14734387,0.136595741,0.000363498082,2.54789066,-0.259275,0.236611113,2.3881464,0.04816507,0.227144763,2.51275659,0,0,0,0,0,0,0,0,0,0,0,0,191.43649291992188,347.22686767578125,280.20831298828125,338.53448486328125,1.5801,1.5024
17,2024-08-09T16:58:03.9651858+03:30,-39,-18,116,23,20,0,-21,99,-0.368261427,0.278369933,1.94958186,0.262829363,-0.216163531,2.48856163,-0.349044979,0.238344476,2.14761,0.136321217,0.0007267338,2.54746485,-0.259373128,0.236509532,2.388207,0.0480665565,0.226988614,2.512594,0,0,0,0,0,0,0,0,0,0,0,0,191.45040893554688,347.13873291015625,280.2415771484375,338.564697265625,1.5801,1.4944
18,2024-08-09T16:58:03.9960214+03:30,-37,-18,116,23,20,-1,-21,99,-0.368195117,0.279541254,1.94906676,0.262550235,-0.216111466,2.488406,-0.348838657,0.23870793,2.14790273,0.136060059,0.00103526318,2.54706955,-0.259478241,0.236407578,2.38827658,0.0479651652,0.226853833,2.51243138,0,0,0,0,0,0,0,0,0,0,0,0,191.25799560546875,347.0018005371094,280.42462158203125,338.4021911621094,1.5713,1.4944
19,2024-08-09T16:58:04.0281892+03:30,-37,-18,116,23,20,-1,-21,99,-0.368108928,0.28079918,1.94823635,0.262260467,-0.216090932,2.48827028,-0.3486347,0.239053652,2.1482327,0.135805786,0.00130585977,2.54670262,-0.259613454,0.236304551,2.38835549,0.0478527658,0.226732373,2.51225853,0,0,0,0,0,0,0,0,0,0,0,0,191.37994384765625,347.17138671875,280.3746337890625,338.45513916015625,1.5713,1.4944
20,2024-08-09T16:58:04.0607048+03:30,-38,-18,116,23,20,-1,-21,99,-0.3680576,0.282107055,1.94713962,0.261958838,-0.2160636,2.4881475,-0.348436624,0.23938325,2.14858317,0.135550484,0.00157029764,2.54637718,-0.259786278,0.236197978,2.38845921,0.0477486625,0.22663708,2.512117,0,0,0,0,0,0,0,0,0,0,0,0,191.37847900390625,347.0528564453125,280.3173217773437,338.5466613769531,6.5528,1.4944
21,2024-08-09T16:58:04.0993958+03:30,-38,-18,116,23,20,-1,-21,99,-0.368087649,0.283421159,1.94573867,0.261665,-0.216022581,2.48802376,-0.3482538,0.239700392,2.14893746,0.135304019,0.00182893244,2.54609,-0.260006428,0.23609212,2.388581,0.04762934,0.226552173,2.51193953,0,0,0,0,0,0,0,0,0,0,0,0,191.487045288086,347.0878601074219,280.5184631347656,338.5705261230469,1.5713,1.5024
22,2024-08-09T16:58:04.1297233+03:30,-39,-18,116,23,20,-1,-21,99,-0.3681974,0.2846535,1.94429934,0.261366725,-0.2159568,2.48790121,-0.3480873,0.240007326,2.14929485,0.135059357,0.00209656754,2.54584455,-0.260268331,0.235986963,2.38871527,0.04750237,0.22648032,2.511746,0,0,0,0,0,0,0,0,0,0,0,0,191.3716735839844,347.0609130859375,280.4560852050781,338.4925537109375,1.5713,1.5024
23,2024-08-09T16:58:04.1631417+03:30,-39,-18,115,23,20,-1,-21,99,-0.3683705,0.285784245,1.94293046,0.26008907,-0.215732366,2.488528,-0.3479612,0.24032101,2.14965248,0.1348122,0.00239170017,2.545622,-0.260560036,0.235883117,2.38885212,0.0473666266,0.226426184,2.51153636,0,0,0,0,0,0,0,0,0,0,0,0,191.44598388671875,346.9421081542969,280.43121337890625,338.446044921875,1.5617,1.4944
24,2024-08-09T16:58:04.1970994+03:30,-39,-18,115,22,20,-1,-21,99,-0.368776321,0.286604464,1.94254363,0.2584901,-0.215763316,2.48975468,-0.34788245,0.240630329,2.15003252,0.134565264,0.0027050036,2.54542732,-0.260882258,0.2357859,2.3889904,0.04721778,0.226396382,2.51130986,0,0,0,0,0,0,0,0,0,0,0,0,191.35427856445312,346.9692077636719,280.3377380371094,338.39825439453125,1.5713,1.5024
25,2024-08-09T16:58:04.2276781+03:30,-40,-18,114,22,20,-1,-21,99,-0.369271964,0.287244976,1.94244766,0.256821424,-0.2160999,2.49132,-0.3478674,0.2409336,2.15042138,0.134321466,0.00293963612,2.54519677,-0.2612355,0.235692292,2.38912845,0.0470645353,0.226384133,2.51107836,0,0,0,0,0,0,0,0,0,0,0,0,191.34115600585932,346.96807861328125,280.1309509277344,338.53875732421875,1.5801,1.5024
26,2024-08-09T16:58:04.2650252+03:30,-40,-18,114,22,20,-1,-21,99,-0.369815469,0.287751555,1.942545,0.2545106,-0.215772584,2.49281859,-0.347979456,0.24116151,2.15103173,0.134087309,0.00312905246,2.5449512,-0.2616112,0.23560679,2.389267,0.0469092429,0.226391062,2.510846,0,0,0,0,0,0,0,0,0,0,0,0,191.3690185546875,346.98321533203125,280.28424072265625,338.5094299316406,1.5713,1.4944
27,2024-08-09T16:58:04.2958025+03:30,-40,-18,113,21,20,-1,-21,99,-0.370401561,0.288150549,1.94275355,0.252402037,-0.215957582,2.49473572,-0.348199,0.24133496,2.15184784,0.1338265,0.00332171237,2.54463,-0.26202482,0.235539079,2.389424,0.0467488654,0.226418883,2.5106082,0,0,0,0,0,0,0,0,0,0,0,0,191.3147125244141,347.0657043457031,280.13592529296875,338.52691650390625,1.5801,1.5024
28,2024-08-09T16:58:04.3271878+03:30,-40,-18,113,20,20,-1,-21,99,-0.371030837,0.288321942,1.943512,0.250558555,-0.216425821,2.49662066,-0.3485077,0.241464883,2.15281439,0.133555815,0.003521117,2.54428458,-0.262466729,0.235491544,2.38960171,0.04654534,0.226460844,2.510322,0,0,0,0,0,0,0,0,0,0,0,0,191.36083984375,347.1804504394531,280.1605834960937,338.3539428710937,1.5713,1.4944
29,2024-08-09T16:58:04.3648454+03:30,-41,-18,112,20,20,-1,-21,99,-0.371713132,0.288336873,1.944558,0.248920619,-0.2170483,2.49838638,-0.348912865,0.241550341,2.1538384,0.1332788,0.00374383223,2.54390168,-0.2629515,0.235479191,2.38982058,0.04631678,0.22651796,2.5100112,0,0,0,0,0,0,0,0,0,0,0,0,191.54739379882807,347.1474609375,280.298583984375,338.39703369140625,1.5713,1.5024
30,2024-08-09T16:58:04.3973337+03:30,-41,-18,112,19,20,-1,-21,99,-0.372430265,0.288186371,1.94597125,0.247450858,-0.217764065,2.49995732,-0.349397421,0.241595939,2.15489769,0.133011982,0.00397278368,2.543499,-0.263482273,0.235496745,2.39007354,0.0460691,0.226581439,2.5096693,0,0,0,0,0,0,0,0,0,0,0,0,191.41900634765625,346.9539794921875,280.19830322265625,338.559326171875,1.5801,1.4944
31,2024-08-09T16:58:04.4329489+03:30,-38,-17,111,19,20,-2,-21,99,-0.3730308,0.288100541,1.94733989,0.2461222,-0.218538836,2.50136375,-0.349440455,0.241867036,2.156471,0.1327684,0.004189372,2.54311419,-0.264044762,0.235537454,2.39035249,0.0458210148,0.226658225,2.509329,0,0,0,0,0,0,0,0,0,0,0,0,191.3818817138672,346.9825134277344,280.06988525390625,338.564697265625,1.5713,1.4944
32,2024-08-09T16:58:04.4637244+03:30,-38,-17,111,18,20,-2,-21,99,-0.373796374,0.287926942,1.94856536,0.244907945,-0.21933417,2.50259423,-0.349799067,0.242159113,2.15747786,0.132545784,0.0043956493,2.54274368,-0.264625877,0.2355937,2.390644,0.04558898,0.226748914,2.509005,0,0,0,0,0,0,0,0,0,0,0,0,191.49620056152344,347.0336303710937,280.0575561523437,338.5689392089844,1.5801,1.4944
33,2024-08-09T16:58:04.4962471+03:30,-38,-17,110,18,20,-2,-21,99,-0.374659747,0.2876437,1.94989586,0.243811041,-0.220110714,2.50365376,-0.350336671,0.242195442,2.159395,0.132343128,0.004595085,2.54238558,-0.265229225,0.2356474,2.39094615,0.0453729033,0.2268483,2.508695,0,0,0,0,0,0,0,0,0,0,0,0,191.3876037597656,346.7806396484375,280.2884216308594,338.59820556640625,1.5617,1.4944
34,2024-08-09T16:58:04.5346408+03:30,-38,-17,109,18,20,-2,-21,99,-0.375686735,0.287235826,1.95117915,0.242251322,-0.21987848,2.50460076,-0.350990623,0.242245629,2.16068935,0.1321674,0.00475681853,2.541954,-0.2658743,0.235726789,2.39128447,0.0451700576,0.2269655,2.50841475,0,0,0,0,0,0,0,0,0,0,0,0,191.4029083251953,346.8824462890625,280.3135986328125,338.486328125,1.5713,1.5024
35,2024-08-09T16:58:04.5657349+03:30,-38,-16,109,17,20,-2,-21,99,-0.376922429,0.2866804,1.95264935,0.24042356,-0.218961,2.50544477,-0.351683885,0.24224177,2.16176748,0.132014841,0.004894106,2.54148436,-0.266544551,0.235815525,2.39164877,0.0449812822,0.227093965,2.50816154,0,0,0,0,0,0,0,0,0,0,0,0,191.3412475585937,346.7175598144531,280.0887451171875,338.51971435546875,1.5713,1.5024
36,2024-08-09T16:58:04.5957317+03:30,-38,-16,109,16,20,-2,-21,98,-0.378345549,0.2859708,1.95428264,0.2392635,-0.218495786,2.50623536,-0.3523868,0.242195427,2.16274858,0.131904945,0.0049760323,2.54099369,-0.267223984,0.235897988,2.39203024,0.04480519,0.2272252,2.50792432,0,0,0,0,0,0,0,0,0,0,0,0,191.40338134765625,347.1495666503906,280.2637939453125,338.6214599609375,1.5713,1.4944
37,2024-08-09T16:58:04.6289982+03:30,-38,-17,109,16,21,-1,-21,98,-0.3795772,0.284942836,1.95696437,0.238600388,-0.218280226,2.50700474,-0.353327632,0.24169758,2.16466784,0.131893,0.004953882,2.54051948,-0.267923981,0.235961869,2.392423,0.04463956,0.227350816,2.5076983,0,0,0,0,0,0,0,0,0,0,0,0,191.4473571777344,346.9700927734375,279.9828186035156,338.51318359375,1.5801,1.4944
38,2024-08-09T16:58:04.6601959+03:30,-38,-17,109,16,21,-1,-21,98,-0.3808011,0.283749223,1.9599967,0.238312826,-0.218249664,2.50774217,-0.354091018,0.241079748,2.166845,0.131934166,0.00486129429,2.54005456,-0.2686405,0.236007154,2.3928318,0.0444837958,0.227468953,2.50747466,0,0,0,0,0,0,0,0,0,0,0,0,191.21099853515625,346.9814453125,279.90936279296875,338.53448486328125,1.5713,1.4944
39,2024-08-09T16:58:04.6957740+03:30,-38,-17,109,15,21,-1,-21,98,-0.3820768,0.282464772,1.96305633,0.238284662,-0.218333632,2.50844359,-0.3546942,0.2404484,2.16899824,0.132005066,0.004726053,2.53960347,-0.269356519,0.236034557,2.39324713,0.044337023,0.2275829,2.50725937,0,0,0,0,0,0,0,0,0,0,0,0,191.5150146484375,346.8746643066406,279.78387451171875,338.59771728515625,1.5713,1.4944
40,2024-08-09T16:58:04.7310751+03:30,-39,-17,110,15,21,-1,-21,98,-0.3834302,0.281101555,1.96603191,0.238460138,-0.218521535,2.50908852,-0.355191469,0.239811748,2.17104936,0.13208203,0.00457280455,2.5391407,-0.270086,0.236041069,2.39368057,0.04420029,0.227690116,2.507054,0,0,0,0,0,0,0,0,0,0,0,0,191.31103515625,347.20556640625,280.0243530273437,338.5470886230469,1.5713,1.4944
41,2024-08-09T16:58:04.7614176+03:30,-38,-16,110,15,21,-1,-21,98,-0.385262936,0.279350519,1.96720266,0.238028064,-0.218292773,2.509555,-0.355614,0.239138648,2.17302656,0.132139623,0.004418008,2.538651,-0.270815045,0.236035317,2.39413524,0.0440730341,0.227798581,2.50686812,0,0,0,0,0,0,0,0,0,0,0,0,191.4195709228516,347.222412109375,280.22674560546875,338.4832763671875,1.5713,1.4944
42,2024-08-09T16:58:04.7957829+03:30,-38,-16,109,15,21,-1,-21,98,-0.387503535,0.27724272,1.96715915,0.237143591,-0.2177029,2.509889,-0.356004477,0.2383843,2.17488837,0.132194236,0.004252696,2.53812838,-0.2715331,0.236022979,2.39460588,0.04394554,0.22791265,2.506691,0,0,0,0,0,0,0,0,0,0,0,0,191.53651428222656,346.98895263671875,280.20513916015625,338.58990478515625,1.5801,1.5024
43,2024-08-09T16:58:04.8303693+03:30,-40,-15,109,14,21,0,-21,98,-0.389985949,0.274860084,1.96636832,0.2365173,-0.217758819,2.510055,-0.3563662,0.2375265,2.176674,0.132258326,0.00407340424,2.53759766,-0.272229224,0.236009374,2.39508414,0.04381795,0.22802864,2.506517,0,0,0,0,0,0,0,0,0,0,0,0,191.3533935546875,347.1341857910156,280.2304077148437,338.611328125,1.5617,1.4944
44,2024-08-09T16:58:04.8653427+03:30,-40,-15,108,14,21,0,-21,98,-0.392622858,0.272232383,1.96507156,0.2357731,-0.21766673,2.50982928,-0.3567352,0.2365698,2.178328,0.132423878,0.00369858253,2.53700018,-0.2729012,0.235990286,2.3955636,0.0436692834,0.22814621,2.50632882,0,0,0,0,0,0,0,0,0,0,0,0,191.3980865478516,347.04888916015625,279.9930419921875,338.56353759765625,1.5713,1.4944
45,2024-08-09T16:58:04.8958059+03:30,-39,-14,108,14,21,0,-21,98,-0.395053983,0.26929298,1.96521318,0.235017315,-0.217515588,2.50935435,-0.3571137,0.235553682,2.17987,0.132621273,0.00326124788,2.536378,-0.273561269,0.235962644,2.39604139,0.04351009,0.228262857,2.506135,0,0,0,0,0,0,0,0,0,0,0,0,191.3779144287109,346.85821533203125,280.4284973144531,338.5450744628906,1.5713,1.5024
46,2024-08-09T16:58:04.9305183+03:30,-42,-14,107,14,21,1,-21,98,-0.397646278,0.2659008,1.96498537,0.234394714,-0.217495844,2.50856566,-0.3577597,0.234050184,2.18174934,0.132811666,0.002835111,2.5357542,-0.274223179,0.235936344,2.39651918,0.0433483236,0.228375643,2.50593615,0,0,0,0,0,0,0,0,0,0,0,0,191.34341430664065,347.14581298828125,280.3734741210937,338.5693359375,1.5713,1.4944
47,2024-08-09T16:58:04.9644802+03:30,-41,-13,103,13,21,1,-22,97,-0.400285035,0.2622592,1.96466243,0.233888954,-0.217657,2.50772238,-0.358621746,0.232216671,2.18395758,0.132992208,0.00242780847,2.53513241,-0.2748758,0.235910967,2.39699221,0.0431946,0.228472844,2.50571871,0,0,0,0,0,0,0,0,0,0,0,0,191.47296142578125,346.9090576171875,279.95123291015625,338.4659118652344,1.5713,1.5024
48,2024-08-09T16:58:04.9972773+03:30,-40,-14,103,13,22,2,-22,97,-0.4028974,0.258495271,1.96432292,0.233612075,-0.2182503,2.50705314,-0.3596792,0.230155274,2.18637824,0.1331731,0.00200607348,2.53452635,-0.275523484,0.2358911,2.397456,0.0430424474,0.228555128,2.50548434,0,0,0,0,0,0,0,0,0,0,0,0,191.43899536132807,346.50469970703125,280.37109375,338.5653381347656,1.5801,1.5024
49,2024-08-09T16:58:05.0326629+03:30,-39,-14,103,13,22,2,-22,97,-0.405443579,0.254451841,1.9639554,0.233058631,-0.2178699,2.50623131,-0.360816538,0.228006959,2.188847,0.133330122,0.001614914,2.53394222,-0.276173681,0.235863328,2.397902,0.0428461544,0.228574723,2.5051465,0,0,0,0,0,0,0,0,0,0,0,0,191.25833129882807,347.16827392578125,280.3636169433594,338.600341796875,1.5713,1.4944
50,2024-08-09T16:58:05.0648754+03:30,-41,-14,102,13,22,3,-22,97,-0.4079171,0.250265479,1.96358609,0.232848719,-0.217754766,2.50507426,-0.362015218,0.225827172,2.19129086,0.133465588,0.00130189,2.53341031,-0.276832581,0.235803753,2.3983233,0.0426332839,0.228572026,2.50476527,0,0,0,0,0,0,0,0,0,0,0,0,191.3338623046875,347.033447265625,280.31060791015625,338.5426940917969,1.5713,1.4944
51,2024-08-09T16:58:05.0972790+03:30,-37,-14,102,14,23,3,-22,97,-0.4103319,0.246090174,1.96273124,0.2328114,-0.217828572,2.50378346,-0.3629516,0.22389853,2.19307137,0.133567318,0.00105837651,2.53291368,-0.277483374,0.235718653,2.39871669,0.0424150527,0.228555962,2.50436425,0,0,0,0,0,0,0,0,0,0,0,0,191.57183837890625,347.0726318359375,280.4484558105469,338.58984375,1.5617,1.5024
52,2024-08-09T16:58:05.1322401+03:30,-39,-14,102,14,23,4,-22,97,-0.412781447,0.241861165,1.96152282,0.232869208,-0.218016982,2.50243568,-0.364024639,0.2218348,2.19437265,0.133648276,0.0008561275,2.53246,-0.278119862,0.235607848,2.39908123,0.04220819,0.228529617,2.503925,0,0,0,0,0,0,0,0,0,0,0,0,191.30332946777344,347.2017822265625,280.37158203125,338.59576416015625,1.5713,1.5024
53,2024-08-09T16:58:05.1649169+03:30,-37,-14,102,14,23,4,-22,97,-0.415018648,0.237631366,1.96040893,0.232768461,-0.217992112,2.5011127,-0.3649843,0.219692513,2.19561887,0.133710608,0.0007109675,2.532063,-0.2787418,0.235468492,2.39941621,0.04201951,0.228511319,2.503496,0,0,0,0,0,0,0,0,0,0,0,0,191.5269012451172,346.99822998046875,280.0967712402344,338.526123046875,1.5713,1.5024
54,2024-08-09T16:58:05.1997947+03:30,-39,-14,101,14,23,5,-22,97,-0.417181671,0.233163327,1.95918882,0.232555,-0.217926726,2.499939,-0.3658605,0.217521384,2.19655657,0.133764282,0.0005238067,2.53168869,-0.279343039,0.23530294,2.39972162,0.0418499261,0.228500292,2.50308013,0,0,0,0,0,0,0,0,0,0,0,0,191.50662231445312,347.0909729003906,280.23602294921875,338.5048828125,1.5713,1.5024
55,2024-08-09T16:58:05.2313775+03:30,-41,-14,101,14,23,6,-22,97,-0.419202566,0.228557244,1.95806074,0.232244983,-0.217809618,2.49888253,-0.366660982,0.215299323,2.19740677,0.13378492,0.000354955,2.53130412,-0.279929161,0.235107258,2.39999485,0.0416978076,0.2284958,2.502681,0,0,0,0,0,0,0,0,0,0,0,0,191.600830078125,346.9031982421875,280.33673095703125,338.50115966796875,1.5713,1.5024
56,2024-08-09T16:58:05.2648667+03:30,-39,-13,101,15,23,6,-22,97,-0.421108037,0.223834813,1.957193,0.23208423,-0.218049586,2.497757,-0.367406368,0.213027209,2.19825315,0.133778423,0.000212420375,2.53091431,-0.2805094,0.234883174,2.40023446,0.0415686332,0.2285083,2.502324,0,0,0,0,0,0,0,0,0,0,0,0,191.61862182617188,347.281982421875,280.2444152832031,338.5650939941406,1.5713,1.5024
57,2024-08-09T16:58:05.2959536+03:30,-41,-13,100,15,23,7,-22,97,-0.422851235,0.218907371,1.95649362,0.231889337,-0.218640089,2.496098,-0.368157148,0.210626364,2.19915032,0.1337574,7.634236e-05,2.53053641,-0.2811034,0.234620392,2.40042925,0.04135718,0.228406876,2.501781,0,0,0,0,0,0,0,0,0,0,0,0,191.4579315185547,347.17559814453125,280.1947631835937,338.49871826171875,1.5713,1.4944
58,2024-08-09T16:58:05.3296209+03:30,-39,-13,100,15,23,7,-22,97,-0.4244551,0.21385318,1.955926,0.231758535,-0.219360828,2.493998,-0.368908435,0.208113015,2.20005846,0.133727625,-3.321151e-05,2.53017855,-0.281710953,0.234326765,2.40057778,0.0410606451,0.228232563,2.50109339,0,0,0,0,0,0,0,0,0,0,0,0,191.5228729248047,347.0670166015625,280.1368408203125,338.490966796875,1.5713,1.5024
59,2024-08-09T16:58:05.3661419+03:30,-41,-13,100,15,23,8,-22,97,-0.425919175,0.208663553,1.9554677,0.231803164,-0.220174685,2.49213123,-0.3696461,0.205496371,2.20095062,0.133675709,-0.000106934967,2.529818,-0.282337517,0.234009475,2.400675,0.04069983,0.228002816,2.50030613,0,0,0,0,0,0,0,0,0,0,0,0,191.2611389160156,347.15850830078125,280.1280212402344,338.608642578125,1.5713,1.5024
60,2024-08-09T16:58:05.3962558+03:30,-42,-13,99,16,23,9,-22,97,-0.427248836,0.203401729,1.95514572,0.231160343,-0.219861984,2.49095845,-0.3703587,0.202780709,2.201861,0.133607313,-0.000150694817,2.529455,-0.2829631,0.2336756,2.40072584,0.0403470434,0.227788225,2.49953866,0,0,0,0,0,0,0,0,0,0,0,0,191.39126586914065,347.252685546875,280.1517944335937,338.4362487792969,1.5801,1.4944
