FrameNumber,Timestamp,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ
2,2024-08-09T16:58:03.4393595+03:30,-0.364713758,0.2694085,1.94486272,0.255627543,-0.204249978,2.489701,-0.3485569,0.234436646,2.14469576,0.135611489,0.0063186055,2.55545759,-0.259324044,0.237095654,2.38770461,0.04827952,0.228950128,2.50900984
3,2024-08-09T16:58:03.4622305+03:30,-0.36516278180637873,0.2697278529279973,1.9456695537664597,0.25659764851671785,-0.20480616981392769,2.489500606172031,-0.3488513819947616,0.23448824063045973,2.1448853154850926,0.13562759483778272,0.006333227469199442,2.5558150242844335,-0.2592781970060497,0.2370862093735966,2.387728797886604,0.04819303926506768,0.22904245782395619,2.5095018646052836
4,2024-08-09T16:58:03.4995162+03:30,-0.3655688906188387,0.2700188096314584,1.946405628362724,0.2572852002143623,-0.20540869322402558,2.4896998108278297,-0.34912053297198153,0.23452843404474574,2.145108045128791,0.13557845372840327,0.006375521398974065,2.5559678880135888,-0.25923850740547183,0.23707598741064725,2.387748790410287,0.048171348470278715,0.22902401135919015,2.5099633479481778
5,2024-08-09T16:58:03.5296228+03:30,-0.36594098127915303,0.2703021741631103,1.94703411401862,0.2583055023793266,-0.20674505543096036,2.4896792911798538,-0.34936226023661004,0.2345801980285514,2.145306714637481,0.1358171734696271,0.005582380722779988,2.5555310438445495,-0.25918228751638467,0.23706780693840737,2.3877788377262936,0.04816323637211484,0.22897756406932837,2.510390918563376
6,2024-08-09T16:58:03.5599535+03:30,-0.3662760451695754,0.27057808100145436,1.9475934983487346,0.25934627802967425,-0.20817479100342234,2.4895857721471266,-0.3495811355058635,0.23464975005039357,2.14550591158491,0.13608038786386603,0.0045660804918248804,2.555020792576824,-0.2591318830821772,0.23705823193556635,2.3878034023956,0.04818931330754403,0.228920874193781,2.5108737238216676
7,2024-08-09T16:58:03.5962480+03:30,-0.3665727513349089,0.2708638235589532,1.948039544425017,0.26040604292375097,-0.2097549212279468,2.4895004272325014,-0.3497679137825003,0.2347709521875378,2.145652626065015,0.13647378352093453,0.003437036302358126,2.5541682741819365,-0.2590934617892675,0.23704823573680595,2.387825106026841,0.04826208233926426,0.22880023457590887,2.511352738760171
8,2024-08-09T16:58:03.6286894+03:30,-0.36683809060690226,0.27114342864557806,1.9484173608801192,0.26136057927499684,-0.21132472480822945,2.4893977598991643,-0.34993160277045376,0.23492061309893664,2.1457812703698456,0.13691306129871272,0.002336501800938446,2.55323481261414,-0.2590623508524662,0.23703783385079152,2.3878452056823574,0.04834025391376657,0.228656255969598,2.5118037109551494
9,2024-08-09T16:58:03.6639559+03:30,-0.3671537769214021,0.2717086962825415,1.9481964267690632,0.2620504504077437,-0.21252123793379438,2.4893671744385397,-0.3500783473243914,0.2351103595351394,2.145931210009539,0.13719673089456086,0.0015753246603790753,2.552501043699927,-0.2590348287579718,0.23702603624283416,2.387864023319887,0.04841126305908068,0.22850396200369025,2.5122162108342163
10,2024-08-09T16:58:03.6963609+03:30,-0.36744936372036036,0.2723528056480157,1.9477920487035358,0.262676841370282,-0.21365842602784388,2.4893400897230027,-0.3501725508308106,0.2353340272771928,2.1461383601642368,0.13744619624011667,0.0007957907290527854,2.5519356563569957,-0.25901342491014145,0.2370139352406118,2.38788373707919,0.048468777820639034,0.228362842307501,2.5125850392126643
11,2024-08-09T16:58:03.7279428+03:30,-0.3676682600838707,0.27295286919003425,1.9476149027459382,0.2632191514184166,-0.2147558069532917,2.4892797107926365,-0.35017979230566265,0.2356488239715498,2.14629081658839,0.13767313075486332,2.6284667413392464e-05,2.5514168864745423,-0.25899892595031443,0.236997367487194,2.38790634635692,0.048512141043820546,0.22823227348324002,2.5129081643013236
