FrameNumber,Timestamp,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ
2,2024-08-09T16:55:13.3866705+03:30,-0.370311439,0.303542882,1.92574346,0.348649442,-0.09620024,2.49019241,-0.359531462,0.2584935,2.11781836,0.178448528,0.0521772727,2.50807786,-0.293857247,0.213278681,2.37856412,0.029218547,0.221333742,2.48875046
3,2024-08-09T16:55:13.4121775+03:30,-0.3705822273124853,0.303900001882087,1.9258094392911786,0.3512663588829591,-0.09808267849731261,2.4898700622138668,-0.35997757080443005,0.2587044644768344,2.117900621917501,0.1787977446307664,0.05203744984015925,2.5077984989500473,-0.2943637326065085,0.21326723042635623,2.37868889152552,0.02877714669716699,0.22129231823523,2.4883296781628803
4,2024-08-09T16:55:13.4465768+03:30,-0.37086048424391715,0.304193855414729,1.9258472281805439,0.3487359627476199,-0.09687533572700338,2.489122235069812,-0.3603409282441853,0.25891336515779606,2.117965548914916,0.1791153939872524,0.05189429608511388,2.507507022677032,-0.294803378066071,0.2132580744268842,2.378800150059858,0.02843171044587771,0.22134069785623903,2.4880574487596867
5,2024-08-09T16:55:13.4816107+03:30,-0.3712300134332288,0.30449566551523627,1.9258952357489936,0.3484278248316149,-0.09701984163570794,2.4883915262707923,-0.36066365057750965,0.2591135684453028,2.1180300085563513,0.17942205274195136,0.051744783958862395,2.507205017080369,-0.29525772785658577,0.21326093659137754,2.3789302245356567,0.028048542351388314,0.22132064076728997,2.487719240406505
6,2024-08-09T16:55:13.5128489+03:30,-0.371647909392572,0.3047658725321387,1.925937579863916,0.3494324586601544,-0.09774622568819392,2.4872307882022846,-0.3609359143000593,0.2593139296019044,2.1180915495307313,0.1797175049553671,0.05157802823215907,2.5069163509123307,-0.29568688518811204,0.21327172815350853,2.379066024178748,0.027643592948126402,0.22125777677678907,2.48733887541857
7,2024-08-09T16:55:13.5478204+03:30,-0.3722171940873587,0.3050315561536293,1.925993602147871,0.351085666682291,-0.09856834418779639,2.486132860404421,-0.36122934868079826,0.2595064991809911,2.118157752461281,0.1800144158601288,0.05138660994233696,2.506633735135166,-0.29644630933363963,0.2133220674038895,2.3792931666332984,0.027196583200996053,0.22112527349451264,2.4868679778660288
8,2024-08-09T16:55:13.5825546+03:30,-0.37287586844637755,0.30522446619540666,1.9260692667997001,0.35115297007644114,-0.09754604326038063,2.485324771220519,-0.36162486498952484,0.25970694309553605,2.1182659447835035,0.18029100741176907,0.05120176936647456,2.506347951261002,-0.2974856129460923,0.2135140233168267,2.3796310289667395,0.026702036304786993,0.22093291407482143,2.4863035183598607
9,2024-08-09T16:55:13.6167321+03:30,-0.3735829991466648,0.30536267151312674,1.9261475550598106,0.3515682609207706,-0.0969846461957871,2.4845750929880923,-0.3620581883872111,0.25990844545978425,2.1183908070726982,0.18054517591788335,0.05103305504267345,2.5060473717934295,-0.29862881406328196,0.21379377640608957,2.3800179216739883,0.026187263128063805,0.22071198547622256,2.4856980323384907
10,2024-08-09T16:55:13.6490377+03:30,-0.3743148781367446,0.30544936259253697,1.9262245185118316,0.3529345983616701,-0.09702977342321763,2.483130848988132,-0.3625410081876548,0.2601081831791718,2.118529298961584,0.1807927660919605,0.050877903393221534,2.5057212567262357,-0.29976745212626005,0.21410750738175247,2.3804132287720323,0.02563976231243387,0.22049185170372967,2.4850715424616676
11,2024-08-09T16:55:13.6822318+03:30,-0.3748893852275187,0.30508718447845795,1.928048192656008,0.3534615171758596,-0.0967750123105081,2.4814635313065914,-0.36298631043346286,0.25991696964924255,2.1204346934879474,0.18102901664925017,0.050739153470140824,2.505391793713348,-0.3009908904151884,0.2144486047222889,2.380860174181739,0.025073334023214454,0.22026238814544222,2.4844296611533085
12,2024-08-09T16:55:13.7136867+03:30,-0.37538007228372,0.3044875307847056,1.9307933361135312,0.35492219765815053,-0.09679626270380269,2.4801606024155385,-0.36341349409192025,0.25949410339162765,2.1232644844703197,0.18125395596654376,0.05061423289377102,2.5050616240552492,-0.30223645418647627,0.21480257515236434,2.3813316588597435,0.024499708429852156,0.22002834096438142,2.483776405983327
13,2024-08-09T16:55:13.7456768+03:30,-0.375849120979576,0.3037817654644859,1.9339919652953725,0.3566559069230662,-0.09722171266603079,2.4788391724038523,-0.36384515905546894,0.2589221695720566,2.126535985534861,0.18146907355506434,0.050499787163021156,2.5047400188167077,-0.30350897179626274,0.21518749596826472,2.3818332556945196,0.02392365399365826,0.21979608426080918,2.4831156651010615
14,2024-08-09T16:55:13.7807333+03:30,-0.3763526742989799,0.3030445181683212,1.937356623023119,0.3584887664351316,-0.09787735904389122,2.4775614979474065,-0.36427655714847373,0.2582728825303629,2.1299566236427454,0.18167142611067785,0.05039665587573232,2.5044350553429577,-0.3047680408827627,0.2155822886743666,2.3823466480700164,0.02335789314385923,0.2195643911377347,2.482457382368754
15,2024-08-09T16:55:13.8123268+03:30,-0.3769099005760755,0.3023080800058951,1.940720407433346,0.3587842588857554,-0.09745585879781027,2.476585228063468,-0.3647178818993674,0.2575808681130726,2.133359263770786,0.18184908772359976,0.0503102883646207,2.5041446822846143,-0.3059836915209832,0.21597254616706116,2.382854522563202,0.02280618346901484,0.21933595979854337,2.4818091500484574
16,2024-08-09T16:55:13.8456483+03:30,-0.377541824419664,0.30160292929749394,1.9440075200529647,0.358306261516147,-0.09668538075296229,2.4755625287475445,-0.3651715521490765,0.256870560492901,2.1366649927854535,0.18200136868550276,0.050245391299144265,2.5038690692113845,-0.3071683242728996,0.2163895731467067,2.383396421995299,0.022267149107310827,0.21911820269780222,2.481175094551037
17,2024-08-09T16:55:13.8770049+03:30,-0.37833634195197663,0.3010583679187741,1.9455106880465396,0.3568979052364341,-0.09573675923438803,2.474997323522853,-0.3656348603729016,0.2561618688717092,2.13982484355545,0.18212589038187058,0.0502075246620834,2.5036051573390457,-0.3083042205438004,0.2168175737463677,2.3839591811338106,0.02173700424661778,0.21891289694790975,2.4805519970768724
18,2024-08-09T16:55:13.9070497+03:30,-0.37939820863934337,0.300664068527727,1.9456511145731643,0.35572389084773076,-0.09507951265878427,2.474276543395625,-0.36609849233130687,0.25548136536622823,2.14281171583742,0.1822314481137871,0.050186789186846215,2.5033525363532805,-0.30937772587425827,0.21723603716586645,2.3845222129426755,0.02122419469230698,0.21871892342606314,2.4799430380237224
19,2024-08-09T16:55:13.9458005+03:30,-0.380600966443605,0.30034967741997165,1.9450029689912824,0.3532823147477874,-0.09477885280845759,2.47346496691353,-0.36656937266901823,0.254816292913146,2.145687816842926,0.18231473341685528,0.05018270324141197,2.503105066719661,-0.3103848550063492,0.21764381679600647,2.3850735376697196,0.020736562174032618,0.21853821936949397,2.479358979034865
20,2024-08-09T16:55:13.9795881+03:30,-0.38187328947894783,0.3000054155920239,1.9438484465254595,0.3501039405856989,-0.09472541797601011,2.472663036120681,-0.3670555791666483,0.25416723750925385,2.1484087993340943,0.18238392846827162,0.05018630500411645,2.502858966771029,-0.31133238548969666,0.21804179364933024,2.3856107621593035,0.02026884097799869,0.2183664556849992,2.4787910929255608
21,2024-08-09T16:55:14.0144407+03:30,-0.38325194083833614,0.2995681311816287,1.942404629201473,0.3482525896535232,-0.0948325263322227,2.471598081708421,-0.3675496335139456,0.25353751266519625,2.1509639976570036,0.182445654815957,0.050190888342200236,2.5026161931509545,-0.3122269282698495,0.21843680602482915,2.3861337278792387,0.019825451712555866,0.21820555007232925,2.4782449049080175
22,2024-08-09T16:55:14.0455311+03:30,-0.38470469085212805,0.29903972272810314,1.9408017086117475,0.347360932955458,-0.09507103023835774,2.470392694599816,-0.36807241677386837,0.2529175351354568,2.1533342702774663,0.1825011239006882,0.05018967480526322,2.502378814418801,-0.31307629899546,0.21883153312676995,2.3866517305076638,0.01938875146228054,0.21807266083638305,2.4777064259411015
23,2024-08-09T16:55:14.0807511+03:30,-0.3861928481260343,0.2984488632485351,1.9391473157186014,0.3452967093433406,-0.09542694689511763,2.4694192383438747,-0.36862959609466384,0.2523169713001513,2.1555318564377353,0.18254801643888247,0.05018569304906217,2.5021479022044453,-0.3138847776241824,0.21922595780407467,2.3871627125622714,0.01895581219693085,0.21796691035062637,2.4771763852693574
24,2024-08-09T16:55:14.1129589+03:30,-0.38770825943895126,0.2977922607405099,1.9376058505911398,0.34261179856833585,-0.09578303970530547,2.4686685715803978,-0.36924916963841736,0.2516872257558857,2.157658398401905,0.18258440600276382,0.050188701123902967,2.501923224157418,-0.31466084966563374,0.21961904924928025,2.387659741369727,0.018535599988665764,0.21788131954773907,2.4766615206877143
25,2024-08-09T16:55:14.1491252+03:30,-0.38925943070770086,0.2970846840441399,1.93618633884807,0.3413792532015783,-0.09611910393148185,2.467958336959848,-0.369904777048967,0.25105858186193164,2.1596889576140397,0.18261868017383043,0.05018633547687733,2.5017002233807646,-0.3154217564338547,0.2200138412005474,2.388158889164454,0.018125150570936364,0.21782442771922972,2.4761651621706156
26,2024-08-09T16:55:14.1815189+03:30,-0.39084791089638304,0.29635204867734755,1.9348898749867898,0.34113840685575453,-0.09644962862265394,2.4672922891413878,-0.3705782096096229,0.2504492534954,2.1616055841183317,0.18264907833638225,0.050180910509875915,2.5014790107450384,-0.3161583374498398,0.2203953215286904,2.388650752285934,0.017731159427356733,0.2177881433468114,2.475692672328688
27,2024-08-09T16:55:14.2180542+03:30,-0.39247834583651575,0.2956048430264347,1.9336454150074625,0.341589338673363,-0.09677453717296794,2.466669634583823,-0.3712790903320619,0.24990118426728425,2.1633396392899646,0.18267864981608709,0.05018023844091655,2.5012638467057924,-0.3168825981358217,0.22076434074645016,2.389128777447344,0.01735451175014974,0.2177729883405511,2.475245678645947
28,2024-08-09T16:55:14.2489525+03:30,-0.39412462072878124,0.2948384946436905,1.9324751528363728,0.3424822742443514,-0.09707688550697244,2.466089904326066,-0.3719962927869454,0.24941656811340882,2.164920350331544,0.18271182178485415,0.050190934305811036,2.5010590180461585,-0.3175967588822114,0.22113169237027186,2.3895891278989634,0.016997623897267555,0.21776930170319486,2.474819186789158
29,2024-08-09T16:55:14.2811955+03:30,-0.3957220719774784,0.2939918515878312,1.931676804823754,0.3438423587294076,-0.09741690529124791,2.4656334775801607,-0.37272390659426086,0.24890130956867845,2.1666563263243646,0.1827278320550768,0.050234159879617234,2.5008571021425268,-0.3182865790002395,0.2214887983635442,2.3900273621862653,0.016663236863524833,0.21777345816501037,2.4744137241705033
30,2024-08-09T16:55:14.3168032+03:30,-0.3972735556313044,0.2930843307542384,1.9311386919304825,0.34546109705501354,-0.0977571863276963,2.4652438886582138,-0.3734446231123569,0.24837479989841574,2.16844485267905,0.18273746379026118,0.05030074189983036,2.50066037639812,-0.3189456399525148,0.22183837261675307,2.3904476014503735,0.01634380878069445,0.21778272169523644,2.4740191190933514
31,2024-08-09T16:55:14.3498318+03:30,-0.3987926155382974,0.29208371702117325,1.9308684449044864,0.3456307241688703,-0.09766207650570187,2.4649899228315655,-0.37415712856666206,0.24780872689300373,2.1703053457963324,0.182744702904803,0.050385351054243396,2.500462854572623,-0.31956937222971266,0.2221729668632143,2.390846644633502,0.016038784175717916,0.21780262846922563,2.4736375348283137
32,2024-08-09T16:55:14.3815687+03:30,-0.40030554331963275,0.2909651329714314,1.930721369296351,0.3446960163197043,-0.09744795042732947,2.465212633177632,-0.37486099662525335,0.24723728067894304,2.1721116796292486,0.18274804628628652,0.05048437609895004,2.5002648703550965,-0.3201544138450298,0.2224884714813671,2.3912209906978785,0.015730142261066487,0.2178103014530456,2.473230417135941
33,2024-08-09T16:55:14.4122815+03:30,-0.4018260313560446,0.28976627901185664,1.9304967848229007,0.34449081355822886,-0.0971111203505296,2.4651209998463335,-0.37559465435350664,0.2466494018363463,2.173673992626386,0.18275047760034285,0.050598225678359886,2.5000685502435034,-0.32069849393651184,0.22278025645728716,2.391568574126514,0.015411771503322512,0.21780386355764506,2.472780712802967
34,2024-08-09T16:55:14.4457003+03:30,-0.4033265901047819,0.2884720745103419,1.9303526421456811,0.34407036097496585,-0.09595475811408631,2.465279124622054,-0.37631122692727115,0.24602865188424108,2.1751607593160056,0.18275269526974733,0.050720083965830005,2.4998765952775153,-0.32120148259515885,0.22304580864863463,2.391887913209248,0.015081397531821089,0.21778743637642953,2.4722927458879163
35,2024-08-09T16:55:14.4830954+03:30,-0.40487309487819423,0.28697159749627776,1.9302952343400457,0.34454331797234633,-0.09527653470425418,2.465166958722198,-0.3770086546288258,0.2453718219049196,2.1765930365017923,0.1827468091723626,0.05086886012273499,2.499672922125418,-0.3216677510063015,0.22328642832071935,2.3921827580676243,0.014754007351965226,0.2177589215213207,2.4717761322193845
