FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY
13,2024-08-09T16:55:46.7461783+03:30,42,-6,106,14,8,-9,-19,97,-0.33034566,0.290788442,1.83010268,0.232132331,-0.277877837,2.48684049,-0.3121883,0.264978051,2.12538147,0.135709658,-0.0456162356,2.51773286,-0.2741201,0.226467669,2.38022518,0.04127507,0.22032921,2.4833796,0,0,0,0,0,0,0,0,0,0,0,0
14,2024-08-09T16:55:46.7814851+03:30,42,-6,106,14,8,-9,-19,97,-0.3301789,0.290685058,1.83041811,0.231663108,-0.278467983,2.4853363,-0.311756283,0.264846027,2.12592459,0.135574773,-0.04583203,2.51759219,-0.2739831,0.226355448,2.38042855,0.0414369851,0.220284447,2.48340583,0,0,0,0,0,0,0,0,0,0,0,0
15,2024-08-09T16:55:46.8146195+03:30,42,-6,105,15,8,-9,-19,97,-0.330027819,0.290593743,1.83070493,0.231093571,-0.2787042,2.48406076,-0.31137234,0.264731258,2.12642074,0.135471374,-0.0460753329,2.51745176,-0.273832262,0.226268664,2.38064265,0.0416615158,0.220233768,2.483475,0,0,0,0,0,0,0,0,0,0,0,0
16,2024-08-09T16:55:46.8461315+03:30,42,-6,104,15,8,-9,-19,97,-0.329920739,0.2904152,1.83165574,0.230592489,-0.2789224,2.48264456,-0.311296821,0.264429629,2.12756681,0.1354022,-0.0463339165,2.51730776,-0.273671329,0.226201251,2.38086462,0.0419399627,0.220183358,2.48358417,0,0,0,0,0,0,0,0,0,0,0,0
17,2024-08-09T16:55:46.8825918+03:30,42,-6,104,15,8,-9,-19,97,-0.329814017,0.2902334,1.83259237,0.230066091,-0.278959632,2.48135543,-0.311196148,0.264095366,2.12867832,0.1353585,-0.0465953164,2.51716781,-0.273503453,0.226145759,2.38109159,0.0422468372,0.220135286,2.483717,0,0,0,0,0,0,0,0,0,0,0,0
18,2024-08-09T16:55:46.9138268+03:30,36,-7,104,15,9,-9,-19,97,-0.329750359,0.290005624,1.8339088,0.229540214,-0.278863847,2.48024964,-0.311328024,0.2636639,2.13015866,0.135332018,-0.046856273,2.51700568,-0.273340076,0.2261103,2.38133025,0.04257362,0.2200955,2.4838686,0,0,0,0,0,0,0,0,0,0,0,0
19,2024-08-09T16:55:46.9500624+03:30,28,-6,103,15,9,-8,-19,97,-0.329788536,0.289919078,1.83395886,0.229030192,-0.2786217,2.47935987,-0.311754823,0.263355047,2.13036251,0.1353265,-0.0471308939,2.51683426,-0.273184985,0.226086125,2.38157248,0.0428854,0.220018685,2.48397279,0,0,0,0,0,0,0,0,0,0,0,0
20,2024-08-09T16:55:46.9800965+03:30,27,-6,103,16,9,-8,-19,97,-0.329912722,0.289776623,1.83474112,0.228574842,-0.2784376,2.47857046,-0.312498748,0.262879759,2.13127851,0.1353356,-0.047401607,2.516657,-0.273043722,0.226063251,2.38182521,0.04318658,0.219929621,2.48405457,0,0,0,0,0,0,0,0,0,0,0,0
21,2024-08-09T16:55:47.0152370+03:30,25,-6,103,16,9,-8,-19,97,-0.330087721,0.289643556,1.835983,0.228255928,-0.278421372,2.477714,-0.3133898,0.262343854,2.13263535,0.135360584,-0.04766237,2.51646185,-0.27291736,0.2260527,2.382093,0.0434499867,0.219822451,2.48408818,0,0,0,0,0,0,0,0,0,0,0,0
22,2024-08-09T16:55:47.0487521+03:30,24,-6,102,16,9,-8,-19,97,-0.330315232,0.28955406,1.83751643,0.228042126,-0.278512359,2.47685719,-0.3143821,0.261774,2.134263,0.13539435,-0.0479089133,2.51625848,-0.272795975,0.226051137,2.38237572,0.0436719321,0.219698831,2.48406386,0,0,0,0,0,0,0,0,0,0,0,0
23,2024-08-09T16:55:47.0829944+03:30,20,-8,102,16,10,-8,-19,97,-0.330578536,0.2895639,1.83921158,0.2277836,-0.278363258,2.47617936,-0.315384984,0.2612472,2.13603282,0.135458127,-0.0481202938,2.51608562,-0.2726878,0.226059392,2.382675,0.0438500457,0.219564915,2.48398542,0,0,0,0,0,0,0,0,0,0,0,0
24,2024-08-09T16:55:47.1168102+03:30,19,-8,102,16,10,-8,-19,97,-0.330873132,0.28965804,1.84099448,0.2275858,-0.2782346,2.475598,-0.3163587,0.2607594,2.13787246,0.135551289,-0.0483032279,2.51594281,-0.272597224,0.2260763,2.38300562,0.043994274,0.219420254,2.48386431,0,0,0,0,0,0,0,0,0,0,0,0
25,2024-08-09T16:55:47.1499713+03:30,18,-8,102,16,10,-8,-19,97,-0.331214428,0.289794266,1.842816,0.227462724,-0.278032124,2.4752667,-0.317385972,0.2602746,2.13973522,0.135667577,-0.0484503321,2.51585317,-0.272517651,0.226092532,2.38335037,0.0441075675,0.2192723,2.48370862,0,0,0,0,0,0,0,0,0,0,0,0
26,2024-08-09T16:55:47.1814273+03:30,15,-9,102,16,11,-8,-19,97,-0.331599116,0.289972126,1.84462023,0.227474317,-0.277947962,2.47521782,-0.318388015,0.2597577,2.1415596,0.13582328,-0.0485598557,2.51581,-0.272455573,0.2261101,2.38371015,0.0441942327,0.219122723,2.48353,0,0,0,0,0,0,0,0,0,0,0,0
27,2024-08-09T16:55:47.2173982+03:30,13,-9,102,16,11,-8,-19,97,-0.332015961,0.2901752,1.84637535,0.227599218,-0.277911156,2.47543025,-0.319367826,0.259221315,2.14331913,0.136031419,-0.0486295931,2.51580048,-0.272413552,0.226131976,2.38407636,0.044261992,0.218977347,2.48334,0,0,0,0,0,0,0,0,0,0,0,0
28,2024-08-09T16:55:47.2507747+03:30,12,-9,102,16,11,-8,-19,97,-0.332467169,0.290382117,1.84808958,0.228112713,-0.278044224,2.47575927,-0.320384383,0.2586887,2.14503026,0.136288449,-0.048659578,2.51583242,-0.272388369,0.226161316,2.3844564,0.044315692,0.2188391,2.48314762,0,0,0,0,0,0,0,0,0,0,0,0
29,2024-08-09T16:55:47.2867143+03:30,12,-9,102,16,11,-8,-19,97,-0.332899362,0.290742129,1.84870172,0.228879809,-0.278024435,2.47639537,-0.3210967,0.258341968,2.14562416,0.136607066,-0.0486458354,2.51590824,-0.272384554,0.226195216,2.38484669,0.04435886,0.218706429,2.482957,0,0,0,0,0,0,0,0,0,0,0,0
30,2024-08-09T16:55:47.3206508+03:30,11,-9,103,16,11,-8,-19,97,-0.333311081,0.2911967,1.84855056,0.229872331,-0.277780622,2.47745514,-0.321596,0.258135945,2.14544439,0.13698779,-0.04857822,2.516033,-0.272395551,0.22623232,2.38523316,0.04437738,0.218574956,2.48274279,0,0,0,0,0,0,0,0,0,0,0,0
31,2024-08-09T16:55:47.3499136+03:30,9,-10,104,16,12,-8,-19,97,-0.333740324,0.2917755,1.84737575,0.2309944,-0.2773732,2.478783,-0.322063327,0.258209646,2.14425135,0.1374176,-0.0484539419,2.51619554,-0.272417128,0.226273462,2.38561416,0.0443945527,0.218474254,2.4825573,0,0,0,0,0,0,0,0,0,0,0,0
32,2024-08-09T16:55:47.3823920+03:30,9,-10,105,15,12,-8,-19,97,-0.334194034,0.292387545,1.84556818,0.232279062,-0.2767983,2.48016024,-0.3225128,0.2584717,2.14243531,0.13789545,-0.04827504,2.51639867,-0.2724627,0.2263027,2.38598585,0.04440859,0.218397424,2.48238754,0,0,0,0,0,0,0,0,0,0,0,0
33,2024-08-09T16:55:47.4150636+03:30,9,-9,106,15,11,-8,-19,97,-0.334656954,0.2930132,1.843334,0.233732834,-0.276121318,2.481445,-0.32295832,0.258871377,2.14019918,0.1384136,-0.0480059348,2.5166223,-0.272530764,0.22632508,2.38634038,0.0444851927,0.218436,2.48233914,0,0,0,0,0,0,0,0,0,0,0,0
34,2024-08-09T16:55:47.4511262+03:30,9,-9,107,15,11,-8,-19,97,-0.335116982,0.2936349,1.84084773,0.2353871,-0.275418878,2.48258233,-0.323400825,0.2593584,2.13771486,0.138988018,-0.04765185,2.51685476,-0.272619367,0.226348162,2.38668084,0.0445592552,0.218538165,2.48233056,0,0,0,0,0,0,0,0,0,0,0,0
35,2024-08-09T16:55:47.4815734+03:30,9,-9,108,15,11,-8,-19,97,-0.335565269,0.2942406,1.8382411,0.237145782,-0.2746712,2.48359466,-0.323844969,0.2598939,2.13511086,0.139595821,-0.04724955,2.51709032,-0.27272743,0.22637634,2.387007,0.04463055,0.218671411,2.48233676,0,0,0,0,0,0,0,0,0,0,0,0
36,2024-08-09T16:55:47.5137498+03:30,9,-9,106,15,11,-8,-20,97,-0.335997343,0.2948174,1.83559251,0.2389464,-0.273914456,2.48450327,-0.324287474,0.2604593,2.13246536,0.140218273,-0.0468213074,2.51731777,-0.2728569,0.226409286,2.38732338,0.0446981154,0.218821824,2.482353,0,0,0,0,0,0,0,0,0,0,0,0
37,2024-08-09T16:55:47.5488408+03:30,9,-9,106,15,11,-8,-20,98,-0.336411953,0.295357019,1.83296132,0.240717039,-0.2729344,2.48559451,-0.324725717,0.261043817,2.129838,0.140845656,-0.04636716,2.517545,-0.272999138,0.226448253,2.38762856,0.044779215,0.21900171,2.48239446,0,0,0,0,0,0,0,0,0,0,0,0
38,2024-08-09T16:55:47.5866576+03:30,9,-9,108,15,11,-8,-20,98,-0.336807251,0.295853466,1.83040714,0.242451847,-0.27188468,2.48669124,-0.325153172,0.2616269,2.12728643,0.141470775,-0.0458930954,2.5177753,-0.273147523,0.226489663,2.387921,0.04488767,0.2192173,2.48248076,0,0,0,0,0,0,0,0,0,0,0,0
39,2024-08-09T16:55:47.6185538+03:30,9,-9,109,15,11,-8,-20,98,-0.337180018,0.2962972,1.82800627,0.244144335,-0.2708356,2.48764014,-0.325542182,0.262180567,2.12488461,0.14208582,-0.0453899838,2.51799,-0.273335457,0.226600051,2.38821816,0.0449982174,0.219471291,2.48259449,0,0,0,0,0,0,0,0,0,0,0,0
40,2024-08-09T16:55:47.6496838+03:30,10,-9,110,15,11,-8,-20,98,-0.3375412,0.2966853,1.8257525,0.245742381,-0.269808,2.48843765,-0.3259033,0.262705028,2.12262678,0.1426926,-0.04487678,2.51817036,-0.2735451,0.226752192,2.38851118,0.04509011,0.219728529,2.48268247,0,0,0,0,0,0,0,0,0,0,0,0
41,2024-08-09T16:55:47.6817730+03:30,10,-9,111,15,11,-8,-20,98,-0.337934822,0.29698205,1.82367849,0.2472283,-0.268820226,2.48911643,-0.326247543,0.263197273,2.12054849,0.143283948,-0.0443707556,2.51831079,-0.273768127,0.226927564,2.38879228,0.0451497771,0.219961628,2.48270559,0,0,0,0,0,0,0,0,0,0,0,0
42,2024-08-09T16:55:47.7166936+03:30,10,-9,112,15,11,-8,-20,98,-0.338409632,0.296758026,1.82438731,0.248575851,-0.267958343,2.48971581,-0.326530546,0.263061225,2.120294,0.143858269,-0.043912217,2.5184176,-0.273995936,0.227086529,2.38905382,0.0451604351,0.220118269,2.482633,0,0,0,0,0,0,0,0,0,0,0,0
43,2024-08-09T16:55:47.7507900+03:30,10,-9,113,15,11,-8,-20,98,-0.3389189,0.29625535,1.82598436,0.24972786,-0.2671763,2.490403,-0.326760262,0.262526125,2.12125134,0.1444059,-0.0434936024,2.51849651,-0.274224341,0.227210313,2.38929582,0.045120202,0.220209092,2.48246336,0,0,0,0,0,0,0,0,0,0,0,0
44,2024-08-09T16:55:47.7862613+03:30,3,-9,110,14,11,-7,-21,98,-0.33945784,0.2955701,1.82812667,0.250697672,-0.266486555,2.49115825,-0.326955616,0.261743844,2.12298512,0.144916788,-0.043109823,2.51855826,-0.2744514,0.227309689,2.38952,0.0450465679,0.220259488,2.48223972,0,0,0,0,0,0,0,0,0,0,0,0
45,2024-08-09T16:55:47.8184212+03:30,3,-9,110,14,11,-7,-21,98,-0.340029329,0.294762373,1.8305831,0.251509637,-0.265850574,2.4918406,-0.327160984,0.260808021,2.1251986,0.1453886,-0.0427555963,2.518603,-0.2746846,0.227395266,2.389734,0.0449333861,0.220272943,2.48195982,0,0,0,0,0,0,0,0,0,0,0,0
46,2024-08-09T16:55:47.8488862+03:30,3,-8,111,14,11,-7,-21,98,-0.340622157,0.293881863,1.83319676,0.2521806,-0.2652765,2.49246454,-0.327394664,0.25979504,2.12768817,0.145824313,-0.0424183,2.5186367,-0.274935246,0.227498561,2.38995218,0.0447968319,0.220275387,2.4816606,0,0,0,0,0,0,0,0,0,0,0,0
47,2024-08-09T16:55:47.8834967+03:30,3,-8,111,14,11,-7,-21,98,-0.3412187,0.292966962,1.83584964,0.252761483,-0.2648797,2.493056,-0.327643752,0.258767068,2.130301,0.146237478,-0.0420978479,2.51865649,-0.275200367,0.227614447,2.39017487,0.0446465835,0.220269084,2.48135519,0,0,0,0,0,0,0,0,0,0,0,0
48,2024-08-09T16:55:47.9134599+03:30,3,-8,111,14,11,-7,-21,98,-0.341851741,0.2920385,1.83849192,0.2532634,-0.264580578,2.49359131,-0.3280342,0.257777482,2.13296914,0.14662838,-0.04178623,2.51866245,-0.275502533,0.227757916,2.39040828,0.04448815,0.220268026,2.48106122,0,0,0,0,0,0,0,0,0,0,0,0
49,2024-08-09T16:55:47.9507008+03:30,-4,-9,111,14,12,-6,-21,98,-0.342517972,0.29111293,1.8410815,0.253754258,-0.2643725,2.4939568,-0.328593224,0.2568093,2.13562822,0.146998152,-0.04148563,2.518675,-0.275826,0.227896065,2.39064336,0.04432609,0.2202629,2.48076653,0,0,0,0,0,0,0,0,0,0,0,0
50,2024-08-09T16:55:47.9823628+03:30,-4,-9,112,14,12,-6,-21,98,-0.343201637,0.2902029,1.84357011,0.254230559,-0.264219224,2.494186,-0.3292557,0.2558799,2.138214,0.14734453,-0.04119181,2.518695,-0.276172251,0.228024736,2.3908782,0.0441646948,0.220262825,2.48048234,0,0,0,0,0,0,0,0,0,0,0,0
51,2024-08-09T16:55:48.0176189+03:30,-4,-9,112,14,12,-6,-21,98,-0.343903661,0.2893102,1.84594035,0.254748,-0.264122725,2.49436569,-0.3300277,0.2549847,2.14069915,0.147671744,-0.0409064442,2.5187304,-0.276527673,0.228120923,2.391103,0.0440046,0.220262781,2.48020983,0,0,0,0,0,0,0,0,0,0,0,0
52,2024-08-09T16:55:48.0512439+03:30,-4,-9,108,13,12,-6,-22,98,-0.344616473,0.288441956,1.84818041,0.255278975,-0.2640375,2.49448824,-0.3308835,0.254129231,2.14306331,0.147977635,-0.0406313427,2.518789,-0.276892722,0.2281473,2.39131665,0.0438439958,0.220258892,2.47995019,0,0,0,0,0,0,0,0,0,0,0,0
53,2024-08-09T16:55:48.0807823+03:30,-4,-9,107,14,12,-6,-22,99,-0.345311165,0.2875969,1.850267,0.255821854,-0.263961762,2.49459743,-0.3317239,0.253271043,2.1452713,0.148264274,-0.0403708853,2.51885939,-0.277266949,0.228117973,2.39152384,0.04367993,0.2202468,2.47969937,0,0,0,0,0,0,0,0,0,0,0,0
54,2024-08-09T16:55:48.1172895+03:30,-4,-10,108,14,13,-6,-22,99,-0.3459869,0.286757052,1.85221732,0.256400764,-0.263917536,2.494701,-0.332494944,0.252419651,2.147339,0.1485403,-0.0401194654,2.5189333,-0.277640939,0.228073463,2.39175582,0.04351205,0.220230266,2.47945476,0,0,0,0,0,0,0,0,0,0,0,0
55,2024-08-09T16:55:48.1506249+03:30,-3,-10,108,14,13,-6,-22,99,-0.346690744,0.2859075,1.85369217,0.257017344,-0.263916284,2.49475861,-0.333273381,0.251577169,2.14893,0.148811892,-0.0398924276,2.51901555,-0.278009772,0.22801818,2.392008,0.04335582,0.220201731,2.4792316,0,0,0,0,0,0,0,0,0,0,0,0
56,2024-08-09T16:55:48.1877781+03:30,-9,-11,108,14,13,-5,-22,99,-0.3474608,0.2850264,1.85460651,0.257644355,-0.263946027,2.494785,-0.334171981,0.2507207,2.14995813,0.149070963,-0.0396764427,2.519111,-0.278368473,0.227953255,2.39227319,0.0432011746,0.220167354,2.47902179,0,0,0,0,0,0,0,0,0,0,0,0
57,2024-08-09T16:55:48.2176333+03:30,-9,-11,108,14,13,-5,-22,99,-0.348227173,0.283999175,1.85558391,0.258261681,-0.263986647,2.49480247,-0.335063368,0.24973838,2.15104556,0.149314672,-0.03947554,2.51921177,-0.27871412,0.227879509,2.39254451,0.0430337377,0.220113248,2.47879457,0,0,0,0,0,0,0,0,0,0,0,0
58,2024-08-09T16:55:48.2480121+03:30,-9,-11,108,14,13,-5,-22,99,-0.3489936,0.282838374,1.85671782,0.258842349,-0.264055729,2.49487519,-0.335992157,0.248821974,2.15230513,0.149554238,-0.0393161066,2.51933074,-0.279045075,0.227801517,2.392818,0.0428727865,0.22001411,2.478555,0,0,0,0,0,0,0,0,0,0,0,0
59,2024-08-09T16:55:48.2814445+03:30,-8,-11,108,14,13,-5,-22,99,-0.349775374,0.281506866,1.857952,0.259383768,-0.2641264,2.49497437,-0.3369897,0.247850016,2.15367222,0.149781376,-0.0391873941,2.51945758,-0.279361665,0.227720812,2.39309669,0.0427197255,0.219890133,2.478314,0,0,0,0,0,0,0,0,0,0,0,0
60,2024-08-09T16:55:48.3156782+03:30,-6,-12,109,14,14,-5,-22,99,-0.350957125,0.2789904,1.86117649,0.259897619,-0.2641922,2.4951067,-0.338047653,0.246841863,2.15509,0.149992019,-0.03907943,2.51958275,-0.279664159,0.22762984,2.3933742,0.0425669551,0.219751522,2.478071,0,0,0,0,0,0,0,0,0,0,0,0
61,2024-08-09T16:55:48.3506413+03:30,-10,-12,109,14,14,-4,-22,99,-0.352001816,0.276318341,1.86502063,0.2603766,-0.264237672,2.49524236,-0.33922115,0.245687082,2.15654635,0.150180578,-0.03899254,2.51970243,-0.279953748,0.227534831,2.39365339,0.0424143337,0.21960175,2.47782874,0,0,0,0,0,0,0,0,0,0,0,0
62,2024-08-09T16:55:48.3825852+03:30,-9,-12,109,14,14,-4,-22,99,-0.3529194,0.273586482,1.86917853,0.26082474,-0.2642725,2.49538565,-0.340463817,0.244404584,2.15800714,0.150353655,-0.03892057,2.51981115,-0.280237347,0.227432325,2.39393735,0.042265486,0.219448939,2.477595,0,0,0,0,0,0,0,0,0,0,0,0
63,2024-08-09T16:55:48.4142809+03:30,-7,-13,105,14,15,-4,-23,99,-0.353830725,0.270615727,1.87256169,0.261234432,-0.264296949,2.49553514,-0.3417576,0.243022829,2.15946555,0.150525525,-0.03884687,2.51989722,-0.280525565,0.227336615,2.39424086,0.0421466,0.219331056,2.47742152,0,0,0,0,0,0,0,0,0,0,0,0
64,2024-08-09T16:55:48.4510164+03:30,-10,-13,106,14,15,-3,-23,99,-0.354540974,0.2674822,1.87494862,0.2616013,-0.2643146,2.49567246,-0.343039155,0.241528526,2.16088581,0.150699064,-0.03877389,2.51994252,-0.2808219,0.227241307,2.39455771,0.0420549549,0.219244778,2.47729564,0,0,0,0,0,0,0,0,0,0,0,0
65,2024-08-09T16:55:48.4844849+03:30,-8,-13,106,14,15,-3,-23,99,-0.355103582,0.2643143,1.87665415,0.2619353,-0.264335066,2.495788,-0.34435764,0.240022928,2.162281,0.1508685,-0.0387062766,2.51995945,-0.2811332,0.227122352,2.39488959,0.04197363,0.219168648,2.47718525,0,0,0,0,0,0,0,0,0,0,0,0
66,2024-08-09T16:55:48.5201252+03:30,-7,-13,106,14,15,-3,-23,99,-0.355551273,0.260974884,1.87738442,0.262228578,-0.264366269,2.49588323,-0.345893651,0.237696037,2.163101,0.151032671,-0.03864788,2.51995778,-0.2814535,0.226984233,2.39522839,0.0419059135,0.219095871,2.477086,0,0,0,0,0,0,0,0,0,0,0,0
67,2024-08-09T16:55:48.5504798+03:30,-10,-15,106,14,16,-2,-23,99,-0.355907023,0.257493734,1.877377,0.262493432,-0.264406234,2.49594665,-0.3475159,0.234930217,2.16345763,0.151188686,-0.0385942571,2.51994324,-0.2817789,0.226833612,2.39556527,0.0418477878,0.219027147,2.476994,0,0,0,0,0,0,0,0,0,0,0,0
68,2024-08-09T16:55:48.5821595+03:30,-13,-15,106,14,16,-1,-23,99,-0.3562009,0.253849,1.87686479,0.2627694,-0.264462262,2.495971,-0.349149436,0.231939465,2.16348958,0.151331514,-0.03853317,2.51992369,-0.282113522,0.2266887,2.3959,0.0418147445,0.2189882,2.47693682,0,0,0,0,0,0,0,0,0,0,0,0
69,2024-08-09T16:55:48.6196088+03:30,-12,-15,106,14,16,-1,-23,99,-0.3564591,0.250023544,1.87598836,0.263043463,-0.2645289,2.49586535,-0.350758076,0.228781968,2.163268,0.1514654,-0.03846076,2.51990128,-0.2824921,0.226566389,2.39624286,0.0418007448,0.218980461,2.47690868,0,0,0,0,0,0,0,0,0,0,0,0
70,2024-08-09T16:55:48.6502288+03:30,-14,-17,106,14,17,0,-23,99,-0.356609464,0.246093661,1.874894,0.263319433,-0.2645889,2.49567723,-0.3523172,0.225593179,2.16288614,0.151591033,-0.0383915827,2.519876,-0.2829135,0.226451859,2.39658713,0.0417840332,0.218973041,2.4768734,0,0,0,0,0,0,0,0,0,0,0,0
71,2024-08-09T16:55:48.6857094+03:30,-17,-17,106,14,17,1,-23,99,-0.3566863,0.241911769,1.87366247,0.263578773,-0.264624983,2.49539423,-0.353777468,0.222406432,2.16239429,0.151714414,-0.0383282825,2.519854,-0.283358961,0.226339638,2.3969214,0.0417749546,0.218965009,2.47683024,0,0,0,0,0,0,0,0,0,0,0,0
72,2024-08-09T16:55:48.7174063+03:30,-19,-18,105,15,17,2,-23,100,-0.356680751,0.237503245,1.87250209,0.263826728,-0.264656276,2.49505329,-0.355076671,0.21913287,2.16197515,0.151838675,-0.038284,2.51983786,-0.2838289,0.2262272,2.39724088,0.0417773537,0.218943864,2.47677946,0,0,0,0,0,0,0,0,0,0,0,0
73,2024-08-09T16:55:48.7502281+03:30,-18,-18,105,15,17,2,-23,100,-0.35663417,0.2327531,1.87142646,0.26404804,-0.2646586,2.494471,-0.356239527,0.21588853,2.16161966,0.151958883,-0.0382572748,2.51982522,-0.284315318,0.226120174,2.397548,0.041796118,0.218917519,2.47672629,0,0,0,0,0,0,0,0,0,0,0,0
74,2024-08-09T16:55:48.7822262+03:30,-19,-18,105,15,17,3,-23,100,-0.356566429,0.227756366,1.870343,0.2642115,-0.2646836,2.493914,-0.357215762,0.213003755,2.16120172,0.152069747,-0.03824482,2.51981282,-0.28479135,0.226010337,2.397836,0.041813042,0.2188815,2.476659,0,0,0,0,0,0,0,0,0,0,0,0
75,2024-08-09T16:55:48.8133006+03:30,-21,-18,105,15,17,4,-23,100,-0.3564585,0.222547963,1.86929488,0.26432687,-0.264668226,2.49340034,-0.358027756,0.2104321,2.16074848,0.152167648,-0.0382515453,2.519781,-0.285240978,0.225901946,2.39810133,0.0418304354,0.2188395,2.47658181,0,0,0,0,0,0,0,0,0,0,0,0
