FrameNumber,Timestamp,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ
2,2024-08-09T18:33:15.3590919+03:30,-0.491576672,0.27788654,1.99980927,-0.04676239,-0.2728947,2.40004373,-0.485909224,0.2020651,2.19237471,-0.0348675251,-0.0260408334,2.5086,-0.380488753,0.184572488,2.420141,-0.101820946,0.157547787,2.51410246
3,2024-08-09T18:33:15.3803021+03:30,-0.4916438179950944,0.27787787334362046,2.000011155481275,-0.04675405010107529,-0.2727175598919181,2.4001725696708993,-0.4860308680759789,0.202069236450043,2.192518400912737,-0.03493183293589176,-0.02589503553952466,2.5085930540184442,-0.38050293977809185,0.18463166394583114,2.420107224348544,-0.10182948157169507,0.15765523425308367,2.5141584798686005
4,2024-08-09T18:33:15.4089352+03:30,-0.4917586472554631,0.2778164941092475,2.0002266397048984,-0.046754180376029346,-0.2725527477629932,2.4002877818052784,-0.48616246847784966,0.20204916827567662,2.192686000511872,-0.03499121458845123,-0.0257659559564239,2.5085806280637413,-0.380496998539991,0.18463942594784719,2.4200807816604177,-0.1018335759387509,0.15774572165559422,2.514213479402007
5,2024-08-09T18:33:15.4437468+03:30,-0.49188800262138943,0.2777438471143441,2.000477995090012,-0.04676367723959252,-0.2723668814678931,2.4003836016134583,-0.4862917746596065,0.20200203556109583,2.1928818709941895,-0.03505114625750931,-0.025626101132314127,2.508572258931365,-0.38052349344717384,0.18470110216713015,2.4201293287224646,-0.1018507304702577,0.15783857890577857,2.514237295648603
6,2024-08-09T18:33:15.4762981+03:30,-0.4919491743676269,0.27775347503238973,2.000780648180262,-0.046774615990343,-0.27217333068356114,2.4004676652876635,-0.48640881695837895,0.20193824116862089,2.193087676041252,-0.035117973390694626,-0.025479918252075733,2.508553248004641,-0.38057006453779724,0.1847776052976777,2.420195999285689,-0.1018732331823003,0.15793828268454793,2.5142585687374055
7,2024-08-09T18:33:15.5076129+03:30,-0.49200428411833513,0.2777562976439215,2.0010925428345083,-0.04678934318080961,-0.2719615652943861,2.4005239061686288,-0.48654022456003304,0.2018521331598154,2.193295769029002,-0.03518099403335114,-0.025328335376306074,2.508534950532526,-0.3806901104275922,0.18491883156847502,2.4203469225215835,-0.10189352118821378,0.15804258221155176,2.5142889945827647
8,2024-08-09T18:33:15.5439813+03:30,-0.4920778239711765,0.27768443523825437,2.001439572228658,-0.046801419435691,-0.2717441408722121,2.4005550974632675,-0.48669455541584583,0.2017165617529812,2.1935485906174303,-0.03524197544520196,-0.025179429690438498,2.508508468340808,-0.38082214163252126,0.18502860052219589,2.4204539047469784,-0.10191156624089956,0.15814411009533508,2.514324075124115
9,2024-08-09T18:33:15.5755843+03:30,-0.49216646454980634,0.277549999820424,2.0018304961555176,-0.04680833245363978,-0.27152360395355046,2.400575857053797,-0.4868599707802579,0.20153933736092097,2.1938524082903528,-0.03530245882848053,-0.025032327728410696,2.508478706943869,-0.3809524004370656,0.18511745973812457,2.4205347843814216,-0.10192911581789918,0.1582426350894375,2.514362158951238
10,2024-08-09T18:33:15.6137460+03:30,-0.4922765492591952,0.27732154206054116,2.0022058673587413,-0.04681735476964621,-0.27130068392122936,2.40058453768742,-0.48702755356593147,0.20134474242607736,2.1941704726594837,-0.03536878905573292,-0.02488999568065985,2.5084489540558477,-0.38109012495417505,0.18520452757336417,2.4206518813803153,-0.10194532330926064,0.15833743272291845,2.5144046718953517
11,2024-08-09T18:33:15.6423506+03:30,-0.49235222228215936,0.2770197431056486,2.002545228999831,-0.04682977739081168,-0.27106945617271505,2.4005766867158873,-0.48720328001328495,0.20114091434888473,2.1944783223218693,-0.03543844433252807,-0.024748396017212095,2.508419361095182,-0.3812224055409933,0.18526596923924998,2.420767026753958,-0.10196141361805582,0.15843099650062256,2.5144490166878515
