FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z
56,2024-08-09T18:33:17.2450088+03:30,-66,-59,38,27,41,36,-19,85,-0.5815265,0.111296877,2.082631,-0.0457676947,-0.294956177,2.38316822,-0.566212535,0.0588486977,2.27637458,-0.0312320534,-0.04968901,2.47999978,-0.406692922,0.165143341,2.42394352,-0.1015244,0.156618133,2.49696279,0,0,0,0,0,0,0,0,0,0,0,0,170.19924926757812,347.52276611328125,254.0647735595703,338.16278076171875,1.5528,1.5024
57,2024-08-09T18:33:17.2751212+03:30,-65,-59,38,27,42,37,-19,85,-0.582470655,0.105562083,2.086334,-0.0457556732,-0.295324564,2.38284779,-0.565690935,0.0571617037,2.28057384,-0.0311105531,-0.0500463359,2.479569,-0.406932324,0.164793313,2.42403746,-0.101499684,0.1567335,2.49667788,0,0,0,0,0,0,0,0,0,0,0,0,170.24822998046875,347.488037109375,254.0757598876953,338.2842712402344,1.5448,1.5024
58,2024-08-09T18:33:17.3070314+03:30,-65,-58,38,28,42,38,-19,85,-0.5834037,0.0999255851,2.09005547,-0.04573514,-0.295900464,2.38250875,-0.565085948,0.05574553,2.284752,-0.0308369286,-0.0506850258,2.47929025,-0.407132655,0.164468408,2.42413926,-0.101440735,0.1568548,2.496467,0,0,0,0,0,0,0,0,0,0,0,0,170.3155059814453,347.5072021484375,254.17333984375,338.14044189453125,1.5528,1.5024
59,2024-08-09T18:33:17.3423003+03:30,-66,-58,38,28,42,39,-19,85,-0.5842587,0.09451412,2.09367037,-0.0457118228,-0.296565861,2.38217425,-0.564447343,0.0545173138,2.288798,-0.030496,-0.0514487177,2.47909832,-0.407297671,0.164162546,2.4242456,-0.101394884,0.15693979,2.49625015,0,0,0,0,0,0,0,0,0,0,0,0,170.29017639160156,347.5088195800781,254.1327514648437,338.27593994140625,1.5528,1.5024
60,2024-08-09T18:33:17.3747884+03:30,-66,-57,38,28,42,40,-19,85,-0.5850443,0.08940836,2.09674788,-0.0456911,-0.29730618,2.38183713,-0.5638612,0.0532958731,2.29229546,-0.0301315412,-0.05230103,2.478935,-0.4074248,0.163865075,2.42434454,-0.101308011,0.157013819,2.49609566,0,0,0,0,0,0,0,0,0,0,0,0,170.3923797607422,347.5560607910156,254.0062866210937,338.1529541015625,1.5528,1.5024
61,2024-08-09T18:33:17.4111967+03:30,-66,-57,38,28,42,41,-19,85,-0.585672259,0.0846314356,2.09944916,-0.04567464,-0.298087776,2.38150859,-0.5633207,0.0520835854,2.295413,-0.0297682527,-0.05319683,2.47878575,-0.407517731,0.163574651,2.42443085,-0.101274043,0.157011017,2.4958632,0,0,0,0,0,0,0,0,0,0,0,0,170.3042449951172,347.55303955078125,254.05828857421875,338.0750732421875,1.5528,1.5024
62,2024-08-09T18:33:17.4446947+03:30,-66,-57,38,28,43,42,-19,85,-0.5860102,0.0802164,2.10223222,-0.0456632338,-0.29887858,2.38120246,-0.562840462,0.0507320352,2.29862523,-0.0294138137,-0.05409826,2.47865,-0.407584965,0.1632953,2.42451,-0.101233564,0.157003015,2.495644,0,0,0,0,0,0,0,0,0,0,0,0,170.28411865234375,347.40460205078125,253.9847412109375,338.15753173828125,1.5528,1.5024
63,2024-08-09T18:33:17.4747887+03:30,-66,-58,38,28,43,43,-19,85,-0.585755169,0.07692278,2.10323763,-0.04565775,-0.299678653,2.38090944,-0.562431633,0.0492870621,2.30177,-0.029080512,-0.05499928,2.47850442,-0.4076278,0.163026676,2.42458129,-0.101169921,0.157015637,2.49547768,0,0,0,0,0,0,0,0,0,0,0,0,170.11947631835938,347.4525146484375,253.94384765625,338.0804443359375,1.5528,1.5024
64,2024-08-09T18:33:17.5109330+03:30,-66,-58,38,28,43,44,-19,85,-0.5850719,0.07360237,2.10544443,-0.0456578024,-0.3004721,2.38063049,-0.5617621,0.047935605,2.305493,-0.0287741534,-0.05588123,2.47833943,-0.407652378,0.1627786,2.42466044,-0.101075955,0.157057822,2.49537015,0,0,0,0,0,0,0,0,0,0,0,0,170.22891235351562,347.6571350097656,254.102783203125,338.16131591796875,1.5528,1.5104
65,2024-08-09T18:33:17.5436423+03:30,-67,-58,38,28,43,45,-19,85,-0.5841339,0.0706627,2.1072576,-0.0456589758,-0.301250428,2.38037419,-0.5612304,0.0464685261,2.308712,-0.02849484,-0.0567329228,2.47816014,-0.407665759,0.162542343,2.424742,-0.100964539,0.157118425,2.495304,0,0,0,0,0,0,0,0,0,0,0,0,170.17095947265625,347.47509765625,254.088134765625,338.048828125,1.5528,1.5024
66,2024-08-09T18:33:17.5780264+03:30,-67,-59,38,28,43,46,-19,85,-0.583026767,0.06771174,2.108477,-0.0460146032,-0.3006299,2.38040972,-0.5606126,0.0451665148,2.31184983,-0.0286305975,-0.056131985,2.47812748,-0.407440215,0.1629109,2.42506814,-0.10095524,0.157758534,2.49551821,0,0,0,0,0,0,0,0,0,0,0,0,170.11282348632812,347.5223388671875,254.0897521972656,338.1624755859375,1.5528,1.5024
67,2024-08-09T18:33:17.6107776+03:30,-67,-59,38,28,43,47,-19,85,-0.58181113,0.06477407,2.10921979,-0.04657631,-0.298950523,2.380712,-0.559948862,0.0440194644,2.31485367,-0.0290182084,-0.05443747,2.47826672,-0.4070527,0.163714483,2.42556834,-0.101054847,0.158863112,2.495931,0,0,0,0,0,0,0,0,0,0,0,0,170.4020233154297,347.4367370605469,254.19761657714844,338.3178100585937,1.5528,1.5024
68,2024-08-09T18:33:17.6423774+03:30,-67,-60,37,28,43,48,-19,85,-0.5805397,0.0618678331,2.10960174,-0.0472684652,-0.2966227,2.38117075,-0.5592702,0.0430020541,2.31769228,-0.029571062,-0.0520731062,2.47850347,-0.4065511,0.164841354,2.42620182,-0.101216793,0.16027382,2.496484,0,0,0,0,0,0,0,0,0,0,0,0,170.2924346923828,347.5003662109375,254.0272521972656,338.1883850097656,1.5528,1.5024
69,2024-08-09T18:33:17.6783455+03:30,-68,-60,37,28,43,49,-19,85,-0.579419255,0.0593095124,2.109039,-0.0480742641,-0.2939539,2.38164759,-0.558599055,0.0420913,2.32034945,-0.0302641932,-0.0493556373,2.478725,-0.405984521,0.166168138,2.42692018,-0.101415768,0.161855027,2.49711776,0,0,0,0,0,0,0,0,0,0,0,0,170.3050537109375,347.4913330078125,254.23809814453125,338.15777587890625,1.5528,1.5024
70,2024-08-09T18:33:17.7100930+03:30,-69,-61,37,28,43,51,-19,85,-0.5779866,0.0570187531,2.10925,-0.0488769226,-0.2911852,2.3821516,-0.556863844,0.04127164,2.32388878,-0.0309749041,-0.04653458,2.4789567,-0.4053866,0.1675965,2.42767715,-0.101629078,0.163519815,2.49781275,0,0,0,0,0,0,0,0,0,0,0,0,170.24786376953125,347.5450744628906,254.27310180664065,338.306640625,1.5528,1.5024
71,2024-08-09T18:33:17.7481964+03:30,-69,-62,38,27,43,52,-18,85,-0.576684,0.054652635,2.10868049,-0.0496680252,-0.288407952,2.38265681,-0.5554462,0.04039858,2.32694387,-0.03169017,-0.04370477,2.479185,-0.404771179,0.169055343,2.42843175,-0.101850845,0.165209,2.498533,0,0,0,0,0,0,0,0,0,0,0,0,170.2745361328125,347.6228332519531,254.08639526367188,338.2774658203125,1.5528,1.5024
72,2024-08-09T18:33:17.7782632+03:30,-70,-62,38,27,42,53,-18,85,-0.575199,0.05238265,2.10897136,-0.0504330061,-0.2856931,2.383149,-0.553205132,0.0395901129,2.33063436,-0.0323921181,-0.0409414619,2.4794035,-0.404159218,0.170502558,2.42916965,-0.102072805,0.166872486,2.4992516,0,0,0,0,0,0,0,0,0,0,0,0,170.32733154296875,347.504150390625,254.43214416503903,338.164306640625,1.5528,1.5024
73,2024-08-09T18:33:17.8083202+03:30,-71,-62,36,27,42,54,-18,84,-0.573768139,0.0501737744,2.10973525,-0.0511683747,-0.283080429,2.38361669,-0.551526,0.038677074,2.33396459,-0.0330746,-0.0382851,2.47960615,-0.403553247,0.171917915,2.429885,-0.102284819,0.168479025,2.49995685,0,0,0,0,0,0,0,0,0,0,0,0,170.22702026367188,347.4663391113281,254.1544342041016,338.16815185546875,1.5528,1.5024
74,2024-08-09T18:33:17.8439503+03:30,-71,-63,36,27,42,55,-18,84,-0.572500169,0.0480210632,2.11078167,-0.0518580563,-0.2804725,2.38409543,-0.5502594,0.0377157219,2.33697152,-0.03371953,-0.03563882,2.479832,-0.402961761,0.1732865,2.43057,-0.102495857,0.170017168,2.500625,0,0,0,0,0,0,0,0,0,0,0,0,170.29672241210938,347.43084716796875,253.9576416015625,338.18280029296875,1.5528,1.5024
75,2024-08-09T18:33:17.8748634+03:30,-72,-63,36,27,42,56,-18,84,-0.571410358,0.0459295437,2.11197925,-0.0525007956,-0.277940154,2.384564,-0.5492901,0.0367367752,2.33968568,-0.034324117,-0.0330737,2.48006153,-0.402389944,0.174599722,2.43122458,-0.102695316,0.171469912,2.50125241,0,0,0,0,0,0,0,0,0,0,0,0,170.2484588623047,347.4588623046875,254.0513916015625,338.0808410644531,1.5528,1.5024
76,2024-08-09T18:33:17.9122167+03:30,-73,-63,36,26,41,57,-18,84,-0.5705019,0.0438763052,2.1132493,-0.05139823,-0.2750315,2.3852458,-0.5485308,0.03573448,2.342142,-0.0349208526,-0.0306462348,2.48024487,-0.401828736,0.175840333,2.4318254,-0.102883637,0.172809839,2.50181961,0,0,0,0,0,0,0,0,0,0,0,0,170.29302978515625,347.44061279296875,253.87286376953125,338.2608947753906,1.5528,1.5024
77,2024-08-09T18:33:17.9424218+03:30,-73,-64,37,26,41,58,-18,84,-0.570073962,0.04053201,2.11565232,-0.0491601676,-0.271947533,2.38606715,-0.547926843,0.034738306,2.34436965,-0.0354991965,-0.0283751786,2.4803915,-0.401288867,0.177001819,2.432374,-0.10305877,0.174041852,2.50233674,0,0,0,0,0,0,0,0,0,0,0,0,170.29029846191406,347.4118347167969,254.029052734375,338.1576538085937,1.5528,1.5024
78,2024-08-09T18:33:17.9751553+03:30,-73,-64,38,25,41,59,-18,84,-0.569973946,0.03642659,2.11876035,-0.04621948,-0.2688281,2.38696671,-0.547433436,0.0337500833,2.34641266,-0.03605144,-0.0262713414,2.48050451,-0.400761724,0.178070843,2.432855,-0.103220448,0.175171092,2.50280666,0,0,0,0,0,0,0,0,0,0,0,0,170.36488342285156,347.46881103515625,254.03842163085932,338.365966796875,1.5528,1.5024
79,2024-08-09T18:33:18.0105507+03:30,-74,-64,39,24,41,60,-18,84,-0.5700975,0.031908568,2.122317,-0.042888198,-0.2657642,2.38789678,-0.547023833,0.0327433944,2.34835315,-0.0365775339,-0.0243350863,2.48058367,-0.400246739,0.179041415,2.433273,-0.1033641,0.176197529,2.50323415,0,0,0,0,0,0,0,0,0,0,0,0,170.2261962890625,347.4613647460937,254.01611328125,338.1197509765625,1.5528,1.5024
80,2024-08-09T18:33:18.0435764+03:30,-74,-64,38,23,41,61,-18,83,-0.570290565,0.0281252544,2.125121,-0.03916187,-0.2634376,2.388847,-0.5466793,0.031730134,2.35021186,-0.03691425,-0.0232399646,2.48057652,-0.3997502,0.179923221,2.43364215,-0.103483431,0.177121,2.50362062,0,0,0,0,0,0,0,0,0,0,0,0,170.3032684326172,347.4925537109375,254.0785217285156,338.24139404296875,1.5528,1.5024
81,2024-08-09T18:33:18.0780274+03:30,-74,-63,39,22,41,61,-18,83,-0.5705266,0.02491602,2.12735844,-0.0353664048,-0.260889322,2.38989878,-0.546364963,0.0306925885,2.35201931,-0.0372386426,-0.0219525453,2.48060083,-0.3992787,0.180725247,2.43397331,-0.103584006,0.177951708,2.50397,0,0,0,0,0,0,0,0,0,0,0,0,170.29901123046875,347.49481201171875,253.9255523681641,338.19793701171875,1.5528,1.5024
82,2024-08-09T18:33:18.1091608+03:30,-74,-63,40,21,41,62,-18,83,-0.5706438,0.02214608,2.12931538,-0.0316381119,-0.2582825,2.390973,-0.5450314,0.0300440546,2.35455823,-0.03756358,-0.0205951054,2.48062515,-0.3988195,0.181462631,2.43426919,-0.103665605,0.178699568,2.504293,0,0,0,0,0,0,0,0,0,0,0,0,170.29910278320312,347.69305419921875,253.8392639160156,338.2065734863281,1.5528,1.5104
83,2024-08-09T18:33:18.1446985+03:30,-75,-63,42,21,40,63,-18,83,-0.5707833,0.0194045175,2.13038421,-0.0281636547,-0.255812645,2.39199877,-0.543939531,0.029146811,2.3570683,-0.03787795,-0.01924348,2.48063684,-0.398363352,0.182139844,2.43453288,-0.103728,0.179369077,2.50459552,0,0,0,0,0,0,0,0,0,0,0,0,170.40597534179688,347.5307006835937,254.1055603027344,338.0113525390625,1.5528,1.5024
84,2024-08-09T18:33:18.1803385+03:30,-76,-63,43,20,40,64,-18,83,-0.570616663,0.0169547237,2.13147473,-0.0249957442,-0.253462344,2.39301014,-0.5421957,0.0286578275,2.359987,-0.0381731242,-0.0178819057,2.48067546,-0.3979108,0.182751954,2.43476772,-0.103776358,0.17996183,2.504872,0,0,0,0,0,0,0,0,0,0,0,0,170.18301391601562,347.6275329589844,254.1344757080078,338.0619812011719,1.5528,1.5024
85,2024-08-09T18:33:18.2114655+03:30,-77,-64,44,19,40,65,-18,83,-0.570638,0.0144747375,2.13159227,-0.0221227854,-0.2502594,2.39439869,-0.5410437,0.0277740061,2.36229444,-0.0384493954,-0.0165062584,2.48075533,-0.3974718,0.183308631,2.43498659,-0.103813119,0.180484533,2.50512576,0,0,0,0,0,0,0,0,0,0,0,0,170.1363067626953,347.43731689453125,254.10610961914065,338.13433837890625,1.5528,1.5104
86,2024-08-09T18:33:18.2436972+03:30,-77,-64,45,19,40,66,-18,83,-0.5703853,0.0122640934,2.13202381,-0.0195414945,-0.246550292,2.39599133,-0.539277852,0.0273178369,2.36492252,-0.0387005322,-0.0151507817,2.48085713,-0.397047371,0.183814347,2.435194,-0.103841938,0.180948138,2.50535917,0,0,0,0,0,0,0,0,0,0,0,0,170.0463104248047,347.5782470703125,253.93783569335932,338.09552001953125,1.5528,1.5024
87,2024-08-09T18:33:18.2780224+03:30,-79,-64,46,18,39,67,-18,83,-0.5703091,0.009957297,2.13195848,-0.0172264241,-0.242583215,2.3976903,-0.5380792,0.0263434034,2.36716866,-0.0389111377,-0.0138325011,2.48098516,-0.396638036,0.18428199,2.4354043,-0.103874914,0.181368127,2.505564,0,0,0,0,0,0,0,0,0,0,0,0,170.2158966064453,347.439453125,254.05227661132807,338.13690185546875,1.5528,1.5024
88,2024-08-09T18:33:18.3071098+03:30,-79,-64,47,18,39,67,-18,83,-0.5700426,0.00760548562,2.13256764,-0.0151913594,-0.238638848,2.39936614,-0.5362673,0.0258159824,2.36964822,-0.0390888043,-0.0126829492,2.48107958,-0.396248043,0.184710369,2.435615,-0.103911608,0.181752026,2.505743,0,0,0,0,0,0,0,0,0,0,0,0,170.14341735839844,347.5537414550781,253.9878692626953,338.1162109375,1.5528,1.5024
89,2024-08-09T18:33:18.3420683+03:30,-79,-64,48,17,39,68,-18,83,-0.569895446,0.0040740585,2.13596988,-0.0134437419,-0.234687641,2.40098977,-0.53409183,0.0255971327,2.3722136,-0.03925337,-0.0115786633,2.48115683,-0.395879179,0.185100764,2.43581915,-0.103965513,0.182082623,2.50585961,0,0,0,0,0,0,0,0,0,0,0,0,170.1805419921875,347.56524658203125,253.7986297607422,338.0751037597656,1.5528,1.5024
90,2024-08-09T18:33:18.3743423+03:30,-80,-63,49,17,39,69,-18,83,-0.569852948,-9.269311e-05,2.14110112,-0.0119369794,-0.230824411,2.40253639,-0.531742752,0.0255902447,2.37476683,-0.0394047126,-0.01052613,2.48122048,-0.3955471,0.185455427,2.43603659,-0.104022212,0.182353333,2.505929,0,0,0,0,0,0,0,0,0,0,0,0,170.23085021972656,347.4332275390625,254.026107788086,338.1509704589844,1.5528,1.5024
91,2024-08-09T18:33:18.4112575+03:30,-81,-62,50,16,38,70,-18,83,-0.569891036,-0.00456950953,2.14724541,-0.0106522981,-0.227090687,2.403985,-0.5293245,0.0257217959,2.37723565,-0.0395542867,-0.009512616,2.481269,-0.39524737,0.185781375,2.43625975,-0.104086988,0.182586849,2.50596142,0,0,0,0,0,0,0,0,0,0,0,0,170.16104125976562,347.6376647949219,254.0560607910156,338.1652526855469,1.5528,1.5024
92,2024-08-09T18:33:18.4465973+03:30,-80,-61,51,16,38,70,-18,83,-0.5700781,-0.009095568,2.15390372,-0.009144279,-0.223253071,2.40548515,-0.526924133,0.025920229,2.37957621,-0.03970378,-0.008536627,2.48131156,-0.394980729,0.186101824,2.43650126,-0.1041573,0.182789236,2.50596833,0,0,0,0,0,0,0,0,0,0,0,0,170.143798828125,347.62872314453125,254.1036376953125,338.0044860839844,1.5528,1.5024
93,2024-08-09T18:33:18.4750351+03:30,-81,-60,50,16,37,71,-19,83,-0.570197046,-0.013623937,2.16069484,-0.007544056,-0.219450727,2.40697956,-0.5246044,0.02615072,2.38176656,-0.0398447923,-0.00761209,2.48135042,-0.3947436,0.186414659,2.43675065,-0.104232535,0.182980388,2.5059638,0,0,0,0,0,0,0,0,0,0,0,0,170.1126708984375,347.61199951171875,254.05807495117188,338.235107421875,1.5528,1.5024
94,2024-08-09T18:33:18.5118099+03:30,-82,-59,51,16,37,72,-19,83,-0.570186,-0.017696064,2.16515374,-0.00591703039,-0.215779617,2.40844369,-0.5224014,0.0263906121,2.38379073,-0.03995358,-0.00675327331,2.48139834,-0.394529074,0.186714783,2.43699813,-0.104314022,0.183165163,2.50594974,0,0,0,0,0,0,0,0,0,0,0,0,170.17901611328125,347.5492858886719,254.1474609375,338.180908203125,1.5528,1.5104
95,2024-08-09T18:33:18.5437004+03:30,-82,-58,52,15,37,72,-19,83,-0.570090652,-0.0213753488,2.16795,-0.00433408841,-0.2122879,2.40983272,-0.520329654,0.02663036,2.38563585,-0.0400381051,-0.00595855433,2.48144841,-0.394331723,0.187030986,2.43727684,-0.104397319,0.18333675,2.5059216,0,0,0,0,0,0,0,0,0,0,0,0,170.2254180908203,347.4245300292969,254.1158142089844,338.21502685546875,1.5528,1.5024
96,2024-08-09T18:33:18.5810444+03:30,-83,-58,53,15,36,73,-19,83,-0.5699753,-0.0257854778,2.170555,-0.00284314319,-0.208992109,2.41112065,-0.518386543,0.0268349852,2.38728476,-0.040107172,-0.005213872,2.48149538,-0.394163,0.187347844,2.43756557,-0.104489394,0.183506012,2.505871,0,0,0,0,0,0,0,0,0,0,0,0,170.32351684570312,347.5684509277344,253.87139892578125,338.01275634765625,1.5528,1.5024
97,2024-08-09T18:33:18.6117066+03:30,-82,-56,55,14,36,73,-19,83,-0.5697011,-0.03010431,2.17419028,-0.00144582172,-0.205913529,2.41232133,-0.5165716,0.0269386228,2.38870788,-0.04015043,-0.004524173,2.48155069,-0.394024879,0.187647939,2.43783069,-0.104612157,0.183710724,2.505815,0,0,0,0,0,0,0,0,0,0,0,0,170.2169189453125,347.5516967773437,253.87290954589844,338.2017822265625,1.5528,1.5024
98,2024-08-09T18:33:18.6420506+03:30,-82,-55,56,14,36,73,-19,83,-0.5693923,-0.0346857756,2.17733288,-0.000138442236,-0.20306161,2.41344428,-0.514853954,0.026937671,2.38988638,-0.04015863,-0.003892316,2.48162246,-0.393894017,0.187928736,2.43805432,-0.104783356,0.183968037,2.50575376,0,0,0,0,0,0,0,0,0,0,0,0,170.08114624023438,347.707763671875,254.0703582763672,338.17437744140625,1.5528,1.5024
99,2024-08-09T18:33:18.6754808+03:30,-83,-55,57,14,35,74,-19,83,-0.5689691,-0.0388338268,2.181025,0.00105937314,-0.200404137,2.41449928,-0.513222456,0.0268635862,2.390862,-0.0401497781,-0.00328464829,2.48171329,-0.393767357,0.188192934,2.43823886,-0.104994133,0.184276119,2.50568914,0,0,0,0,0,0,0,0,0,0,0,0,170.1963348388672,347.59130859375,253.99050903320312,338.1505126953125,1.5528,1.5024
100,2024-08-09T18:33:18.7083039+03:30,-82,-54,59,14,35,74,-19,83,-0.5684505,-0.04290635,2.18459725,0.00215400686,-0.197943062,2.415488,-0.511658251,0.02672686,2.39162374,-0.0401269831,-0.00270924461,2.48181844,-0.393660426,0.18845138,2.43840837,-0.105225928,0.184614241,2.50562882,0,0,0,0,0,0,0,0,0,0,0,0,170.2283935546875,347.6885070800781,253.8155670166016,338.2226257324219,1.5528,1.5024
101,2024-08-09T18:33:18.7425318+03:30,-82,-52,59,13,35,74,-19,83,-0.5678543,-0.0468904972,2.18803,0.00294627761,-0.1957248,2.41636443,-0.5101509,0.026526114,2.392162,-0.04009185,-0.002176955,2.48193431,-0.393573076,0.188695028,2.4385376,-0.105484866,0.184987709,2.505587,0,0,0,0,0,0,0,0,0,0,0,0,170.05157470703125,347.6177978515625,254.08041381835932,338.12823486328125,1.5448,1.5104
102,2024-08-09T18:33:18.7740845+03:30,-82,-51,60,13,34,74,-19,83,-0.567179263,-0.05095581,2.191113,0.003450222,-0.193725348,2.41709447,-0.5086954,0.02628559,2.39250278,-0.0400761366,-0.00168352574,2.48203778,-0.393505424,0.188927889,2.43863773,-0.105764255,0.185390413,2.505561,0,0,0,0,0,0,0,0,0,0,0,0,170.20196533203125,347.46295166015625,253.86610412597656,338.13641357421875,1.5528,1.5024
103,2024-08-09T18:33:18.8115980+03:30,-82,-50,61,13,34,74,-19,83,-0.5664387,-0.05501266,2.19390464,0.00384711847,-0.191901639,2.41774368,-0.507295668,0.0259858,2.39263248,-0.0401042551,-0.00123101054,2.482101,-0.393490285,0.1891088,2.43868923,-0.106061362,0.185766637,2.505512,0,0,0,0,0,0,0,0,0,0,0,0,170.2239227294922,347.67156982421875,254.20068359375,338.0450439453125,1.5528,1.5024
104,2024-08-09T18:33:18.8438127+03:30,-82,-49,62,13,33,74,-19,83,-0.5655902,-0.05921189,2.19624162,0.00424324535,-0.190245211,2.418414,-0.505936265,0.0256392043,2.39258718,-0.0401613154,-0.0008242961,2.482143,-0.3935083,0.189249709,2.438705,-0.106362626,0.186116472,2.50545239,0,0,0,0,0,0,0,0,0,0,0,0,170.21258544921875,347.51666259765625,253.8752593994141,338.16943359375,1.5528,1.5024
105,2024-08-09T18:33:18.8758081+03:30,-81,-48,62,13,33,74,-19,83,-0.564658,-0.06350034,2.198159,0.00454503251,-0.188769251,2.41906929,-0.5045727,0.02523817,2.39234042,-0.04024309,-0.000468555663,2.48216653,-0.3935134,0.189346761,2.43863845,-0.1066699,0.186453953,2.50539565,0,0,0,0,0,0,0,0,0,0,0,0,170.22787475585938,347.4873046875,254.24136352539065,338.2257080078125,1.5528,1.5024
106,2024-08-09T18:33:18.9125310+03:30,-80,-47,63,13,33,74,-19,83,-0.563661754,-0.0678255,2.199751,0.004764574,-0.1874558,2.41970944,-0.503207266,0.02481386,2.391936,-0.0403417572,-0.0001583066,2.4821806,-0.3935214,0.189395249,2.43849444,-0.106972843,0.186776429,2.50534916,0,0,0,0,0,0,0,0,0,0,0,0,170.24893188476562,347.53302001953125,253.99766540527344,338.2365417480469,1.5528,1.5024
107,2024-08-09T18:33:18.9452429+03:30,-81,-46,59,13,32,74,-20,83,-0.562616646,-0.0721076354,2.20110655,0.004879355,-0.1862804,2.4203186,-0.501848757,0.02437384,2.39139771,-0.0404629633,0.0001312749,2.482177,-0.393525839,0.189436018,2.438327,-0.107344545,0.187158033,2.50530314,0,0,0,0,0,0,0,0,0,0,0,0,170.2270965576172,347.5119323730469,254.06564331054688,338.064208984375,1.5528,1.5024
108,2024-08-09T18:33:18.9790435+03:30,-80,-45,59,13,32,74,-20,83,-0.5612917,-0.0762791038,2.202746,0.004947686,-0.185179189,2.42076182,-0.5005053,0.0239055548,2.39073563,-0.040597,0.000397801632,2.48216414,-0.393523037,0.189472526,2.43813825,-0.1077611,0.187579751,2.505257,0,0,0,0,0,0,0,0,0,0,0,0,170.22073364257812,347.41094970703125,253.99200439453125,338.2253723144531,1.5528,1.5024
109,2024-08-09T18:33:19.0109800+03:30,-80,-43,60,13,31,74,-20,83,-0.559859157,-0.0803584456,2.20442152,0.004997874,-0.184103623,2.42103982,-0.499176741,0.0234268587,2.38996959,-0.0407434329,0.000668492052,2.48216438,-0.393517882,0.189504772,2.43793821,-0.1081874,0.188013241,2.50521541,0,0,0,0,0,0,0,0,0,0,0,0,170.2762451171875,347.3475952148437,253.91131591796875,338.08892822265625,1.5528,1.5024
110,2024-08-09T18:33:19.0438397+03:30,-79,-42,60,13,31,74,-20,83,-0.5583992,-0.0842879638,2.20606327,0.0050407243,-0.183041424,2.421198,-0.49789995,0.0229386985,2.38911939,-0.04089749,0.0009547867,2.48219419,-0.393519342,0.189526513,2.43773031,-0.108607143,0.188441217,2.505178,0,0,0,0,0,0,0,0,0,0,0,0,170.1500244140625,347.6336669921875,253.9071502685547,338.189208984375,1.5528,1.5024
111,2024-08-09T18:33:19.0796587+03:30,-78,-41,61,13,31,74,-20,83,-0.5566115,-0.0886661857,2.20777059,0.005067561,-0.181974709,2.42124748,-0.496685475,0.0224538948,2.38822246,-0.0410650857,0.00127314753,2.482248,-0.393518269,0.189542308,2.437512,-0.1090761,0.1888998,2.50513721,0,0,0,0,0,0,0,0,0,0,0,0,170.2053985595703,347.71795654296875,254.12530517578125,338.2450561523437,1.5528,1.5024
112,2024-08-09T18:33:19.1120647+03:30,-78,-39,61,13,30,73,-20,83,-0.5548219,-0.09303673,2.20932913,0.005084592,-0.180932149,2.42122388,-0.4955339,0.0219815858,2.38729525,-0.04123457,0.00160149,2.48232269,-0.393520236,0.189564347,2.4372952,-0.109565519,0.189370662,2.505094,0,0,0,0,0,0,0,0,0,0,0,0,170.0587615966797,347.5918884277344,254.124267578125,338.2280578613281,1.5528,1.5104
113,2024-08-09T18:33:19.1420567+03:30,-77,-39,62,13,30,73,-20,83,-0.553111255,-0.0971862152,2.21076083,0.005087567,-0.1799286,2.42113638,-0.494449437,0.0215398222,2.38637066,-0.0414047427,0.00192733645,2.482405,-0.393527776,0.18959254,2.43708587,-0.110040314,0.18982853,2.50505948,0,0,0,0,0,0,0,0,0,0,0,0,170.2841796875,347.568359375,253.9129943847656,338.1084289550781,1.5528,1.5024
114,2024-08-09T18:33:19.1751087+03:30,-76,-38,63,13,30,73,-20,83,-0.5515113,-0.101067245,2.21205783,0.005079008,-0.178945959,2.4210062,-0.4934231,0.02112945,2.38547182,-0.04157358,0.002269136,2.48249626,-0.393586725,0.189631253,2.43689656,-0.11049065,0.190266326,2.505031,0,0,0,0,0,0,0,0,0,0,0,0,170.2464599609375,347.6128234863281,254.02761840820312,338.1448059082031,1.5528,1.5024
115,2024-08-09T18:33:19.2067314+03:30,-76,-37,63,13,29,73,-20,83,-0.5500357,-0.1046271,2.21324444,0.00506648375,-0.178014114,2.42084026,-0.492457449,0.0207534637,2.38461041,-0.0417339578,0.00259699649,2.48258781,-0.393678,0.189676091,2.436725,-0.110914387,0.19068104,2.50500631,0,0,0,0,0,0,0,0,0,0,0,0,170.0814208984375,347.5702209472656,253.98959350585932,338.1190185546875,1.5528,1.5024
