FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY
35,2024-08-09T18:33:58.2819379+03:30,-33,-36,149,13,21,-9,-6,80,-0.455917448,0.328935772,2.0035944,-0.0182170141,-0.221422836,2.452435,-0.490314066,0.233611509,2.18495321,-0.07838171,-0.0335032232,2.50924325,-0.3907317,0.193654135,2.44046164,-0.100409731,0.162361965,2.54298019,0,0,0,0,0,0,0,0,0,0,0,0
36,2024-08-09T18:33:58.3169421+03:30,-32,-37,150,13,22,-9,-6,80,-0.456279516,0.327374727,2.00577068,-0.0182909984,-0.221019417,2.45220065,-0.492533118,0.231710225,2.186498,-0.07840586,-0.0332463123,2.50860167,-0.391170144,0.193348169,2.44034982,-0.100439742,0.162560016,2.54276085,0,0,0,0,0,0,0,0,0,0,0,0
37,2024-08-09T18:33:58.3479940+03:30,-33,-38,150,13,22,-8,-6,80,-0.45670414,0.3257264,2.00802541,-0.0183538739,-0.220665768,2.45194578,-0.494854569,0.229672059,2.18824053,-0.07847273,-0.03296928,2.50782037,-0.3916476,0.193074,2.440296,-0.100461893,0.162746087,2.54254365,0,0,0,0,0,0,0,0,0,0,0,0
38,2024-08-09T18:33:58.3819028+03:30,-32,-39,151,13,23,-8,-6,80,-0.4571872,0.324025333,2.01030064,-0.01840435,-0.220359892,2.45167351,-0.497223,0.227573588,2.19006681,-0.07855739,-0.03269764,2.5069766,-0.392129928,0.192810431,2.44026971,-0.100477532,0.162922636,2.54233074,0,0,0,0,0,0,0,0,0,0,0,0
39,2024-08-09T18:33:58.4139710+03:30,-32,-40,152,13,23,-8,-6,80,-0.457863122,0.322188318,2.01268315,-0.0184521489,-0.22009261,2.45138359,-0.49966684,0.2253862,2.191981,-0.07863992,-0.03246985,2.50612569,-0.3926068,0.1925519,2.4402554,-0.100493141,0.1630929,2.54210281,0,0,0,0,0,0,0,0,0,0,0,0
40,2024-08-09T18:33:58.4452066+03:30,-33,-42,156,12,24,-7,-6,79,-0.458716333,0.320232481,2.0151422,-0.0184980072,-0.21985741,2.45108581,-0.502180934,0.223139584,2.19392514,-0.07870791,-0.032299,2.50530052,-0.393062025,0.192296848,2.44023871,-0.100510731,0.163250223,2.54181981,0,0,0,0,0,0,0,0,0,0,0,0
41,2024-08-09T18:33:58.4793697+03:30,-32,-42,157,12,24,-7,-6,79,-0.459709376,0.318179756,2.01763487,-0.0185437631,-0.219664291,2.45076251,-0.5047409,0.220870391,2.1958456,-0.07876665,-0.0321333632,2.50447655,-0.393499672,0.192048654,2.440221,-0.100533947,0.163415089,2.5414958,0,0,0,0,0,0,0,0,0,0,0,0
42,2024-08-09T18:33:58.5124927+03:30,-33,-44,157,12,25,-6,-6,79,-0.460826457,0.316009879,2.02018142,-0.01859705,-0.2195252,2.450405,-0.507354736,0.218536571,2.19778156,-0.07882491,-0.03195775,2.5036478,-0.3939228,0.191804916,2.440198,-0.1005637,0.163589835,2.54114485,0,0,0,0,0,0,0,0,0,0,0,0
43,2024-08-09T18:33:58.5474031+03:30,-32,-45,158,12,26,-6,-6,79,-0.462003052,0.3137702,2.02270412,-0.0186529327,-0.219421476,2.4500308,-0.5099809,0.216189727,2.19967842,-0.078873314,-0.03177777,2.50281143,-0.394344062,0.191553429,2.44017148,-0.100599937,0.163770542,2.54075336,0,0,0,0,0,0,0,0,0,0,0,0
44,2024-08-09T18:33:58.5824986+03:30,-33,-46,158,12,26,-5,-6,79,-0.463207364,0.311445057,2.02515817,-0.0187288839,-0.2193726,2.449615,-0.512621462,0.213818431,2.20150113,-0.07890368,-0.0316144675,2.50197768,-0.394762039,0.191295862,2.44014168,-0.100631014,0.163946226,2.54032636,0,0,0,0,0,0,0,0,0,0,0,0
45,2024-08-09T18:33:58.6136700+03:30,-32,-47,159,12,27,-5,-6,79,-0.464411527,0.308996916,2.02755666,-0.0188140366,-0.219361052,2.449181,-0.515289366,0.211406514,2.20327282,-0.07890517,-0.0314982124,2.501147,-0.395181537,0.191037789,2.44011569,-0.100657806,0.164126456,2.539872,0,0,0,0,0,0,0,0,0,0,0,0
46,2024-08-09T18:33:58.6518639+03:30,-33,-48,159,12,27,-4,-6,79,-0.4656168,0.3064194,2.029914,-0.0189090818,-0.219373271,2.44872212,-0.5179604,0.208922818,2.20501447,-0.07888499,-0.0314167179,2.500354,-0.395600617,0.1907651,2.44010568,-0.100679375,0.1643126,2.53940058,0,0,0,0,0,0,0,0,0,0,0,0
47,2024-08-09T18:33:58.6822811+03:30,-33,-49,160,12,28,-4,-6,79,-0.46681115,0.303714126,2.03220916,-0.0189751964,-0.219379589,2.448287,-0.52061075,0.2063555,2.20670938,-0.07883901,-0.0313521177,2.499638,-0.3960167,0.19047071,2.44011068,-0.100694127,0.164479673,2.538888,0,0,0,0,0,0,0,0,0,0,0,0
48,2024-08-09T18:33:58.7136227+03:30,-33,-51,160,12,29,-3,-6,79,-0.468023419,0.300840259,2.034495,-0.0190191846,-0.219383657,2.44787621,-0.5232436,0.203645542,2.20841575,-0.07877592,-0.0312870219,2.49898362,-0.396469057,0.190165311,2.44019914,-0.100701593,0.164632782,2.538352,0,0,0,0,0,0,0,0,0,0,0,0
49,2024-08-09T18:33:58.7496671+03:30,-33,-52,160,12,29,-3,-6,79,-0.469299585,0.297749,2.03675938,-0.0190470424,-0.219383538,2.44748831,-0.5258566,0.200792655,2.21017551,-0.07870529,-0.03120826,2.49837255,-0.396956533,0.189845145,2.44039631,-0.100704707,0.164771825,2.53780556,0,0,0,0,0,0,0,0,0,0,0,0
50,2024-08-09T18:33:58.7873079+03:30,-33,-53,160,12,30,-2,-6,79,-0.4709813,0.294255137,2.03877139,-0.0190661326,-0.219380572,2.44712186,-0.528444469,0.197775051,2.21198654,-0.0786365047,-0.0310469177,2.497788,-0.397513628,0.189523667,2.44073224,-0.1007137,0.164919779,2.53725076,0,0,0,0,0,0,0,0,0,0,0,0
51,2024-08-09T18:33:58.8170659+03:30,-34,-54,161,12,30,-1,-6,79,-0.4728968,0.290582865,2.04062223,-0.0190806463,-0.219431818,2.4467237,-0.530981362,0.194650263,2.21379423,-0.07857326,-0.0308536533,2.49719119,-0.3981898,0.189196184,2.44118071,-0.100804932,0.1650968,2.53660583,0,0,0,0,0,0,0,0,0,0,0,0
52,2024-08-09T18:33:58.8491933+03:30,-33,-55,161,12,31,-1,-6,79,-0.474698961,0.2867043,2.04235077,-0.0190888643,-0.21949558,2.44632268,-0.533430755,0.191483065,2.215564,-0.0785595849,-0.030591188,2.496501,-0.398927271,0.188868329,2.44169641,-0.100967132,0.165296555,2.535901,0,0,0,0,0,0,0,0,0,0,0,0
53,2024-08-09T18:33:58.8818249+03:30,-34,-55,162,12,31,0,-6,79,-0.4764379,0.282722324,2.04407024,-0.0190907679,-0.219560355,2.44592357,-0.5357808,0.188227937,2.21735525,-0.07856433,-0.03043655,2.49567747,-0.399708062,0.188545436,2.4422524,-0.101183847,0.165538087,2.535187,0,0,0,0,0,0,0,0,0,0,0,0
54,2024-08-09T18:33:58.9153221+03:30,-34,-56,161,11,32,1,-7,79,-0.478487551,0.2785624,2.04559231,-0.0190882981,-0.2196251,2.44552636,-0.538018167,0.184914961,2.219165,-0.07857769,-0.0303603131,2.49477673,-0.400516927,0.188235328,2.44284987,-0.101433285,0.165798873,2.53448725,0,0,0,0,0,0,0,0,0,0,0,0
55,2024-08-09T18:33:58.9500278+03:30,-35,-57,162,10,32,2,-7,79,-0.480430245,0.274366945,2.046987,-0.0190833118,-0.219690233,2.44513941,-0.540118933,0.181563139,2.22096181,-0.07859888,-0.0303291362,2.49384522,-0.401343048,0.18792066,2.44345379,-0.10171698,0.1660432,2.53377771,0,0,0,0,0,0,0,0,0,0,0,0
56,2024-08-09T18:33:58.9813432+03:30,-35,-57,168,10,32,2,-7,78,-0.482253671,0.2702506,2.04826927,-0.0190773774,-0.219739273,2.44476247,-0.5420931,0.178240389,2.22267413,-0.07862177,-0.0302735474,2.492964,-0.402168363,0.187602937,2.44405532,-0.102025174,0.166263446,2.53306174,0,0,0,0,0,0,0,0,0,0,0,0
57,2024-08-09T18:33:59.0123090+03:30,-35,-58,168,10,33,3,-7,78,-0.484194279,0.266033381,2.049331,-0.0191034414,-0.219801545,2.4443624,-0.5439374,0.174977571,2.22427678,-0.07865138,-0.0302060526,2.49213243,-0.402973741,0.187277123,2.44462824,-0.102341466,0.1664623,2.53236032,0,0,0,0,0,0,0,0,0,0,0,0
58,2024-08-09T18:33:59.0448307+03:30,-36,-58,169,10,33,4,-7,78,-0.486156,0.2618666,2.05022645,-0.0191504247,-0.219867647,2.44395947,-0.545655,0.171807811,2.22575068,-0.0786821842,-0.03013417,2.491365,-0.403750747,0.1869575,2.445182,-0.102662742,0.1666319,2.53166628,0,0,0,0,0,0,0,0,0,0,0,0
59,2024-08-09T18:33:59.0792945+03:30,-36,-58,169,10,33,5,-7,78,-0.488113344,0.257770747,2.051039,-0.019458767,-0.220861137,2.44304633,-0.547269464,0.168710783,2.22715259,-0.0787132755,-0.0300432947,2.49066353,-0.404504538,0.186645582,2.445712,-0.102993555,0.166784912,2.53098345,0,0,0,0,0,0,0,0,0,0,0,0
60,2024-08-09T18:33:59.1144821+03:30,-36,-58,169,10,33,5,-7,78,-0.490074545,0.253724247,2.05196738,-0.0199008286,-0.221730992,2.44215274,-0.5487871,0.1655275,2.22862363,-0.0787814558,-0.0299641117,2.48997188,-0.405247122,0.186366141,2.44624448,-0.103323855,0.16692245,2.530324,0,0,0,0,0,0,0,0,0,0,0,0
61,2024-08-09T18:33:59.1468899+03:30,-37,-58,168,10,33,6,-7,78,-0.4920059,0.249750659,2.05300832,-0.0204087,-0.222478822,2.441307,-0.550188363,0.162274569,2.23015547,-0.0788600147,-0.02982053,2.48942232,-0.405960262,0.1861132,2.44675827,-0.103646293,0.167038545,2.52968979,0,0,0,0,0,0,0,0,0,0,0,0
62,2024-08-09T18:33:59.1839389+03:30,-38,-59,168,9,34,7,-7,78,-0.493860871,0.245870724,2.05409765,-0.0209122188,-0.223089889,2.44056177,-0.5514968,0.159036785,2.23169637,-0.07894801,-0.0296279714,2.48897552,-0.406648,0.18588379,2.44724441,-0.103965208,0.167115316,2.52906346,0,0,0,0,0,0,0,0,0,0,0,0
63,2024-08-09T18:33:59.2136784+03:30,-38,-60,162,10,34,8,-7,79,-0.495612323,0.242105827,2.05515337,-0.02140683,-0.223547116,2.439918,-0.5526941,0.1558327,2.233162,-0.0790281445,-0.0293829758,2.48863149,-0.407301247,0.185673833,2.44769788,-0.1042641,0.1671929,2.52854514,0,0,0,0,0,0,0,0,0,0,0,0
64,2024-08-09T18:33:59.2515174+03:30,-39,-60,161,9,34,9,-7,79,-0.497214,0.238350287,2.05604935,-0.0219507869,-0.224570155,2.43905473,-0.553821743,0.152689829,2.234463,-0.0791075453,-0.0292100944,2.48832417,-0.407973379,0.185411,2.44807839,-0.104579464,0.167146027,2.52798152,0,0,0,0,0,0,0,0,0,0,0,0
65,2024-08-09T18:33:59.2809624+03:30,-39,-60,160,9,34,9,-7,79,-0.498728037,0.23465766,2.05678058,-0.022520924,-0.225969315,2.43803239,-0.5548744,0.1496488,2.23560929,-0.07915585,-0.0291960388,2.48810577,-0.408705145,0.18509315,2.4484036,-0.104887143,0.16697894,2.52737284,0,0,0,0,0,0,0,0,0,0,0,0
66,2024-08-09T18:33:59.3136806+03:30,-40,-60,158,9,34,10,-7,79,-0.500118256,0.231088832,2.05736923,-0.02314803,-0.227631152,2.43688416,-0.5558462,0.14671202,2.236589,-0.07916278,-0.02938925,2.48795366,-0.409478426,0.184741855,2.44867635,-0.1051886,0.166713953,2.52671528,0,0,0,0,0,0,0,0,0,0,0,0
67,2024-08-09T18:33:59.3499821+03:30,-41,-60,153,8,34,11,-8,79,-0.501354754,0.227595672,2.05783534,-0.0237594023,-0.22952421,2.43570662,-0.5567449,0.14388147,2.23743367,-0.07913311,-0.0297408383,2.48785067,-0.410269558,0.184373632,2.4488945,-0.105475061,0.166378409,2.5260334,0,0,0,0,0,0,0,0,0,0,0,0
68,2024-08-09T18:33:59.3874937+03:30,-40,-60,151,8,34,11,-8,79,-0.5024268,0.224027261,2.058113,-0.0243236367,-0.23153764,2.43455219,-0.5576046,0.141135424,2.23811579,-0.07908415,-0.0301801823,2.487773,-0.4110533,0.18399705,2.4490602,-0.105753385,0.1659761,2.5253253,0,0,0,0,0,0,0,0,0,0,0,0
69,2024-08-09T18:33:59.4172702+03:30,-41,-60,149,7,34,12,-8,79,-0.5034199,0.2204635,2.058216,-0.0249109454,-0.234304979,2.43315482,-0.558380961,0.138485685,2.238661,-0.07903581,-0.0306293257,2.48769331,-0.411819756,0.18362242,2.44918752,-0.10602878,0.165495753,2.52456427,0,0,0,0,0,0,0,0,0,0,0,0
70,2024-08-09T18:33:59.4516220+03:30,-42,-61,140,8,34,13,-8,80,-0.5042774,0.216965884,2.05819273,-0.02559526,-0.237058058,2.43169761,-0.559074163,0.135891259,2.23905849,-0.0789800361,-0.0310865473,2.487615,-0.412572,0.18315874,2.44919,-0.1062924,0.164957792,2.52377486,0,0,0,0,0,0,0,0,0,0,0,0
71,2024-08-09T18:33:59.4808288+03:30,-42,-61,138,8,34,13,-8,80,-0.505100369,0.213518009,2.058044,-0.0263233762,-0.239707887,2.43024683,-0.55966866,0.13334918,2.23934865,-0.07890247,-0.03159704,2.4875586,-0.4132933,0.182577685,2.44904637,-0.106539272,0.164391056,2.522984,0,0,0,0,0,0,0,0,0,0,0,0
72,2024-08-09T18:33:59.5149378+03:30,-42,-61,135,8,34,14,-8,80,-0.505984,0.209941015,2.05775523,-0.0269728526,-0.242145315,2.42890167,-0.5601251,0.130854279,2.23961425,-0.07881253,-0.0321277566,2.4875176,-0.413972139,0.181917056,2.44879532,-0.106764659,0.1638225,2.52222013,0,0,0,0,0,0,0,0,0,0,0,0
73,2024-08-09T18:33:59.5500566+03:30,-42,-61,132,8,34,14,-8,80,-0.5068982,0.206368148,2.05738282,-0.0275427811,-0.244358525,2.4276607,-0.5604806,0.1283744,2.2398324,-0.07871193,-0.0326605551,2.48749113,-0.414611161,0.1812076,2.44847512,-0.107006036,0.16323486,2.52142549,0,0,0,0,0,0,0,0,0,0,0,0
