FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y
11,2024-08-09T16:58:35.6215979+03:30,-31,-26,114,13,30,-6,-17,97,-0.401077867,0.322637439,2.00015926,0.23897475,-0.2658053,2.48843241,-0.3748798,0.253361523,2.19923234,0.1413064,-0.0239021145,2.514392,-0.2620204,0.231725365,2.39017,0.06728699,0.218043014,2.48407078,0,0,0,0,0,0,0,0,0,0,0,0,193.21975708007812,346.5072326660156,280.186279296875,338.5343322753906
12,2024-08-09T16:58:35.6523197+03:30,-31,-26,113,13,30,-6,-17,97,-0.4015399,0.322073966,2.00009418,0.238965943,-0.2660152,2.48870254,-0.374937654,0.253257871,2.1995554,0.1414581,-0.0234275833,2.51437044,-0.262301981,0.231826589,2.39038634,0.0671109557,0.218252063,2.48407364,0,0,0,0,0,0,0,0,0,0,0,0,193.37850952148438,346.34246826171875,279.67169189453125,338.54718017578125
13,2024-08-09T16:58:35.7026609+03:30,-31,-26,113,13,30,-6,-17,97,-0.402109981,0.3215029,1.99976277,0.23897256,-0.2660947,2.48847342,-0.3751664,0.2531922,2.199457,0.141788825,-0.0233217981,2.51435423,-0.262621164,0.231914446,2.39064813,0.06690507,0.218460828,2.48405886,0,0,0,0,0,0,0,0,0,0,0,0,193.0868377685547,346.628662109375,280.1964111328125,338.5295715332031
14,2024-08-09T16:58:35.7345748+03:30,-30,-26,113,13,30,-6,-17,97,-0.402806252,0.3208904,1.99919486,0.238873273,-0.2658637,2.48806262,-0.3755251,0.2531527,2.19902754,0.141887635,-0.0227391142,2.51436543,-0.262964934,0.231984586,2.390942,0.06668941,0.218675017,2.48408914,0,0,0,0,0,0,0,0,0,0,0,0,193.3426055908203,346.6962890625,280.17718505859375,338.5229187011719
15,2024-08-09T16:58:35.7696116+03:30,-30,-25,112,13,30,-6,-17,97,-0.403602928,0.320212,1.99843931,0.238704219,-0.265412718,2.487505,-0.37597236,0.253129452,2.19835973,0.141811043,-0.0218544547,2.51438713,-0.263326526,0.232024759,2.391264,0.06646493,0.21887894,2.48413467,0,0,0,0,0,0,0,0,0,0,0,0,193.30429077148438,346.72503662109375,279.8559265136719,338.46551513671875
16,2024-08-09T16:58:35.7985240+03:30,-30,-25,112,13,30,-6,-17,97,-0.40449664,0.3195432,1.99737322,0.237838075,-0.263069183,2.488004,-0.376593173,0.253030241,2.19732165,0.14162685,-0.0208204165,2.51441813,-0.26371032,0.232031837,2.39160776,0.06622917,0.219066888,2.48417139,0,0,0,0,0,0,0,0,0,0,0,0,193.17276000976562,346.853515625,280.08831787109375,338.5895080566406
17,2024-08-09T16:58:35.8312674+03:30,-29,-25,112,13,30,-6,-17,97,-0.405682743,0.3189257,1.99530363,0.2372241,-0.261320949,2.48767376,-0.377282172,0.253372669,2.195322,0.141386047,-0.0197536089,2.51449037,-0.264103323,0.232008964,2.39196086,0.06598669,0.2192294,2.48419,0,0,0,0,0,0,0,0,0,0,0,0,193.33270263671875,346.299560546875,279.9141845703125,338.60089111328125
18,2024-08-09T16:58:35.8698295+03:30,-29,-25,111,14,30,-6,-17,97,-0.40694508,0.318166345,1.99301815,0.2368486,-0.2601718,2.486795,-0.378042966,0.253710657,2.19313884,0.141397685,-0.0191846769,2.514561,-0.264499754,0.231960192,2.39232,0.065745905,0.21936743,2.484194,0,0,0,0,0,0,0,0,0,0,0,0,193.24420166015625,346.67755126953125,280.063720703125,338.4935607910156
19,2024-08-09T16:58:35.8986743+03:30,-29,-24,107,13,29,-6,-18,97,-0.407820284,0.316910535,1.99026239,0.2366402,-0.259508938,2.48567176,-0.37864095,0.2535662,2.192169,0.141424745,-0.01865841,2.51463628,-0.264893621,0.23189792,2.39268422,0.0655103,0.219485268,2.48418736,0,0,0,0,0,0,0,0,0,0,0,0,193.13067626953125,346.98370361328125,280.0238037109375,338.55889892578125
20,2024-08-09T16:58:35.9303514+03:30,-28,-23,107,13,29,-6,-18,97,-0.4089807,0.31519255,1.9868983,0.2363092,-0.25900054,2.4864974,-0.379404575,0.25331676,2.1908946,0.141428337,-0.0181417614,2.51471329,-0.265288144,0.231831655,2.39305735,0.06528225,0.219585091,2.48417068,0,0,0,0,0,0,0,0,0,0,0,0,193.11236572265625,346.408447265625,280.208740234375,338.5969543457031
21,2024-08-09T16:58:35.9677473+03:30,-27,-23,107,13,29,-6,-18,97,-0.410057336,0.3132628,1.98343456,0.236145839,-0.258949369,2.48667955,-0.3799281,0.252843082,2.1905694,0.14159894,-0.0179396663,2.51479769,-0.265690982,0.23177135,2.39345884,0.06506089,0.219663918,2.48414564,0,0,0,0,0,0,0,0,0,0,0,0,193.26649475097656,346.917236328125,279.95526123046875,338.47967529296875
22,2024-08-09T16:58:35.9989177+03:30,-25,-23,106,13,29,-6,-18,97,-0.4111021,0.310995162,1.98180461,0.236129016,-0.259225368,2.48661566,-0.38031584,0.2521795,2.19090343,0.141942367,-0.0180340949,2.51490259,-0.266089916,0.2317053,2.39387822,0.0648610443,0.219740018,2.484192,0,0,0,0,0,0,0,0,0,0,0,0,193.26980590820312,346.33709716796875,280.3154602050781,338.5220947265625
23,2024-08-09T16:58:36.0366198+03:30,-24,-23,106,13,29,-6,-18,97,-0.412049145,0.308620721,1.98143339,0.235799178,-0.259202123,2.48873115,-0.380592555,0.2514102,2.19167042,0.142154321,-0.0178293083,2.51503086,-0.2664856,0.231640279,2.39432049,0.06468037,0.219818309,2.484294,0,0,0,0,0,0,0,0,0,0,0,0,193.22427368164062,346.92437744140625,280.3804016113281,338.5147399902344
24,2024-08-09T16:58:36.0674047+03:30,-26,-23,106,12,29,-5,-18,97,-0.41261223,0.3062598,1.98039448,0.235672653,-0.259470344,2.49035645,-0.3808056,0.250548035,2.192722,0.142534688,-0.0179630332,2.51514125,-0.26688683,0.231581122,2.39478874,0.06451172,0.219899416,2.48442578,0,0,0,0,0,0,0,0,0,0,0,0,193.31564331054688,346.70318603515625,280.0999755859375,338.41558837890625
25,2024-08-09T16:58:36.1003895+03:30,-25,-22,106,12,29,-5,-18,97,-0.4136422,0.303904176,1.97969639,0.235660642,-0.25987488,2.49131632,-0.3809622,0.249757871,2.193076,0.1428131,-0.0179945789,2.51530385,-0.267294884,0.23152703,2.39528823,0.06435412,0.219977662,2.4845798,0,0,0,0,0,0,0,0,0,0,0,0,193.1477813720703,346.65570068359375,280.1309814453125,338.5074462890625
26,2024-08-09T16:58:36.1346775+03:30,-24,-22,106,12,29,-5,-18,97,-0.415175736,0.301201135,1.9793309,0.2356162,-0.260094523,2.492235,-0.381085068,0.248758584,2.193836,0.142916426,-0.01774139,2.51549649,-0.267702371,0.231475487,2.3958025,0.06420548,0.220052555,2.48474765,0,0,0,0,0,0,0,0,0,0,0,0,193.378173828125,346.560791015625,280.1184997558594,338.55810546875
27,2024-08-09T16:58:36.1714355+03:30,-23,-21,105,12,29,-5,-18,97,-0.416600734,0.298408359,1.97992575,0.235547289,-0.260170668,2.492287,-0.381178021,0.247647732,2.19484854,0.142881751,-0.0173021816,2.51570415,-0.26811105,0.2314164,2.39632535,0.06406395,0.220120132,2.48491883,0,0,0,0,0,0,0,0,0,0,0,0,193.24240112304688,346.828369140625,280.1808166503906,338.5505065917969
28,2024-08-09T16:58:36.2035874+03:30,-24,-21,105,12,29,-4,-18,97,-0.4174755,0.295738459,1.97952354,0.23552914,-0.260313272,2.4917357,-0.381248444,0.246492431,2.196,0.14298448,-0.0172971338,2.51590252,-0.26852116,0.231353372,2.39684558,0.06392935,0.220178515,2.4850924,0,0,0,0,0,0,0,0,0,0,0,0,193.20399475097656,346.71112060546875,279.9650573730469,338.55645751953125
29,2024-08-09T16:58:36.2361647+03:30,-23,-21,105,12,29,-4,-18,97,-0.4179703,0.293218017,1.97845531,0.23551847,-0.260336,2.491903,-0.3812536,0.245374516,2.19719338,0.143178582,-0.0176349711,2.51609015,-0.268929124,0.231295556,2.397365,0.0638048,0.220232651,2.485318,0,0,0,0,0,0,0,0,0,0,0,0,193.20086669921875,346.89373779296875,280.16876220703125,338.5321044921875
30,2024-08-09T16:58:36.2669495+03:30,-22,-21,105,12,29,-4,-18,97,-0.4182054,0.290853024,1.97697234,0.235576138,-0.260472953,2.49161077,-0.38123548,0.244278252,2.19841266,0.143186837,-0.0179123841,2.51630044,-0.2693314,0.231240362,2.39788985,0.06368446,0.220280617,2.48556685,0,0,0,0,0,0,0,0,0,0,0,0,193.04336547851562,346.89605712890625,280.409912109375,338.5471496582031
31,2024-08-09T16:58:36.3008679+03:30,-23,-21,105,13,29,-3,-18,97,-0.4182762,0.2886398,1.9752382,0.235661447,-0.260697156,2.49104,-0.381219149,0.243194059,2.19963336,0.143045262,-0.0180750061,2.51656318,-0.2697309,0.231184781,2.39841485,0.0635683,0.220317841,2.485826,0,0,0,0,0,0,0,0,0,0,0,0,193.25399780273438,346.94622802734375,280.1849365234375,338.493408203125
32,2024-08-09T16:58:36.3313280+03:30,-23,-21,105,13,29,-3,-18,97,-0.418784171,0.286215276,1.97507143,0.235716328,-0.260888457,2.49035978,-0.381198168,0.242128521,2.20082331,0.14274919,-0.0180791989,2.51689529,-0.270128131,0.231125936,2.398934,0.06346194,0.220329717,2.48611116,0,0,0,0,0,0,0,0,0,0,0,0,193.29473876953125,346.88897705078125,280.4659729003906,338.496826171875
33,2024-08-09T16:58:36.3673494+03:30,-22,-21,106,12,29,-3,-18,97,-0.419535071,0.2837459,1.9759686,0.235533118,-0.2600655,2.49259114,-0.381208062,0.241021425,2.2019906,0.142536566,-0.0182551779,2.51728034,-0.270519555,0.231061846,2.39944434,0.06336959,0.220316261,2.48645186,0,0,0,0,0,0,0,0,0,0,0,0,193.2279052734375,346.7529296875,280.2177429199219,338.56036376953125
34,2024-08-09T16:58:36.3998658+03:30,-21,-21,106,12,29,-3,-18,97,-0.4200715,0.281235039,1.97608721,0.235301942,-0.2596183,2.493736,-0.3812466,0.239896625,2.20312619,0.142244041,-0.0182600319,2.51778436,-0.270904481,0.230993435,2.399945,0.06328726,0.220283478,2.48682618,0,0,0,0,0,0,0,0,0,0,0,0,193.23495483398438,346.57452392578125,280.26239013671875,338.5068359375
35,2024-08-09T16:58:36.4351089+03:30,-23,-21,106,12,29,-2,-18,97,-0.420449466,0.278749436,1.9756813,0.235032514,-0.259389818,2.494095,-0.381365031,0.2387502,2.2042582,0.141864538,-0.0181302875,2.51834059,-0.271287,0.230907649,2.40043688,0.06321285,0.220244154,2.48724246,0,0,0,0,0,0,0,0,0,0,0,0,193.1294708251953,347.05010986328125,280.32269287109375,338.4605407714844
36,2024-08-09T16:58:36.4673554+03:30,-21,-21,106,13,29,-2,-18,97,-0.42071104,0.276316345,1.974936,0.234836981,-0.2591646,2.49396181,-0.381539315,0.237548918,2.205379,0.141379833,-0.017859865,2.51890254,-0.271665633,0.230802655,2.40092564,0.06317388,0.220198452,2.48774123,0,0,0,0,0,0,0,0,0,0,0,0,193.2133331298828,346.7081298828125,280.18304443359375,338.50018310546875
37,2024-08-09T16:58:36.4991342+03:30,-20,-21,106,13,29,-2,-18,97,-0.420893431,0.273919,1.97398424,0.234650463,-0.258908,2.493394,-0.381744862,0.2363338,2.20647955,0.140789241,-0.0174536426,2.5194602,-0.2720397,0.230680153,2.40141773,0.06315543,0.220150575,2.488298,0,0,0,0,0,0,0,0,0,0,0,0,193.08673095703125,346.6511535644531,280.10943603515625,338.50079345703125
38,2024-08-09T16:58:36.5309070+03:30,-22,-22,106,13,30,-1,-18,97,-0.421022,0.2713604,1.97512186,0.234447435,-0.258664727,2.49260664,-0.3826183,0.234212443,2.2082088,0.140161753,-0.0169819444,2.52003837,-0.272417128,0.230528831,2.40191364,0.06313915,0.220080853,2.48887038,0,0,0,0,0,0,0,0,0,0,0,0,193.2718048095703,346.7203369140625,280.0133361816406,338.5111389160156
39,2024-08-09T16:58:36.5635286+03:30,-21,-22,106,13,30,-1,-18,97,-0.4213869,0.268508464,1.9770968,0.234339342,-0.258665383,2.4916122,-0.3835323,0.232226238,2.209871,0.139662951,-0.0168107431,2.520561,-0.272799969,0.230357945,2.40242,0.06312286,0.219993,2.48943114,0,0,0,0,0,0,0,0,0,0,0,0,193.2889404296875,346.56231689453125,280.18353271484375,338.579345703125
40,2024-08-09T16:58:36.5996425+03:30,-23,-22,106,14,30,0,-18,97,-0.421732754,0.2654856,1.97781622,0.234292462,-0.258833528,2.49048758,-0.3842806,0.230423316,2.21133947,0.139211014,-0.016768422,2.52104139,-0.273179322,0.230176568,2.402937,0.06310391,0.219896972,2.48996663,0,0,0,0,0,0,0,0,0,0,0,0,193.18875122070312,346.710205078125,280.294189453125,338.5501708984375
41,2024-08-09T16:58:36.6326349+03:30,-22,-23,106,14,30,0,-18,97,-0.422063768,0.2623597,1.97788906,0.234287649,-0.2592193,2.48942018,-0.3851642,0.228526354,2.21288776,0.138861939,-0.01696906,2.521451,-0.273549259,0.229982868,2.40346742,0.0630775,0.219797,2.4904623,0,0,0,0,0,0,0,0,0,0,0,0,193.09616088867188,346.4644775390625,280.1193542480469,338.5110168457031
42,2024-08-09T16:58:36.6635237+03:30,-22,-24,106,14,31,1,-18,97,-0.422576129,0.259258538,1.97929049,0.234314561,-0.259747624,2.48836923,-0.386129022,0.226549685,2.21449828,0.138598979,-0.01732285,2.52181363,-0.27390188,0.229776457,2.40401721,0.06301414,0.219662845,2.49089336,0,0,0,0,0,0,0,0,0,0,0,0,193.35357666015625,346.58050537109375,280.33544921875,338.6030578613281
43,2024-08-09T16:58:36.6998395+03:30,-24,-24,109,15,31,2,-17,97,-0.42320022,0.256246269,1.98155761,0.234301522,-0.260242373,2.48745346,-0.3871046,0.224564627,2.216126,0.13828887,-0.0176072456,2.522194,-0.27423963,0.229558244,2.40459728,0.06292678,0.219514444,2.491278,0,0,0,0,0,0,0,0,0,0,0,0,193.33177185058594,346.77349853515625,280.2464294433594,338.35455322265625
44,2024-08-09T16:58:36.7315120+03:30,-23,-24,109,15,31,2,-17,97,-0.4238436,0.252949178,1.98282933,0.23424463,-0.260666132,2.486617,-0.3881525,0.222519591,2.21782422,0.137933254,-0.01781436,2.52257776,-0.274564683,0.229323983,2.40519524,0.06272068,0.219291314,2.49147844,0,0,0,0,0,0,0,0,0,0,0,0,193.24951171875,346.753173828125,280.2359924316406,338.5338134765625
45,2024-08-09T16:58:36.7681071+03:30,-24,-25,108,16,32,3,-17,98,-0.424382985,0.249802053,1.98515558,0.234220311,-0.261194229,2.48578143,-0.389315248,0.2202552,2.21967864,0.137674168,-0.0181436613,2.522953,-0.274883181,0.229081154,2.40581441,0.0624838844,0.2190509,2.49162483,0,0,0,0,0,0,0,0,0,0,0,0,193.39154052734375,346.51123046875,280.31890869140625,338.5050964355469
46,2024-08-09T16:58:36.8002344+03:30,-23,-25,108,17,32,3,-17,98,-0.425079972,0.246321425,1.98644519,0.234220251,-0.261778563,2.48496366,-0.390524745,0.2178946,2.221593,0.137616619,-0.018724246,2.523338,-0.2751984,0.228830427,2.40644,0.0622156933,0.2187914,2.49172425,0,0,0,0,0,0,0,0,0,0,0,0,193.24005126953125,346.5753479003906,280.2294616699219,338.4315185546875
47,2024-08-09T16:58:36.8359595+03:30,-25,-26,105,17,32,4,-18,98,-0.4256646,0.243036792,1.9887532,0.234238848,-0.26239118,2.48417735,-0.391744316,0.215391427,2.22355342,0.137714118,-0.0194478035,2.523727,-0.2755033,0.228570655,2.40706086,0.06195143,0.218531981,2.49180555,0,0,0,0,0,0,0,0,0,0,0,0,193.3192138671875,346.5570068359375,280.24951171875,338.3857116699219
48,2024-08-09T16:58:36.8686492+03:30,-26,-27,105,17,33,5,-18,98,-0.426057428,0.240015015,1.99181592,0.233896658,-0.261216819,2.483987,-0.393010139,0.212694123,2.22561646,0.137759313,-0.02002223,2.524152,-0.275798,0.2282989,2.4076705,0.06169298,0.2182752,2.49187565,0,0,0,0,0,0,0,0,0,0,0,0,193.2578125,346.9666748046875,280.00848388671875,338.4208068847656
49,2024-08-09T16:58:36.8980383+03:30,-28,-28,105,17,33,6,-18,98,-0.42656976,0.236812368,1.99516547,0.233651951,-0.260699928,2.48352385,-0.394205034,0.210111842,2.22759342,0.137822688,-0.0205512345,2.52458763,-0.276075244,0.22801885,2.408272,0.0614715628,0.218024909,2.491979,0,0,0,0,0,0,0,0,0,0,0,0,193.0802764892578,346.4643859863281,280.03887939453125,338.3977355957031
50,2024-08-09T16:58:36.9358063+03:30,-27,-28,105,17,33,6,-18,98,-0.427148342,0.2335582,1.99865127,0.233499721,-0.260619253,2.48290467,-0.395314127,0.207580388,2.22948718,0.137964174,-0.0212229583,2.52497721,-0.276340634,0.22772938,2.40886283,0.06129854,0.217781708,2.492131,0,0,0,0,0,0,0,0,0,0,0,0,193.2528076171875,346.61273193359375,280.2299499511719,338.5384521484375
51,2024-08-09T16:58:36.9678338+03:30,-28,-29,105,17,34,7,-18,98,-0.427805543,0.230286211,2.00212836,0.232940212,-0.2591506,2.48330283,-0.3962991,0.205136254,2.23125577,0.138016358,-0.021760447,2.525372,-0.27659288,0.227437213,2.4094398,0.0611626133,0.217551485,2.49231577,0,0,0,0,0,0,0,0,0,0,0,0,193.25924682617188,346.6475830078125,280.10198974609375,338.34429931640625
52,2024-08-09T16:58:36.9990150+03:30,-29,-29,105,17,34,8,-18,98,-0.4286233,0.226429254,2.00389957,0.232582569,-0.2585623,2.48380113,-0.3971486,0.202797025,2.23289347,0.138046369,-0.02223039,2.52575779,-0.276832283,0.2271475,2.41000915,0.0610828772,0.217381462,2.492616,0,0,0,0,0,0,0,0,0,0,0,0,193.22891235351562,346.9012145996094,280.072509765625,338.39599609375
53,2024-08-09T16:58:37.0348699+03:30,-30,-29,105,17,34,9,-18,98,-0.429536045,0.222237632,2.00452185,0.232329249,-0.258448035,2.484447,-0.397899657,0.200490057,2.23444128,0.138014719,-0.0225225985,2.52616787,-0.277063459,0.226838619,2.41056538,0.061046984,0.217252925,2.49299717,0,0,0,0,0,0,0,0,0,0,0,0,193.25962829589844,346.7652893066406,280.0650634765625,338.4036865234375
54,2024-08-09T16:58:37.0681546+03:30,-29,-29,105,17,34,9,-18,98,-0.430520117,0.2178203,2.00444818,0.232248053,-0.258577377,2.48483682,-0.398622662,0.198067084,2.236009,0.137984172,-0.0227386318,2.52662635,-0.277296156,0.226506919,2.41110969,0.0610540845,0.217183158,2.49350142,0,0,0,0,0,0,0,0,0,0,0,0,193.1881103515625,346.6571044921875,280.31939697265625,338.3653869628906
55,2024-08-09T16:58:37.1029097+03:30,-29,-30,105,17,35,10,-18,98,-0.431600481,0.213259712,2.003929,0.2322882,-0.258861631,2.48501515,-0.3993229,0.1955194,2.23760533,0.1379425,-0.022865897,2.52709961,-0.277531832,0.226149544,2.41164041,0.0610867329,0.217152312,2.49408054,0,0,0,0,0,0,0,0,0,0,0,0,193.29867553710938,346.5967102050781,280.16156005859375,338.4164123535156
56,2024-08-09T16:58:37.1353796+03:30,-30,-30,105,17,35,11,-18,98,-0.432736,0.208445266,2.003301,0.2323642,-0.2591697,2.48508,-0.400002867,0.1928741,2.23921466,0.1378435,-0.0228621811,2.52756929,-0.2777801,0.225757614,2.4121592,0.061109174,0.217122346,2.49466777,0,0,0,0,0,0,0,0,0,0,0,0,193.24359130859375,346.6079406738281,280.193603515625,338.39251708984375
57,2024-08-09T16:58:37.1677360+03:30,-31,-30,104,18,35,12,-18,98,-0.4341134,0.203198835,2.00232863,0.23245059,-0.259465158,2.485086,-0.4003636,0.190189,2.24056339,0.1377072,-0.0227511153,2.52804971,-0.278042436,0.225338414,2.41267014,0.06109968,0.2170571,2.49521518,0,0,0,0,0,0,0,0,0,0,0,0,193.16616821289062,346.81195068359375,280.07952880859375,338.37701416015625
58,2024-08-09T16:58:37.2006226+03:30,-30,-30,104,17,35,12,-18,98,-0.4360141,0.197595969,1.99961472,0.2323553,-0.259958059,2.48597836,-0.400993645,0.1876544,2.24007845,0.137790516,-0.022932617,2.52846813,-0.278317153,0.2248949,2.41316938,0.0610070638,0.2169083,2.49563265,0,0,0,0,0,0,0,0,0,0,0,0,193.1925048828125,346.501708984375,280.1637878417969,338.4592590332031
59,2024-08-09T16:58:37.2348527+03:30,-31,-30,104,17,35,13,-18,98,-0.437838942,0.1918538,1.9978869,0.2322859,-0.260492057,2.4867053,-0.401386172,0.1842842,2.24060678,0.137859434,-0.0230136216,2.52901077,-0.2785995,0.224434271,2.41365767,0.06085936,0.216705635,2.49594951,0,0,0,0,0,0,0,0,0,0,0,0,193.19577026367188,346.9355773925781,280.2269287109375,338.4876708984375
60,2024-08-09T16:58:37.2726421+03:30,-32,-29,104,17,34,14,-18,98,-0.4402078,0.185301721,1.99490261,0.231490642,-0.259381026,2.488678,-0.402038544,0.181111917,2.23959112,0.137865365,-0.0229651276,2.5296042,-0.2788875,0.223945022,2.41413283,0.06069529,0.216489479,2.49622631,0,0,0,0,0,0,0,0,0,0,0,0,193.13714599609375,346.86993408203125,280.300537109375,338.43768310546875
61,2024-08-09T16:58:37.3006779+03:30,-31,-28,104,17,34,14,-18,98,-0.442584485,0.178888738,1.992493,0.231010437,-0.259060442,2.489868,-0.402893454,0.178066149,2.2375145,0.138056517,-0.0231722035,2.53007722,-0.2791827,0.223425031,2.414592,0.0605155341,0.216273069,2.49647522,0,0,0,0,0,0,0,0,0,0,0,0,193.28887939453125,346.366455078125,279.96136474609375,338.44659423828125
62,2024-08-09T16:58:37.3340272+03:30,-32,-28,104,17,34,15,-18,98,-0.444937885,0.1726371,1.99070024,0.230644912,-0.2589774,2.490562,-0.403901,0.175067276,2.23486924,0.138244823,-0.0231366567,2.53072071,-0.2794931,0.222853288,2.415032,0.0602931939,0.216038868,2.496647,0,0,0,0,0,0,0,0,0,0,0,0,193.2064208984375,346.7794189453125,280.04559326171875,338.3523254394531
63,2024-08-09T16:58:37.3673124+03:30,-32,-26,103,17,33,15,-18,98,-0.4473181,0.166419983,1.9896419,0.230257288,-0.259159356,2.49178386,-0.4049909,0.172086567,2.2319777,0.138374776,-0.0229241531,2.53146243,-0.279821932,0.222239092,2.41545963,0.0600212552,0.215780973,2.49673963,0,0,0,0,0,0,0,0,0,0,0,0,193.22349548339844,346.93634033203125,279.8487548828125,338.50946044921875
