FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y
11,2024-08-09T18:35:58.2612118+03:30,-27,-21,45,20,21,-12,-16,83,-0.4860595,0.319676965,1.98243892,-0.0408843681,-0.209913641,2.4207685,-0.4790368,0.2427573,2.17760372,-0.0471556038,-0.02187338,2.491296,-0.380159169,0.1913194,2.42943263,-0.101695314,0.1684415,2.51455975,0,0,0,0,0,0,0,0,0,0,0,0,166.4827880859375,347.57147216796875,242.11923217773438,337.2384033203125
12,2024-08-09T18:35:58.2960602+03:30,-27,-21,44,20,21,-12,-16,83,-0.4858116,0.320110559,1.98301589,-0.0417777821,-0.209677234,2.419778,-0.479173869,0.24304013,2.17787766,-0.04708133,-0.02185727,2.49097276,-0.380238563,0.1913013,2.4293654,-0.101675436,0.168370336,2.51426816,0,0,0,0,0,0,0,0,0,0,0,0,166.45367431640625,347.4486999511719,241.72039794921875,337.40484619140625
13,2024-08-09T18:35:58.3279040+03:30,-27,-21,44,20,21,-12,-16,83,-0.4855623,0.320564717,1.98369348,-0.04261413,-0.209443733,2.418807,-0.479400724,0.243333489,2.17826462,-0.04700021,-0.02183618,2.49062276,-0.3803663,0.191304386,2.42933154,-0.101652376,0.168305352,2.51397061,0,0,0,0,0,0,0,0,0,0,0,0,166.18365478515625,347.6256103515625,241.98965454101562,337.3569030761719
14,2024-08-09T18:35:58.3597509+03:30,-27,-22,44,20,21,-12,-16,83,-0.485210627,0.320888519,1.98477244,-0.0434154719,-0.209208265,2.41783762,-0.47996664,0.243137166,2.17994523,-0.04692781,-0.02180931,2.49023247,-0.380550921,0.191326991,2.42935753,-0.1016273,0.168247342,2.513677,0,0,0,0,0,0,0,0,0,0,0,0,166.40611267089844,347.80487060546875,241.69261169433594,337.4637451171875
15,2024-08-09T18:35:58.3922818+03:30,-26,-23,44,21,22,-12,-16,83,-0.48479,0.321077555,1.986133,-0.04417762,-0.208974048,2.41688323,-0.48073402,0.242635727,2.182379,-0.04687095,-0.0217761081,2.48980379,-0.380779266,0.191361308,2.429447,-0.101598881,0.168196857,2.51339674,0,0,0,0,0,0,0,0,0,0,0,0,166.18716430664062,347.28509521484375,241.97799682617188,337.28155517578125
16,2024-08-09T18:35:58.4250482+03:30,-26,-23,44,21,22,-12,-16,83,-0.484420866,0.321036726,1.98798168,-0.04490201,-0.208742633,2.41594315,-0.48162,0.241946846,2.18522668,-0.04683352,-0.0217374265,2.489334,-0.3810408,0.191416,2.429603,-0.10156323,0.168153927,2.513127,0,0,0,0,0,0,0,0,0,0,0,0,166.47402954101562,347.40692138671875,241.9508056640625,337.3726806640625
17,2024-08-09T18:35:58.4638614+03:30,-25,-24,44,21,22,-12,-16,83,-0.4840974,0.320844263,1.99007475,-0.04558558,-0.208516508,2.41503048,-0.4825995,0.241134,2.18828177,-0.04681497,-0.0216953009,2.48883677,-0.381320029,0.191466287,2.42978716,-0.101519465,0.168116271,2.51286745,0,0,0,0,0,0,0,0,0,0,0,0,166.3318328857422,347.2535095214844,242.24417114257812,337.3564147949219
18,2024-08-09T18:35:58.4922864+03:30,-24,-25,44,21,23,-12,-16,83,-0.483902425,0.320477784,1.99245644,-0.0462282449,-0.208298653,2.41412878,-0.483696848,0.240294814,2.19133449,-0.04681173,-0.0216525234,2.48829675,-0.381608754,0.191511109,2.43001437,-0.101461552,0.1680811,2.51261926,0,0,0,0,0,0,0,0,0,0,0,0,166.36605834960938,347.3719482421875,242.03961181640625,337.3983154296875
19,2024-08-09T18:35:58.5248124+03:30,-26,-26,44,22,23,-11,-16,83,-0.483964831,0.319845766,1.99533725,-0.0467663258,-0.208081082,2.41326618,-0.4849295,0.239409328,2.194427,-0.0467630327,-0.0215977225,2.48773623,-0.3819108,0.191549435,2.430283,-0.101383016,0.168044969,2.51238012,0,0,0,0,0,0,0,0,0,0,0,0,166.4823455810547,347.3642883300781,242.05349731445312,337.3466796875
20,2024-08-09T18:35:58.5615748+03:30,-25,-27,42,21,24,-11,-16,82,-0.4841984,0.3190444,1.99849415,-0.04722275,-0.207860187,2.412446,-0.4862682,0.238478228,2.19753122,-0.04668602,-0.02153114,2.48717046,-0.382224053,0.1915707,2.43056321,-0.101288371,0.168012187,2.512146,0,0,0,0,0,0,0,0,0,0,0,0,166.64410400390625,347.46868896484375,241.82521057128906,337.4175109863281
21,2024-08-09T18:35:58.5925227+03:30,-25,-27,41,21,24,-11,-16,82,-0.484545976,0.318158716,2.00173855,-0.04761523,-0.207642436,2.41166663,-0.48768723,0.237524956,2.200602,-0.046592012,-0.0214622244,2.48660851,-0.3825607,0.191577181,2.43086457,-0.101168022,0.167979643,2.511921,0,0,0,0,0,0,0,0,0,0,0,0,166.54345703125,347.177734375,241.93565368652344,337.48638916015625
22,2024-08-09T18:35:58.6309322+03:30,-24,-28,41,21,25,-11,-16,82,-0.485002667,0.317241341,2.00494862,-0.0479608439,-0.207430854,2.41091919,-0.489183635,0.236613125,2.20354748,-0.04649214,-0.0213960223,2.486049,-0.382920921,0.191572309,2.43120241,-0.101014555,0.167947382,2.5117147,0,0,0,0,0,0,0,0,0,0,0,0,166.25558471679688,347.25689697265625,242.09918212890625,337.2359924316406
23,2024-08-09T18:35:58.6587721+03:30,-24,-28,41,22,25,-11,-16,82,-0.4855554,0.316326529,2.008085,-0.0482236147,-0.20721,2.41022015,-0.4907393,0.235761285,2.20636535,-0.04635528,-0.0213139821,2.48550248,-0.383278161,0.19155027,2.43155384,-0.1008394,0.167922929,2.51152158,0,0,0,0,0,0,0,0,0,0,0,0,166.28311157226562,347.60919189453125,241.83448791503906,337.3001403808594
24,2024-08-09T18:35:58.6939358+03:30,-23,-30,41,22,26,-11,-16,82,-0.4861642,0.3156807,2.010422,-0.0484144837,-0.20698078,2.40957046,-0.492387056,0.234937891,2.20909,-0.04617002,-0.02121092,2.4849534,-0.383628756,0.191518456,2.43191028,-0.100644864,0.167907536,2.51133037,0,0,0,0,0,0,0,0,0,0,0,0,166.1584930419922,347.42486572265625,242.0321502685547,337.32470703125
25,2024-08-09T18:35:58.7282712+03:30,-23,-30,41,22,26,-11,-16,82,-0.4870358,0.3149055,2.01303554,-0.0485526472,-0.2067469,2.40896344,-0.494120032,0.234131888,2.21173024,-0.0459504351,-0.0210914351,2.48439813,-0.384010643,0.191492572,2.43230271,-0.100438431,0.167898774,2.51113868,0,0,0,0,0,0,0,0,0,0,0,0,166.37437438964844,347.3908996582031,242.3080596923828,337.4163818359375
26,2024-08-09T18:35:58.7613278+03:30,-22,-31,41,22,27,-11,-16,82,-0.488055259,0.314057,2.01577473,-0.04784922,-0.206601188,2.40881348,-0.4959068,0.23334685,2.21425986,-0.0457106,-0.0209607854,2.4838295,-0.384413272,0.191471383,2.432712,-0.100222744,0.167894989,2.510942,0,0,0,0,0,0,0,0,0,0,0,0,166.44158935546875,347.43231201171875,241.9057159423828,337.33258056640625
27,2024-08-09T18:35:58.7950292+03:30,-22,-31,41,21,27,-11,-16,82,-0.489134967,0.3132332,2.01841879,-0.04662039,-0.206515685,2.40897155,-0.4978432,0.2325881,2.21648955,-0.0454699919,-0.0208239816,2.483258,-0.384836,0.191455,2.43314981,-0.09999939,0.167897657,2.51074576,0,0,0,0,0,0,0,0,0,0,0,0,166.37344360351562,347.4686279296875,241.88955688476562,337.4173278808594
28,2024-08-09T18:35:58.8280600+03:30,-21,-32,41,21,28,-11,-16,82,-0.490300864,0.312420666,2.02102447,-0.0450729541,-0.206466526,2.40933275,-0.499849468,0.2318201,2.21855068,-0.04522405,-0.0206793584,2.48268867,-0.38528192,0.191446409,2.43363,-0.09977218,0.167906672,2.5105536,0,0,0,0,0,0,0,0,0,0,0,0,166.2443389892578,347.56536865234375,242.06297302246094,337.4833679199219
29,2024-08-09T18:35:58.8645233+03:30,-23,-33,39,20,28,-10,-16,81,-0.491502,0.311588854,2.02361274,-0.04337319,-0.206471369,2.40977526,-0.501954257,0.2309549,2.22047973,-0.0449710563,-0.0205272436,2.48211312,-0.385733217,0.191438183,2.43413138,-0.09954117,0.167921424,2.51036215,0,0,0,0,0,0,0,0,0,0,0,0,166.34486389160156,347.52374267578125,241.90228271484375,337.372314453125
30,2024-08-09T18:35:58.8938647+03:30,-22,-34,39,19,29,-10,-16,81,-0.4927342,0.310691655,2.026203,-0.0410921238,-0.206994951,2.41005921,-0.5041234,0.229954585,2.22233844,-0.0447148681,-0.0203642976,2.481539,-0.386179775,0.1914317,2.434646,-0.09931014,0.167946264,2.51016784,0,0,0,0,0,0,0,0,0,0,0,0,166.4404754638672,347.618408203125,241.86959838867188,337.43255615234375
31,2024-08-09T18:35:58.9260448+03:30,-22,-34,40,18,29,-10,-16,81,-0.494065434,0.309593022,2.02881837,-0.0383468866,-0.207902014,2.41029119,-0.5063833,0.228743926,2.2242074,-0.0444952622,-0.0202078614,2.48097038,-0.386580735,0.191390634,2.43512654,-0.09907369,0.167977288,2.50997257,0,0,0,0,0,0,0,0,0,0,0,0,166.16110229492188,347.37298583984375,242.06393432617188,337.41290283203125
32,2024-08-09T18:35:58.9601345+03:30,-22,-36,41,17,30,-10,-16,81,-0.495443225,0.3083174,2.03143978,-0.03509527,-0.20916988,2.410506,-0.5086946,0.2273659,2.22609067,-0.0442921519,-0.02005015,2.48040819,-0.386941522,0.191311568,2.43555951,-0.0988417938,0.168015182,2.50975513,0,0,0,0,0,0,0,0,0,0,0,0,166.2605743408203,347.4339599609375,242.07620239257812,337.401123046875
33,2024-08-09T18:35:58.9903016+03:30,-23,-36,42,16,30,-9,-16,81,-0.496837139,0.3068816,2.03400135,-0.0316790827,-0.210572034,2.41069579,-0.5110421,0.22587359,2.22794676,-0.04410117,-0.0198950116,2.479867,-0.38724643,0.19118908,2.43593478,-0.09861416,0.16805537,2.50952363,0,0,0,0,0,0,0,0,0,0,0,0,166.5237579345703,347.5440673828125,241.83114624023438,337.4259033203125
34,2024-08-09T18:35:59.0280439+03:30,-23,-37,43,16,31,-9,-16,81,-0.49874258,0.3053321,2.036424,-0.02827285,-0.211987063,2.41086578,-0.5134211,0.2243168,2.22975516,-0.0439118929,-0.0197455268,2.47935843,-0.3875037,0.191016927,2.43623447,-0.09839262,0.168092549,2.50927258,0,0,0,0,0,0,0,0,0,0,0,0,166.2547607421875,347.25994873046875,241.7457275390625,337.40167236328125
35,2024-08-09T18:35:59.0628146+03:30,-23,-38,44,15,32,-9,-16,81,-0.50091356,0.3037401,2.03874779,-0.02520151,-0.213401422,2.41085219,-0.5158329,0.222712725,2.23151565,-0.0437214449,-0.0196043383,2.47887635,-0.387715459,0.190796509,2.436456,-0.0981697142,0.168124855,2.509007,0,0,0,0,0,0,0,0,0,0,0,0,166.48123168945312,347.36065673828125,241.92459106445312,337.46527099609375
36,2024-08-09T18:35:59.0936305+03:30,-23,-38,45,14,32,-9,-16,81,-0.5032164,0.301944435,2.04137683,-0.0223898161,-0.214821652,2.410713,-0.518300354,0.220890656,2.233615,-0.0435247421,-0.0194673017,2.47842455,-0.387873828,0.190537155,2.43659949,-0.0979409,0.168155178,2.50873947,0,0,0,0,0,0,0,0,0,0,0,0,166.31655883789062,347.4877014160156,241.91607666015625,337.4476318359375
37,2024-08-09T18:35:59.1294836+03:30,-24,-40,47,14,33,-8,-16,81,-0.505597234,0.300060838,2.04408717,-0.0198039934,-0.21622251,2.410485,-0.5207789,0.218965992,2.23582649,-0.04331961,-0.0193406884,2.47799921,-0.387996644,0.190247014,2.43667722,-0.0976968855,0.168179229,2.50846744,0,0,0,0,0,0,0,0,0,0,0,0,166.2613525390625,347.55010986328125,241.55526733398438,337.3350830078125
38,2024-08-09T18:35:59.1602421+03:30,-23,-41,48,13,34,-8,-16,81,-0.5079785,0.298186451,2.04673386,-0.0174274929,-0.217586219,2.41019821,-0.52330786,0.216983229,2.237968,-0.0431114063,-0.0192295164,2.47760034,-0.388109028,0.189922616,2.436701,-0.09743721,0.168193579,2.50819373,0,0,0,0,0,0,0,0,0,0,0,0,166.40164184570312,347.3578796386719,241.80169677734375,337.350830078125
39,2024-08-09T18:35:59.1994261+03:30,-24,-42,49,13,35,-7,-16,81,-0.5103681,0.29626438,2.04941654,-0.0152369486,-0.218914881,2.409869,-0.5258374,0.214906976,2.24015355,-0.04289901,-0.0191433337,2.4772222,-0.38821137,0.18957755,2.43668747,-0.09716182,0.168187916,2.50792265,0,0,0,0,0,0,0,0,0,0,0,0,166.39266967773438,347.35369873046875,241.96240234375,337.49957275390625
40,2024-08-09T18:35:59.2295357+03:30,-24,-43,50,12,36,-7,-16,81,-0.512783766,0.2941792,2.05238,-0.0132183358,-0.22020182,2.409508,-0.528312743,0.212608665,2.24262524,-0.0426887646,-0.0190697853,2.47685957,-0.388307273,0.189219043,2.436647,-0.0968750045,0.16817373,2.50766635,0,0,0,0,0,0,0,0,0,0,0,0,166.44357299804688,347.5340576171875,242.0027618408203,337.46112060546875
41,2024-08-09T18:35:59.2608641+03:30,-26,-43,51,12,36,-6,-16,81,-0.5152184,0.291975021,2.05542159,-0.0113049923,-0.221361682,2.40919,-0.5307084,0.21022436,2.245224,-0.0424863659,-0.0190048572,2.47651553,-0.3883976,0.1888478,2.43659,-0.09658381,0.168154344,2.50742745,0,0,0,0,0,0,0,0,0,0,0,0,166.31439208984375,347.453369140625,242.2430419921875,337.41162109375
42,2024-08-09T18:35:59.2920368+03:30,-25,-44,52,12,37,-6,-16,81,-0.517577648,0.289758235,2.058337,-0.009425567,-0.222372353,2.4089458,-0.5331531,0.207797617,2.24769258,-0.0422798246,-0.0189425889,2.47618914,-0.388484448,0.188471764,2.43652415,-0.09629186,0.168131545,2.50720668,0,0,0,0,0,0,0,0,0,0,0,0,166.34681701660156,347.5332336425781,241.90994262695312,337.520263671875
43,2024-08-09T18:35:59.3275017+03:30,-26,-46,54,11,38,-5,-16,81,-0.5199607,0.287240982,2.06170034,-0.007594878,-0.223242611,2.40877342,-0.5357433,0.205005482,2.25058484,-0.04208201,-0.0188559536,2.47588348,-0.3885799,0.188092455,2.43646,-0.0960120559,0.168144524,2.50703478,0,0,0,0,0,0,0,0,0,0,0,0,166.3094482421875,347.434326171875,241.82269287109375,337.52752685546875
44,2024-08-09T18:35:59.3604380+03:30,-27,-47,51,10,39,-4,-16,80,-0.522353232,0.284508616,2.06528568,-0.005809685,-0.223965958,2.4086926,-0.538390636,0.202011347,2.25372,-0.0418881737,-0.0187535528,2.47560525,-0.3886828,0.187711075,2.436404,-0.09573538,0.168171763,2.50689077,0,0,0,0,0,0,0,0,0,0,0,0,166.33004760742188,347.3534851074219,241.95050048828125,337.4791259765625
45,2024-08-09T18:35:59.3943510+03:30,-27,-48,53,10,40,-4,-16,80,-0.524819553,0.281444281,2.068869,-0.00406532036,-0.224563122,2.40868783,-0.5410368,0.19892174,2.25698924,-0.0416831039,-0.0186473876,2.47535276,-0.388849437,0.187331945,2.43640065,-0.09545983,0.168199748,2.50675321,0,0,0,0,0,0,0,0,0,0,0,0,166.1956787109375,347.3271789550781,241.78135681152344,337.5297546386719
46,2024-08-09T18:35:59.4252981+03:30,-28,-49,54,10,41,-3,-16,80,-0.5273345,0.278118342,2.07227588,-0.00236618565,-0.225053176,2.40874171,-0.543714,0.1955925,2.260252,-0.04145921,-0.018544117,2.47512245,-0.389094234,0.18696627,2.43645883,-0.09518452,0.16822058,2.506616,0,0,0,0,0,0,0,0,0,0,0,0,166.47811889648438,347.4140625,241.9732666015625,337.2969970703125
47,2024-08-09T18:35:59.4603339+03:30,-28,-51,55,9,42,-2,-16,80,-0.5298467,0.274609476,2.07542324,-0.0007271169,-0.225457579,2.4088366,-0.546362758,0.192106709,2.26341963,-0.04121827,-0.0184515957,2.474911,-0.3894082,0.186600685,2.436565,-0.09491094,0.16822204,2.50646472,0,0,0,0,0,0,0,0,0,0,0,0,166.46243286132812,347.33056640625,241.8144073486328,337.3262939453125
48,2024-08-09T18:35:59.4939533+03:30,-29,-52,56,9,43,-1,-16,80,-0.5323699,0.270835519,2.07835746,0.0008319469,-0.2257893,2.40896177,-0.5489685,0.188515112,2.266409,-0.0409727655,-0.0183663424,2.474718,-0.389748573,0.1862373,2.43670487,-0.0946348757,0.1682169,2.50633645,0,0,0,0,0,0,0,0,0,0,0,0,166.53268432617188,347.3260192871094,241.37911987304688,337.29052734375
49,2024-08-09T18:35:59.5289778+03:30,-30,-53,57,9,44,0,-16,80,-0.535039246,0.266708225,2.081032,0.00230727252,-0.2260619,2.40910745,-0.551501,0.184877962,2.269208,-0.0407244638,-0.0182899591,2.47454262,-0.390105575,0.185879141,2.43686914,-0.09437529,0.168199182,2.50618577,0,0,0,0,0,0,0,0,0,0,0,0,166.4044189453125,347.30670166015625,241.958740234375,337.27838134765625
50,2024-08-09T18:35:59.5602941+03:30,-32,-55,59,8,45,2,-16,80,-0.537730336,0.262441427,2.08342743,0.00369314337,-0.226287052,2.40926456,-0.554058254,0.1810347,2.27165437,-0.04047817,-0.0182227064,2.474382,-0.390461683,0.18552877,2.43704653,-0.09414068,0.168201759,2.506034,0,0,0,0,0,0,0,0,0,0,0,0,166.46981811523438,347.13165283203125,241.828857421875,337.4156494140625
51,2024-08-09T18:35:59.5925045+03:30,-33,-55,60,8,45,3,-16,80,-0.540382862,0.258085936,2.0854547,0.00498458324,-0.226474673,2.40942526,-0.5567632,0.177056581,2.27366686,-0.0402394831,-0.0181641243,2.474234,-0.390813559,0.185191572,2.43724537,-0.09392779,0.168213859,2.50587535,0,0,0,0,0,0,0,0,0,0,0,0,166.3401641845703,347.374267578125,241.68801879882812,337.18865966796875
52,2024-08-09T18:35:59.6308606+03:30,-33,-56,61,8,46,4,-16,80,-0.542993665,0.253629923,2.08735037,0.00618822873,-0.22663416,2.409588,-0.5594417,0.172981352,2.27553439,-0.0400052927,-0.0181180853,2.4741,-0.391150951,0.18486622,2.437459,-0.09373026,0.1682281,2.50571084,0,0,0,0,0,0,0,0,0,0,0,0,166.48712158203125,347.30755615234375,242.0775146484375,337.4266052246094
53,2024-08-09T18:35:59.6596000+03:30,-35,-58,62,8,47,6,-16,80,-0.545160651,0.249436826,2.08805466,0.00730569055,-0.22677207,2.4097507,-0.5619344,0.168629035,2.27759886,-0.0397777557,-0.0180852991,2.47397876,-0.3914712,0.184552208,2.437676,-0.0935457349,0.168240011,2.50553823,0,0,0,0,0,0,0,0,0,0,0,0,166.3696746826172,347.29156494140625,242.13037109375,337.32574462890625
54,2024-08-09T18:35:59.6956924+03:30,-36,-58,63,8,47,7,-16,80,-0.5475401,0.244507477,2.08989239,0.008340353,-0.226889223,2.4099133,-0.5639886,0.16423285,2.28048635,-0.0395593531,-0.0180620123,2.47387,-0.391784936,0.184251934,2.43790627,-0.0933745354,0.168248832,2.505359,0,0,0,0,0,0,0,0,0,0,0,0,166.48931884765625,347.52313232421875,241.99021911621094,337.3981018066406
55,2024-08-09T18:35:59.7290214+03:30,-37,-59,64,8,48,9,-16,80,-0.549406,0.239903852,2.09086084,0.009295101,-0.226991937,2.41007423,-0.56570214,0.159903362,2.28386259,-0.0393515155,-0.0180508289,2.47377419,-0.392108321,0.18397288,2.4381566,-0.093217954,0.168256626,2.5051775,0,0,0,0,0,0,0,0,0,0,0,0,166.53347778320312,347.42999267578125,241.69610595703125,337.2127990722656
56,2024-08-09T18:35:59.7610101+03:30,-39,-61,65,7,49,11,-16,80,-0.5508851,0.235595629,2.09128,0.0101724016,-0.227079526,2.41023469,-0.567144454,0.1556984,2.28752351,-0.0391563438,-0.0180475544,2.47369051,-0.392430484,0.183713913,2.438414,-0.09307675,0.168265939,2.50499558,0,0,0,0,0,0,0,0,0,0,0,0,166.4503173828125,347.3134765625,242.2147216796875,337.28521728515625
57,2024-08-09T18:35:59.7921319+03:30,-39,-61,66,7,49,12,-16,80,-0.552079,0.231528863,2.091398,0.0109801982,-0.22715494,2.41039252,-0.568350852,0.151620373,2.29135,-0.03897118,-0.0180514045,2.47361732,-0.392758131,0.18347396,2.43867564,-0.092950806,0.16827932,2.50481653,0,0,0,0,0,0,0,0,0,0,0,0,166.4840087890625,347.408447265625,242.05844116210938,337.38275146484375
58,2024-08-09T18:35:59.8259761+03:30,-41,-62,69,8,50,14,-16,81,-0.5530321,0.227641344,2.09147859,0.0117008248,-0.227384269,2.41055942,-0.5693506,0.147589326,2.29532838,-0.0388219059,-0.018246118,2.47356057,-0.393108964,0.18325156,2.438943,-0.0928402543,0.168295711,2.50463986,0,0,0,0,0,0,0,0,0,0,0,0,166.30307006835938,347.5594482421875,242.17190551757812,337.4022521972656
59,2024-08-09T18:35:59.8577130+03:30,-42,-64,70,8,51,16,-16,81,-0.553804,0.223946825,2.09155416,0.0123575144,-0.227677986,2.41074538,-0.5701947,0.143658981,2.299321,-0.038689293,-0.0185338911,2.47352934,-0.3934651,0.183040038,2.439203,-0.09274243,0.168314,2.50446939,0,0,0,0,0,0,0,0,0,0,0,0,166.675048828125,347.51220703125,241.865478515625,337.53631591796875
60,2024-08-09T18:35:59.8889133+03:30,-44,-64,71,8,51,18,-16,81,-0.5545125,0.220409125,2.09165955,0.0129508441,-0.2280681,2.41093946,-0.5709145,0.139861569,2.30326748,-0.03857582,-0.0189393889,2.47351432,-0.393831223,0.182838857,2.43945384,-0.0926674455,0.168337047,2.50429773,0,0,0,0,0,0,0,0,0,0,0,0,166.33529663085938,347.32763671875,241.96714782714844,337.3319091796875
61,2024-08-09T18:35:59.9236411+03:30,-44,-65,72,8,52,19,-16,81,-0.555180967,0.2170143,2.09186482,0.0135351466,-0.228213474,2.41128254,-0.5715303,0.136202678,2.30716562,-0.0384626165,-0.0193818714,2.47351956,-0.394211918,0.1826451,2.439695,-0.09260775,0.168368682,2.50414419,0,0,0,0,0,0,0,0,0,0,0,0,166.5247344970703,347.43701171875,242.16940307617188,337.302001953125
