FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z,is_grasped
51,2024-08-09T16:56:35.0905178+03:30,-11,-14,105,14,19,-3,-21,99,-0.354275078,0.273297369,1.88112414,0.276425749,-0.275291234,2.4818182,-0.332714736,0.247680336,2.13429236,0.17225185,-0.04226669,2.50619483,-0.2529096,0.234157532,2.36454368,0.0725318044,0.2185459,2.466276,0,0,0,0,0,0,0,0,0,0,0,0,221.35968017578125,346.4218444824219,154.70152282714844,336.76251220703125,1.58818043526329,1.5185545128761098,-1
52,2024-08-09T16:56:35.1222246+03:30,-8,-14,105,14,19,-3,-21,99,-0.354420424,0.266482353,1.87807548,0.276418149,-0.275786251,2.481896,-0.3334064,0.243978664,2.135201,0.17223762,-0.0425158478,2.50624681,-0.253131479,0.233845025,2.36472631,0.0726132542,0.218411073,2.46622014,0,0,0,0,0,0,0,0,0,0,0,0,221.1734771728516,346.7056884765625,154.77943420410156,336.9603881835937,1.5895402916380157,1.5186395716748693,-1
53,2024-08-09T16:56:35.1576053+03:30,-8,-15,105,14,19,-2,-21,99,-0.3544276,0.259070247,1.87522829,0.2764404,-0.276237458,2.482059,-0.33399725,0.240650877,2.13591957,0.1722156,-0.0427363627,2.50630617,-0.2533568,0.233522221,2.36490178,0.0726867542,0.218299955,2.46617079,0,0,0,0,0,0,0,0,0,0,0,0,221.36038208007807,346.4230041503906,154.78482055664062,336.97369384765625,1.589455917490793,1.518713421869382,-1
54,2024-08-09T16:56:35.1896154+03:30,-7,-16,105,14,20,-1,-21,99,-0.354398936,0.2514238,1.87281764,0.276475132,-0.276676118,2.48229265,-0.334600866,0.237420246,2.136764,0.172186226,-0.04293592,2.506366,-0.253576726,0.233193636,2.36506748,0.07275695,0.218207642,2.466131,0,0,0,0,0,0,0,0,0,0,0,0,221.2904663085937,346.7559814453125,154.77725219726562,337.1319274902344,1.5893826617216096,1.518777540476579,-1
55,2024-08-09T16:56:35.2234983+03:30,-7,-16,105,14,20,0,-21,99,-0.354263157,0.24320972,1.87082708,0.276545018,-0.277017534,2.48236775,-0.3351415,0.234153941,2.137655,0.172155,-0.04311745,2.50641775,-0.253818482,0.232848421,2.36521888,0.07282452,0.2181315,2.466101,0,0,0,0,0,0,0,0,0,0,0,0,221.296142578125,346.111083984375,154.87652587890625,336.88311767578125,1.58931905920533,1.5188332098771402,-1
56,2024-08-09T16:56:35.2542527+03:30,-3,-16,105,14,20,0,-21,99,-0.354123026,0.234559417,1.86918426,0.276660025,-0.2773442,2.48248744,-0.335600883,0.2306914,2.13856673,0.172119156,-0.0432865359,2.50646567,-0.2540728,0.23248136,2.36533523,0.07288955,0.218067065,2.46608186,0,0,0,0,0,0,0,0,0,0,0,0,221.46530151367188,346.42999267578125,154.82655334472656,336.94952392578125,1.5892638378852466,1.5188815434646628,-1
57,2024-08-09T16:56:35.2855147+03:30,-2,-16,105,14,20,1,-21,99,-0.3540681,0.2254857,1.86785436,0.2767616,-0.277657926,2.48259544,-0.335987777,0.227063552,2.13944721,0.1720847,-0.04345376,2.5065093,-0.254366457,0.232059374,2.36540556,0.0729495138,0.217999384,2.46606541,0,0,0,0,0,0,0,0,0,0,0,0,221.1937255859375,346.61279296875,154.7592315673828,337.015869140625,1.5892158933307805,1.518923507914553,-1
58,2024-08-09T16:56:35.3215510+03:30,-2,-16,105,14,20,2,-21,99,-0.354144335,0.215881154,1.86691236,0.276843339,-0.277985752,2.482647,-0.336328924,0.223344311,2.14030623,0.172051549,-0.04361463,2.506562,-0.254679918,0.231612146,2.36544347,0.07300427,0.2179308,2.46605134,0,0,0,0,0,0,0,0,0,0,0,0,221.2740173339844,346.3817138671875,154.78582763671875,336.9911499023437,1.590439301755585,1.518959942518202,-1
59,2024-08-09T16:56:35.3537736+03:30,-1,-16,109,14,20,3,-20,99,-0.354357123,0.20598039,1.86631083,0.276831657,-0.278272122,2.48269272,-0.336668581,0.219608933,2.14114118,0.172020376,-0.0437686257,2.506624,-0.2550285,0.231126949,2.365464,0.07305449,0.21786277,2.466041,0,0,0,0,0,0,0,0,0,0,0,0,221.2496337890625,346.4205017089844,154.77670288085938,337.00225830078125,1.5915014961158926,1.5189915759692487,-1
60,2024-08-09T16:56:35.3878008+03:30,0,-16,109,14,20,4,-20,99,-0.35471046,0.196673945,1.86783969,0.276736528,-0.2785182,2.48278856,-0.337136418,0.215439677,2.14213872,0.17200008,-0.0439096764,2.50669217,-0.255391,0.230576485,2.36546159,0.07310175,0.217800319,2.46604,0,0,0,0,0,0,0,0,0,0,0,0,221.19595336914065,346.56890869140625,154.9456024169922,337.05938720703125,1.5911586853152748,1.5190190409377389,-1
61,2024-08-09T16:56:35.4183739+03:30,-1,-16,109,14,20,5,-20,99,-0.3556253,0.1879312,1.87081981,0.276622444,-0.278797925,2.48293447,-0.3376825,0.211041123,2.14323735,0.171990439,-0.044030562,2.50678372,-0.255777985,0.2299936,2.36545467,0.0731482357,0.2177475,2.46605039,0,0,0,0,0,0,0,0,0,0,0,0,221.2344665527344,346.6402587890625,154.99110412597656,337.0267333984375,1.5908610482368228,1.519042886723713,-1
62,2024-08-09T16:56:35.4515373+03:30,-1,-16,109,14,20,6,-20,99,-0.35679847,0.179652885,1.87469244,0.276473433,-0.278913766,2.48317885,-0.338184446,0.206368968,2.14441466,0.17198734,-0.0441381857,2.50690269,-0.256202877,0.229386568,2.365449,0.073212266,0.217712864,2.46610212,0,0,0,0,0,0,0,0,0,0,0,0,221.2332763671875,346.5826721191406,154.72816467285156,337.0907592773437,1.5906026321334874,1.5190635902433294,-1
63,2024-08-09T16:56:35.4857979+03:30,-2,-16,108,14,20,7,-20,99,-0.3582267,0.171811834,1.87886155,0.276323557,-0.278963029,2.483496,-0.338648975,0.201456785,2.14542627,0.1719876,-0.0442347936,2.50704479,-0.256650835,0.228776723,2.36545086,0.07329087,0.21769549,2.46618724,0,0,0,0,0,0,0,0,0,0,0,0,221.36770629882807,346.4534606933594,154.68325805664062,337.0726318359375,1.5903782686796153,1.5190815655672685,-1
64,2024-08-09T16:56:35.5190535+03:30,-4,-16,108,14,20,8,-20,99,-0.360025018,0.164266,1.883176,0.27619,-0.278986156,2.48382664,-0.339100927,0.196457788,2.14628053,0.171987385,-0.04432463,2.507206,-0.257134318,0.228171423,2.365457,0.0733762,0.217688948,2.46629214,0,0,0,0,0,0,0,0,0,0,0,0,221.18150329589844,346.5248107910156,154.50270080566406,337.056396484375,1.5901834706037818,1.5190971722021966,-1
65,2024-08-09T16:56:35.5510941+03:30,-5,-15,108,14,20,9,-20,99,-0.36211735,0.15700683,1.88755286,0.276092142,-0.279023,2.4841826,-0.339562684,0.191488221,2.14705634,0.171984553,-0.0444129631,2.507377,-0.257660031,0.2275769,2.3654716,0.07345999,0.217686415,2.466406,0,0,0,0,0,0,0,0,0,0,0,0,221.23475646972656,346.7044982910156,154.8225860595703,336.98126220703125,1.5900143419429342,1.5191107222809357,-1
66,2024-08-09T16:56:35.5829000+03:30,-11,-15,108,14,20,11,-20,99,-0.364421427,0.1499163,1.89214373,0.2760092,-0.27903375,2.484646,-0.340107679,0.186678231,2.1479845,0.171975076,-0.0444861725,2.50755119,-0.258232951,0.226995364,2.3654933,0.0735337138,0.217702389,2.466533,0,0,0,0,0,0,0,0,0,0,0,0,221.1177978515625,346.4888916015625,154.7108612060547,337.06475830078125,1.5887078847777245,1.5191224868051407,-1
67,2024-08-09T16:56:35.6152723+03:30,-12,-15,108,14,20,12,-20,99,-0.3663887,0.142411843,1.89704776,0.275950521,-0.279052228,2.48518062,-0.3407761,0.182008669,2.149139,0.171964839,-0.0445549972,2.507726,-0.258845627,0.226432651,2.36552668,0.0736007839,0.217723265,2.46666646,0,0,0,0,0,0,0,0,0,0,0,0,221.3931427001953,346.6459350585937,154.83737182617188,337.0107421875,1.5887332006594117,1.5191327010653488,-1
68,2024-08-09T16:56:35.6502944+03:30,-13,-14,109,14,20,13,-20,99,-0.368138164,0.134653226,1.90198588,0.275896937,-0.279045433,2.485786,-0.34153223,0.177514359,2.15043616,0.171954557,-0.0446199179,2.50789952,-0.25947994,0.225889266,2.365569,0.0736616,0.217746645,2.46680069,0,0,0,0,0,0,0,0,0,0,0,0,221.32159423828125,346.7251281738281,154.85049438476562,337.14422607421875,1.5887551805541251,1.5191415693467984,-1
69,2024-08-09T16:56:35.6834585+03:30,-13,-15,109,14,21,14,-20,99,-0.3697521,0.126840383,1.90681744,0.2758452,-0.2790612,2.486441,-0.34245643,0.17310217,2.15192723,0.1719439,-0.04468079,2.50806975,-0.2601248,0.225360453,2.36561227,0.0737157762,0.217771,2.46693254,0,0,0,0,0,0,0,0,0,0,0,0,221.29025268554688,346.65777587890625,154.82688903808594,337.130126953125,1.5876146487260052,1.5191492690151414,-1
70,2024-08-09T16:56:35.7185001+03:30,-13,-15,109,14,21,15,-20,99,-0.371335715,0.118989579,1.91154063,0.275797725,-0.279091418,2.48711085,-0.343480319,0.168782949,2.15354514,0.171937436,-0.0447677933,2.50823259,-0.260772854,0.22484,2.365657,0.0737415,0.217747927,2.46702886,0,0,0,0,0,0,0,0,0,0,0,0,221.1392517089844,346.54302978515625,154.63282775878906,337.156982421875,1.5866244098765527,1.5191559540637591,-1
71,2024-08-09T16:56:35.7502409+03:30,-13,-15,109,14,21,16,-20,99,-0.372908324,0.111074232,1.91612315,0.275772363,-0.279153138,2.48778749,-0.344540238,0.164525717,2.15527439,0.171931624,-0.0448738858,2.5083828,-0.2614115,0.2243372,2.36570859,0.0737467855,0.217692062,2.467098,0,0,0,0,0,0,0,0,0,0,0,0,221.1766662597656,346.30584716796875,154.49588012695312,337.0455017089844,1.586924274557494,1.5191617581936336,-1
72,2024-08-09T16:56:35.7867322+03:30,-13,-15,109,13,21,17,-20,99,-0.3745461,0.10210555,1.919968,0.27576834,-0.279209465,2.48857713,-0.3456192,0.160334229,2.15710425,0.171920821,-0.0449947864,2.508522,-0.262032837,0.223857924,2.36577082,0.0737113357,0.217595726,2.46711755,0,0,0,0,0,0,0,0,0,0,0,0,221.463623046875,346.5748596191406,154.51123046875,337.25408935546875,1.5871846247289658,1.5191667974873688,-1
73,2024-08-09T16:56:35.8198457+03:30,-12,-14,109,13,21,18,-20,99,-0.3762022,0.09244555,1.92312944,0.275753081,-0.279338777,2.48943329,-0.346749157,0.1561187,2.15907454,0.171899453,-0.045131024,2.508658,-0.262649745,0.223376155,2.36583376,0.07365001,0.21746777,2.467104,0,0,0,0,0,0,0,0,0,0,0,0,221.359115600586,346.8552551269531,154.552001953125,337.091552734375,1.5874106673946111,1.5191711727308437,-1
74,2024-08-09T16:56:35.8516210+03:30,-11,-14,109,13,21,19,-20,99,-0.3777886,0.0824891,1.9259572,0.275688261,-0.2795811,2.4901917,-0.347705781,0.151564464,2.16118741,0.171866417,-0.04527406,2.508797,-0.2632537,0.222896427,2.36590219,0.0735752955,0.2173302,2.46708822,0,0,0,0,0,0,0,0,0,0,0,0,221.30514526367188,346.4241638183594,154.7146453857422,337.0982666015625,1.5876069234078838,1.51917497142893,-1
75,2024-08-09T16:56:35.8887399+03:30,-10,-14,109,13,21,20,-20,99,-0.379251659,0.07228747,1.92858434,0.275571138,-0.280011952,2.49055266,-0.3485384,0.146866038,2.16334963,0.171810821,-0.04542488,2.50893831,-0.263837457,0.222423717,2.36598158,0.0735070854,0.217203528,2.46710277,0,0,0,0,0,0,0,0,0,0,0,0,221.31619262695312,346.60333251953125,154.52088928222656,337.079345703125,1.58777731788914,1.5191782695555918,-1
76,2024-08-09T16:56:35.9193507+03:30,-12,-14,109,13,21,22,-20,99,-0.380573034,0.06129447,1.93084919,0.275441438,-0.28062287,2.49064088,-0.349263281,0.141995609,2.16548944,0.171727836,-0.0456099249,2.50910616,-0.264399081,0.221927717,2.36606288,0.07342586,0.217037782,2.467097,0,0,0,0,0,0,0,0,0,0,0,0,221.32156372070312,346.59869384765625,154.67648315429688,337.0009765625,1.5879252587280657,1.519181133073363,-1
77,2024-08-09T16:56:35.9546931+03:30,-10,-15,109,13,22,23,-20,99,-0.38173607,0.0502365045,1.93350279,0.275313944,-0.28134042,2.490545,-0.349822342,0.137048542,2.16789,0.171636641,-0.0458396561,2.5092907,-0.264938474,0.221414328,2.36615038,0.07336337,0.216838062,2.46710467,0,0,0,0,0,0,0,0,0,0,0,0,221.37478637695312,346.7440795898437,154.13552856445312,336.9570617675781,1.588053704741478,1.5191836192526005,-1
78,2024-08-09T16:56:35.9867726+03:30,-9,-15,109,13,22,24,-20,99,-0.3827548,0.0394803025,1.93665719,0.2751726,-0.28209886,2.490329,-0.350285321,0.131904587,2.17026377,0.17154038,-0.0461046845,2.50948167,-0.265456468,0.220884174,2.36625147,0.07331497,0.216613188,2.46712,0,0,0,0,0,0,0,0,0,0,0,0,221.33984375,346.7277526855469,154.05331420898438,336.892822265625,1.5870056095236742,1.5191857778168885,-1
79,2024-08-09T16:56:36.0230547+03:30,-13,-14,108,13,21,26,-20,99,-0.383647561,0.0292448737,1.94039166,0.27499938,-0.282838523,2.490032,-0.350649029,0.126714349,2.172606,0.171435,-0.0463954173,2.50967956,-0.265960246,0.220334351,2.36637163,0.07327914,0.216376156,2.46715045,0,0,0,0,0,0,0,0,0,0,0,0,221.342514038086,346.3440246582031,154.60919189453125,336.85504150390625,1.5872552418224763,1.5191876519375138,-1
80,2024-08-09T16:56:36.0536615+03:30,-13,-14,108,13,21,27,-20,99,-0.3844742,0.01838137,1.94363439,0.274825454,-0.283594459,2.48967624,-0.350984126,0.121395804,2.174822,0.171323329,-0.046705924,2.50989223,-0.266455859,0.219764113,2.36651134,0.073255,0.21612969,2.46719265,0,0,0,0,0,0,0,0,0,0,0,0,221.37432861328125,346.52587890625,154.00765991210938,336.9493713378906,1.5874719789576743,1.519189279096889,-1
81,2024-08-09T16:56:36.0863617+03:30,-16,-14,107,13,21,29,-20,99,-0.385224372,0.00735105528,1.9464916,0.27462554,-0.2843319,2.48929882,-0.351301134,0.116095118,2.176915,0.171208844,-0.0470369123,2.510098,-0.266954154,0.21917814,2.36667824,0.07321766,0.215863243,2.46722484,0,0,0,0,0,0,0,0,0,0,0,0,221.29592895507807,346.45947265625,154.03684997558594,336.9161376953125,2.2417754414476643,1.519190691838202,-1
82,2024-08-09T16:56:36.1195937+03:30,-15,-14,107,14,21,30,-20,99,-0.385878235,-0.0035715655,1.94914412,0.274384469,-0.2850333,2.48895669,-0.351588964,0.110830106,2.178899,0.1710971,-0.04737728,2.51029634,-0.2674513,0.218564227,2.36686277,0.07317129,0.215589359,2.46725249,0,0,0,0,0,0,0,0,0,0,0,0,221.4541473388672,346.37225341796875,154.19760131835938,336.88067626953125,2.1557431269504788,1.5191919184162783,-1
83,2024-08-09T16:56:36.1514940+03:30,-14,-14,107,14,21,31,-20,99,-0.3864371,-0.0142885121,1.95174742,0.2741328,-0.285718024,2.48866,-0.3518428,0.105656534,2.18086386,0.170987353,-0.047713,2.510485,-0.267955184,0.2179322,2.367063,0.07310416,0.215317056,2.46727085,0,0,0,0,0,0,0,0,0,0,0,0,221.4393920898437,346.392822265625,154.2353973388672,336.75262451171875,2.081047675000242,1.5191929833626805,-1
84,2024-08-09T16:56:36.1875552+03:30,-14,-14,106,14,21,32,-20,99,-0.3869013,-0.0246756654,1.954471,0.273891419,-0.2863813,2.48841476,-0.3520472,0.100613944,2.18298841,0.170875922,-0.048040878,2.510667,-0.2684726,0.217299014,2.367283,0.0730240047,0.215054184,2.467286,0,0,0,0,0,0,0,0,0,0,0,0,221.2891998291016,346.9811096191406,154.00888061523438,336.97222900390625,2.0161951765552053,1.519193907976336,-1
85,2024-08-09T16:56:36.2180281+03:30,-18,-14,106,14,21,34,-20,99,-0.38726455,-0.03467145,1.95734692,0.273635745,-0.286941171,2.48820758,-0.352222025,0.0956695452,2.18521428,0.170757562,-0.0483653322,2.51084352,-0.2690571,0.216610387,2.367527,0.07290187,0.214780092,2.46727371,0,0,0,0,0,0,0,0,0,0,0,0,221.298080444336,346.9444274902344,154.06214904785156,337.02496337890625,1.9598885816446732,1.5191947107495185,-1
86,2024-08-09T16:56:36.2506691+03:30,-18,-14,106,14,21,35,-20,99,-0.387556762,-0.04429917,1.96036863,0.2733974,-0.287433118,2.4880507,-0.3523603,0.09074855,2.18764639,0.170629486,-0.04868675,2.5110352,-0.269693047,0.215884179,2.3677907,0.07276063,0.214504361,2.467257,0,0,0,0,0,0,0,0,0,0,0,0,221.39024353027344,346.9639892578125,153.50924682617188,337.0184326171875,2.5651170440231112,1.5191954077376908,-1
87,2024-08-09T16:56:36.2814630+03:30,-20,-13,106,14,20,36,-20,99,-0.3877996,-0.0535305627,1.963477,0.273094326,-0.28748548,2.488124,-0.352442622,0.0859520659,2.19036317,0.170467556,-0.0489914939,2.51124716,-0.27035448,0.215156689,2.36807656,0.0726452842,0.2142843,2.46731448,0,0,0,0,0,0,0,0,0,0,0,0,221.4208984375,346.8984375,153.52565002441406,336.9276733398437,2.436476561619776,1.5191960128806172,-1
88,2024-08-09T16:56:36.3164861+03:30,-20,-13,106,14,20,37,-20,99,-0.388010859,-0.0624330379,1.96664345,0.272646,-0.287201762,2.48843765,-0.3524777,0.0813263357,2.19327235,0.170284837,-0.04927491,2.51146984,-0.271048844,0.214437872,2.368388,0.07255593,0.214119509,2.46743965,0,0,0,0,0,0,0,0,0,0,0,0,221.2231292724609,346.6898193359375,153.51284790039062,337.0497741699219,2.3247876104517253,1.519196538281156,-1
89,2024-08-09T16:56:36.3507917+03:30,-21,-13,106,14,20,38,-20,99,-0.388210833,-0.07097397,1.969967,0.2720305,-0.286344171,2.4889555,-0.35242033,0.07686854,2.196394,0.17010352,-0.0495396145,2.511674,-0.271761358,0.213760123,2.3687427,0.0724850446,0.2139959,2.46760654,0,0,0,0,0,0,0,0,0,0,0,0,221.1693420410156,346.7334289550781,153.3704833984375,337.0472412109375,2.2278164114946004,1.5191969944473176,-1
90,2024-08-09T16:56:36.3834168+03:30,-27,-14,106,14,20,40,-20,99,-0.388406515,-0.07914775,1.973389,0.271289736,-0.285194218,2.48958039,-0.3523105,0.07230145,2.19946384,0.169923276,-0.04979299,2.51184964,-0.27248013,0.213130981,2.369133,0.07242975,0.213905886,2.467807,0,0,0,0,0,0,0,0,0,0,0,0,221.2055053710937,346.5977783203125,153.36085510253906,337.04693603515625,2.143623540768605,1.519197390502426,-1
91,2024-08-09T16:56:36.4183430+03:30,-28,-14,106,14,20,41,-20,99,-0.388578862,-0.0869472,1.977036,0.2707797,-0.284519881,2.49015,-0.352148443,0.06785882,2.20255232,0.169748873,-0.05004736,2.51202059,-0.273209721,0.2125259,2.36953735,0.07238797,0.2138245,2.46802759,0,0,0,0,0,0,0,0,0,0,0,0,221.3376007080078,346.78643798828125,153.36367797851562,337.01043701171875,2.0705251408587912,1.5191977343675824,-1
92,2024-08-09T16:56:36.4499110+03:30,-31,-13,106,14,19,42,-20,99,-0.3887757,-0.09443559,1.98080909,0.270325661,-0.2840221,2.49070168,-0.3519318,0.0636442,2.20565081,0.169585377,-0.05029939,2.5121634,-0.273927331,0.211949185,2.36994147,0.07235489,0.21375531,2.46826386,0,0,0,0,0,0,0,0,0,0,0,0,221.2095947265625,346.6781616210937,153.21676635742188,336.9208068847656,2.007059243766684,1.5191980329200907,-1
93,2024-08-09T16:56:36.4861258+03:30,-33,-13,106,14,19,43,-20,99,-0.388977438,-0.1015985,1.9847604,0.269994617,-0.2838278,2.49103355,-0.351669,0.059684325,2.20881629,0.169434175,-0.0505485572,2.51229453,-0.274626344,0.211399958,2.37033916,0.07232745,0.2136893,2.46850419,0,0,0,0,0,0,0,0,0,0,0,0,221.32394409179688,346.9486694335937,153.5043182373047,336.8213195800781,1.951956531550257,1.5191982921310008,-1
94,2024-08-09T16:56:36.5211933+03:30,-35,-13,106,14,19,44,-20,99,-0.389184237,-0.108450525,1.98896325,0.2697613,-0.283842683,2.49121046,-0.3514057,0.0555901155,2.21186543,0.169296488,-0.05079346,2.51241159,-0.275298327,0.210878909,2.370725,0.0723076463,0.21363005,2.46875072,0,0,0,0,0,0,0,0,0,0,0,0,221.1806640625,347.134033203125,153.427734375,336.7723999023437,1.9029553346397243,1.519198517184531,-1
95,2024-08-09T16:56:36.5502208+03:30,-36,-14,106,14,19,45,-20,99,-0.389350772,-0.115030065,1.993436,0.269571066,-0.2839101,2.491273,-0.351145267,0.05146092,2.21480131,0.169172481,-0.0510322973,2.512518,-0.275939822,0.21038954,2.37109613,0.07229352,0.213576689,2.468996,0,0,0,0,0,0,0,0,0,0,0,0,221.4868011474609,346.992431640625,154.071533203125,336.990966796875,1.8604112444221383,1.519198712581752,-1
96,2024-08-09T16:56:36.5867889+03:30,-44,-14,106,14,18,47,-20,99,-0.389494032,-0.12131501,1.99822938,0.2691651,-0.283473551,2.49154162,-0.350909233,0.04727755,2.217639,0.169058964,-0.05126263,2.5126164,-0.276546329,0.2099314,2.3714478,0.07227919,0.213530153,2.469238,0,0,0,0,0,0,0,0,0,0,0,0,221.22303771972656,347.1358642578125,154.24200439453125,337.0857238769531,1.823473379093095,1.5191988822306075,-1
97,2024-08-09T16:56:36.6176576+03:30,-45,-14,106,14,18,48,-20,99,-0.3896326,-0.127282038,2.00337029,0.2689224,-0.2833553,2.49166346,-0.350705832,0.04308665,2.22040725,0.1689522,-0.05149797,2.512688,-0.277128518,0.2094948,2.37177467,0.07226322,0.213481858,2.469472,0,0,0,0,0,0,0,0,0,0,0,0,221.0589294433593,346.9792785644531,153.8872833251953,336.9872131347656,1.7914029813459786,1.5191990295240756,-1
98,2024-08-09T16:56:36.6540075+03:30,-47,-14,106,14,18,49,-20,99,-0.389759868,-0.132958427,2.00891614,0.268686056,-0.283356965,2.49166369,-0.3505173,0.0389729664,2.22317624,0.168850735,-0.0517276041,2.51274037,-0.2776826,0.209091276,2.37208223,0.07224528,0.2134427,2.469703,0,0,0,0,0,0,0,0,0,0,0,0,221.4150390625,347.15704345703125,154.2015380859375,336.9717102050781,1.7647182585511576,1.519199157408025,-1
99,2024-08-09T16:56:36.6907926+03:30,-48,-14,106,14,18,50,-20,99,-0.3898912,-0.138387933,2.01476288,0.268463165,-0.283465326,2.4916,-0.350359976,0.0348756127,2.22589827,0.1687256,-0.05196469,2.512853,-0.278252453,0.208626941,2.37233639,0.07221352,0.213378534,2.46989965,0,0,0,0,0,0,0,0,0,0,0,0,221.12554931640625,346.6760559082031,153.86862182617188,336.84375,1.740390285602054,1.519199268440135,-1
100,2024-08-09T16:56:36.7222799+03:30,-52,-14,106,14,17,51,-20,99,-0.390051723,-0.14358893,2.02089429,0.268298,-0.283710271,2.49144459,-0.3502116,0.03080157,2.22858524,0.168580443,-0.05220044,2.51300836,-0.278816,0.208136141,2.37255287,0.0721719,0.21330671,2.47007561,0,0,0,0,0,0,0,0,0,0,0,0,221.50689697265625,347.008056640625,154.22509765625,336.99951171875,1.71926811836501,1.5191993648410476,-1
101,2024-08-09T16:56:36.7557571+03:30,-54,-14,106,14,17,52,-20,99,-0.390244454,-0.148609683,2.0271554,0.268169165,-0.284056723,2.49115229,-0.350069672,0.0268103182,2.23124051,0.16840893,-0.0523933955,2.51318622,-0.279364377,0.207677513,2.37277174,0.07211554,0.213280916,2.47025275,0,0,0,0,0,0,0,0,0,0,0,0,221.45974731445312,346.8662109375,154.08707427978516,337.0395202636719,1.700929313495278,1.5191994485387812,-1
102,2024-08-09T16:56:36.7860459+03:30,-55,-14,106,14,17,53,-20,99,-0.3904744,-0.1534574,2.03347635,0.267982781,-0.284124523,2.49094486,-0.349937052,0.0229447223,2.23385072,0.168220267,-0.05255918,2.51338434,-0.279880852,0.207271352,2.37300038,0.07205168,0.21328418,2.470426,0,0,0,0,0,0,0,0,0,0,0,0,221.41259765625,346.724365234375,153.9490509033203,337.0795288085937,1.6850070948954596,1.5191995212072904,-1
103,2024-08-09T16:56:36.8181215+03:30,-56,-14,106,14,17,54,-20,99,-0.390687943,-0.158069581,2.03990936,0.2678108,-0.2842402,2.490667,-0.34981823,0.0192358047,2.2364006,0.1680088,-0.05271754,2.51359725,-0.2803712,0.206844255,2.37320638,0.07198139,0.213297516,2.470585,0,0,0,0,0,0,0,0,0,0,0,0,221.45510864257807,346.9242248535156,154.0497817993164,336.9753112792969,1.672342633518887,1.5191995842999453,-1
104,2024-08-09T16:56:36.8542005+03:30,-61,-14,106,14,16,55,-20,99,-0.390890658,-0.162455529,2.0463028,0.267737031,-0.284436762,2.49047351,-0.349722028,0.0156751964,2.238914,0.167786911,-0.0528717935,2.51382613,-0.280847341,0.20641385,2.373399,0.07189742,0.21330671,2.47071552,0,0,0,0,0,0,0,0,0,0,0,0,221.49761962890625,347.12408447265625,154.1505126953125,336.87109375,1.660187409487364,1.5191996390785991,-1
105,2024-08-09T16:56:36.8862949+03:30,-62,-14,106,14,16,56,-20,99,-0.3910975,-0.166618258,2.052571,0.267496824,-0.284471661,2.49048758,-0.349637926,0.0122832954,2.24147058,0.1675545,-0.0529871881,2.51407146,-0.2813065,0.206034049,2.373605,0.071798116,0.213349253,2.47082973,0,0,0,0,0,0,0,0,0,0,0,0,221.30096435546875,347.1651611328125,154.42172241210938,337.00360107421875,1.6496339336455903,1.519199686638825,-1
106,2024-08-09T16:56:36.9187054+03:30,-63,-14,106,14,16,57,-20,99,-0.391197056,-0.170472041,2.0588944,0.267273337,-0.284572959,2.490583,-0.349570066,0.00911209,2.24406838,0.167321965,-0.05308094,2.514323,-0.2817433,0.205696836,2.37381434,0.07168056,0.213403314,2.47091985,0,0,0,0,0,0,0,0,0,0,0,0,221.44927978515625,345.8392944335937,154.51593017578125,337.0003356933594,1.64047113647673,1.5191997279318274,-1
107,2024-08-09T16:56:36.9526700+03:30,-62,-14,110,15,16,57,-19,99,-0.391205519,-0.174032837,2.06518865,0.267109782,-0.284599,2.490763,-0.349470764,0.006197991,2.24679065,0.167099208,-0.0531806834,2.51457834,-0.282150447,0.205403492,2.37402034,0.0715634748,0.213446,2.4709928,0,0,0,0,0,0,0,0,0,0,0,0,220.5117034912109,343.8546142578125,154.41549682617188,337.0197448730469,1.6336753773627362,1.5191997637834664,-1
108,2024-08-09T16:56:36.9811229+03:30,-63,-14,110,15,16,58,-19,99,-0.391163677,-0.177391335,2.07131577,0.266920626,-0.2845016,2.49094224,-0.349348843,0.00350478361,2.24958,0.166891277,-0.05328455,2.51483679,-0.282533765,0.2051648,2.37423086,0.07144988,0.213478923,2.47105217,0,0,0,0,0,0,0,0,0,0,0,0,220.59967041015625,346.16168212890625,154.3711700439453,337.0072631835937,1.6277751257959976,1.5191997949107747,-1
109,2024-08-09T16:56:37.0182803+03:30,-64,-14,110,15,16,59,-19,99,-0.391075,-0.180533,2.07725334,0.2666955,-0.284331858,2.49111032,-0.349211842,0.00101121888,2.25236464,0.166693047,-0.05338942,2.51509237,-0.282888353,0.204967946,2.37443733,0.0713382959,0.213508457,2.47110152,0,0,0,0,0,0,0,0,0,0,0,0,220.9674072265625,346.759033203125,154.13565063476562,337.03277587890625,1.6214927614198484,1.5191998219362983,-1
