FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z,is_grasped
168,2024-08-09T16:56:38.9876797+03:30,-81,-17,113,12,12,66,-19,100,-0.3814792,-0.213735789,2.12415552,0.256104141,-0.280338228,2.515437,-0.34385407,-0.0280420054,2.28722477,0.162994236,-0.06355936,2.52222562,-0.2914906,0.200585917,2.38882256,0.0657640547,0.210425183,2.475552,0,0,0,0,0,0,0,0,0,0,0,0,219.50210571289065,328.1717529296875,154.32803344726562,336.84820556640625,1.5738701289028367,1.5191999999573524,1
169,2024-08-09T16:56:39.0226063+03:30,-81,-18,113,12,12,66,-19,100,-0.381974667,-0.212251708,2.12216926,0.256198049,-0.280655921,2.514596,-0.3438154,-0.02601433,2.2872715,0.16302681,-0.0638177544,2.52227,-0.291368246,0.200699016,2.38980269,0.0659330338,0.210344151,2.47574186,0,0,0,0,0,0,0,0,0,0,0,0,219.96646118164065,326.3509826660156,154.34722900390625,336.82745361328125,1.5735314515319498,1.5191999999629724,1
170,2024-08-09T16:56:39.0558908+03:30,-81,-17,112,12,12,65,-19,100,-0.382476866,-0.210684463,2.12008548,0.256275922,-0.281201541,2.5136013,-0.343845934,-0.0241602436,2.28706932,0.163077518,-0.06407781,2.52228785,-0.291227341,0.20080331,2.3907783,0.0661241338,0.210268959,2.47594428,0,0,0,0,0,0,0,0,0,0,0,0,219.7365875244141,325.4821472167969,154.19601440429688,337.01666259765625,1.573237403191702,1.5191999999678516,1
171,2024-08-09T16:56:39.0889354+03:30,-81,-17,112,12,12,65,-19,100,-0.38298136,-0.209011182,2.117939,0.256379,-0.2819294,2.51239562,-0.343902647,-0.02246437,2.28671646,0.163166,-0.06435117,2.52225041,-0.291067839,0.200901866,2.39174533,0.06634515,0.210193217,2.476169,0,0,0,0,0,0,0,0,0,0,0,0,219.92214965820312,324.4540100097656,154.3657684326172,336.6348876953125,1.5717170680149275,1.519199999972088,1
172,2024-08-09T16:56:39.1188164+03:30,-81,-16,112,12,12,64,-19,99,-0.38349247,-0.207231283,2.11574268,0.256501883,-0.282868147,2.51098466,-0.3439385,-0.0207632165,2.28633952,0.163294464,-0.06463247,2.52215385,-0.290893018,0.201014921,2.392721,0.06664025,0.210147366,2.47646141,0,0,0,0,0,0,0,0,0,0,0,0,219.6712341308593,323.44635009765625,154.19813537597656,336.7260131835937,1.5703970741984514,1.5191999999757662,1
173,2024-08-09T16:56:39.1509930+03:30,-81,-17,111,12,12,64,-19,99,-0.383991957,-0.205365092,2.1134696,0.256660819,-0.283949465,2.50934434,-0.3439691,-0.01899772,2.285946,0.163460508,-0.06492625,2.52200484,-0.290698141,0.201130986,2.39368248,0.06698377,0.210109338,2.47678852,0,0,0,0,0,0,0,0,0,0,0,0,219.4398956298828,322.31817626953125,154.22720336914062,336.76043701171875,1.5692510218659443,1.5191999999789596,1
174,2024-08-09T16:56:39.1822565+03:30,-81,-16,111,13,12,63,-19,99,-0.3844893,-0.203401223,2.111033,0.25686276,-0.285091847,2.50754666,-0.344010532,-0.01723833,2.28549933,0.163657159,-0.06523371,2.52181888,-0.290494949,0.2012392,2.39461541,0.06735608,0.210063115,2.47712,0,0,0,0,0,0,0,0,0,0,0,0,219.2374267578125,322.2217712402344,154.06387329101562,336.6809997558594,1.5670963746454254,1.5191999999817325,1
175,2024-08-09T16:56:39.2138779+03:30,-81,-17,110,13,12,63,-19,99,-0.384973139,-0.201343536,2.1085186,0.257117778,-0.2862382,2.505643,-0.3440715,-0.0155489976,2.28496742,0.16388914,-0.06556356,2.52161026,-0.290288121,0.201336831,2.39551139,0.06774757,0.209985867,2.477429,0,0,0,0,0,0,0,0,0,0,0,0,219.21072387695312,320.7813720703125,154.03623962402344,336.802734375,1.5641714591675144,1.5191999999841397,1
176,2024-08-09T16:56:39.2513598+03:30,-79,-17,109,13,13,63,-19,99,-0.38545987,-0.199084669,2.10601187,0.2573913,-0.2872947,2.50371552,-0.344131559,-0.0139357895,2.28437114,0.1641538,-0.0659026951,2.52136827,-0.29008323,0.201433569,2.396379,0.0681465,0.209889978,2.47771621,0,0,0,0,0,0,0,0,0,0,0,0,218.94142150878903,319.49737548828125,154.0070343017578,337.0614929199219,1.5616319728729535,1.5191999999862296,1
177,2024-08-09T16:56:39.2824756+03:30,-78,-16,108,14,13,62,-19,99,-0.38593927,-0.196695879,2.10351825,0.2577198,-0.288224161,2.501732,-0.344198048,-0.0123506924,2.28365827,0.164443418,-0.0662445,2.52110648,-0.2898654,0.201527223,2.39721537,0.06854535,0.209777623,2.47797441,0,0,0,0,0,0,0,0,0,0,0,0,218.75770568847656,318.74200439453125,154.20553588867188,336.73272705078125,1.559427126035852,1.519199999988044,1
178,2024-08-09T16:56:39.3173342+03:30,-79,-17,108,14,13,62,-19,99,-0.3863953,-0.194145143,2.10102344,0.258054435,-0.288908422,2.49970984,-0.344251275,-0.01075988,2.282848,0.164752543,-0.06658501,2.52083349,-0.289604634,0.201626673,2.3980217,0.06895933,0.209661692,2.4782207,0,0,0,0,0,0,0,0,0,0,0,0,218.708740234375,317.1889343261719,154.1248016357422,336.8953857421875,1.5575128217194676,1.5191999999896195,1
179,2024-08-09T16:56:39.3522658+03:30,-79,-16,107,14,13,61,-19,99,-0.386819959,-0.191446781,2.098567,0.258470058,-0.2895547,2.49752927,-0.344312251,-0.009199638,2.28183961,0.165073454,-0.06691839,2.52055883,-0.289317161,0.201722,2.3987875,0.0693737939,0.2095424,2.47844887,0,0,0,0,0,0,0,0,0,0,0,0,218.73692321777344,316.05303955078125,154.39707946777344,336.7391357421875,1.5558507738374725,1.519199999990987,1
180,2024-08-09T16:56:39.3824703+03:30,-78,-16,107,15,13,60,-19,99,-0.387194216,-0.18859151,2.096113,0.258933276,-0.290160239,2.495246,-0.344369829,-0.007637943,2.28068614,0.1654023,-0.06723164,2.520283,-0.2890037,0.201831028,2.3995266,0.06981451,0.2094508,2.47869563,0,0,0,0,0,0,0,0,0,0,0,0,218.96881103515625,315.00732421875,154.39254760742188,336.8460693359375,1.5544077414322264,1.519199999992175,1
181,2024-08-09T16:56:39.4195893+03:30,-79,-16,107,14,13,60,-19,98,-0.3875023,-0.185735032,2.09331083,0.2594026,-0.290579736,2.49359083,-0.3444489,-0.006063109,2.27926683,0.165734574,-0.06752861,2.52001071,-0.288675159,0.201938078,2.40022326,0.07026162,0.2093738,2.47894478,0,0,0,0,0,0,0,0,0,0,0,0,219.15542602539065,314.1058349609375,154.34945678710938,337.0167236328125,1.5519952485302944,1.5191999999932062,1
182,2024-08-09T16:56:39.4504462+03:30,-79,-16,107,15,13,59,-19,98,-0.387738883,-0.182765648,2.09028459,0.259946018,-0.290872,2.49226046,-0.344507754,-0.004463561,2.27762127,0.166061178,-0.0678079352,2.51974821,-0.2883404,0.202042937,2.400872,0.07070109,0.20930852,2.47918844,0,0,0,0,0,0,0,0,0,0,0,0,219.42825317382807,312.5972595214844,154.6217041015625,337.0824279785156,1.5487410452736377,1.5191999999941015,1
183,2024-08-09T16:56:39.4872204+03:30,-78,-15,107,15,13,58,-19,98,-0.387957364,-0.179511651,2.08713746,0.260559261,-0.291120023,2.49113727,-0.3445291,-0.002833871,2.275823,0.1663776,-0.06806599,2.51949787,-0.288001716,0.202139512,2.40146613,0.07112195,0.209253982,2.479417,0,0,0,0,0,0,0,0,0,0,0,0,219.74923706054688,310.660400390625,154.42669677734375,336.894775390625,1.5459156629224535,1.5191999999948789,1
184,2024-08-09T16:56:39.5181903+03:30,-79,-15,107,15,13,58,-19,98,-0.3881799,-0.175893083,2.08386326,0.261071,-0.2910968,2.4898622,-0.344691962,-0.00105553819,2.27351117,0.166697249,-0.06830222,2.51923466,-0.287651956,0.202251554,2.40202,0.07152003,0.209210381,2.479629,0,0,0,0,0,0,0,0,0,0,0,0,219.53553771972656,308.7652587890625,154.17218017578125,336.967041015625,1.542408398079418,1.5191999999955537,1
185,2024-08-09T16:56:39.5526213+03:30,-78,-15,107,15,13,57,-19,98,-0.388357759,-0.171845183,2.080544,0.261468053,-0.290601641,2.48837471,-0.344955325,0.0008736226,2.270838,0.16702953,-0.0685181543,2.5189445,-0.287253976,0.202383623,2.40251517,0.07190167,0.209178865,2.47982764,0,0,0,0,0,0,0,0,0,0,0,0,219.87042236328125,306.8262939453125,154.49154663085938,337.1762084960937,1.5382036858726402,1.5191999999961396,1
186,2024-08-09T16:56:39.5870678+03:30,-74,-15,107,16,14,56,-19,98,-0.3885321,-0.167480439,2.076946,0.261847347,-0.290019453,2.48680687,-0.3454876,0.00307123945,2.26754475,0.16735895,-0.06870977,2.518644,-0.2867985,0.202558577,2.40296721,0.07228364,0.209177762,2.48004222,0,0,0,0,0,0,0,0,0,0,0,0,220.16458129882807,305.0957336425781,154.08859252929688,337.0751342773437,1.534553047383315,1.5202541957469489,1
187,2024-08-09T16:56:39.6184336+03:30,-73,-14,107,16,14,55,-19,98,-0.388526857,-0.163153619,2.07242751,0.262250155,-0.2893934,2.48528123,-0.346091151,0.00547928223,2.26396036,0.167679,-0.06888103,2.51834536,-0.286293656,0.2027769,2.40338445,0.07265851,0.209199026,2.480265,0,0,0,0,0,0,0,0,0,0,0,0,220.8109741210937,302.4720458984375,154.54641723632812,336.9879150390625,1.5313834698416564,1.5211694754126972,1
188,2024-08-09T16:56:39.6550666+03:30,-71,-14,107,16,14,54,-19,98,-0.3884115,-0.158930525,2.067086,0.2627054,-0.288950235,2.483651,-0.346710622,0.008124783,2.26016188,0.1679879,-0.06903845,2.518056,-0.2857377,0.203008473,2.40374517,0.07301492,0.209228918,2.48048234,0,0,0,0,0,0,0,0,0,0,0,0,220.7342529296875,300.2986145019531,154.54629516601562,336.93572998046875,1.528631561696831,1.5219641445866994,1
189,2024-08-09T16:56:39.6865336+03:30,-68,-12,108,17,14,52,-19,98,-0.388194948,-0.154731318,2.06098771,0.2632681,-0.288466424,2.48253727,-0.347321361,0.0110468082,2.25617862,0.168280765,-0.06918395,2.5177846,-0.285150141,0.203256667,2.40406251,0.07334877,0.209263042,2.48069024,0,0,0,0,0,0,0,0,0,0,0,0,221.45944213867188,297.9739990234375,154.49578857421875,337.02667236328125,1.5262422847859416,1.5226540966524356,1
190,2024-08-09T16:56:39.7242098+03:30,-62,-13,108,16,15,51,-19,97,-0.387751132,-0.149643376,2.055434,0.263929874,-0.2883431,2.48139024,-0.347883,0.0140759991,2.25217533,0.168556526,-0.06932142,2.51753521,-0.2845479,0.203520641,2.404347,0.07365959,0.209296465,2.48088622,0,0,0,0,0,0,0,0,0,0,0,0,221.54196166992188,295.42193603515625,154.40318298339844,336.9715576171875,1.5220594620701702,1.5232531306512205,1
191,2024-08-09T16:56:39.7536965+03:30,-60,-12,109,16,15,50,-19,97,-0.387228042,-0.144116163,2.05016732,0.264611274,-0.288479358,2.480203,-0.348356962,0.0171386246,2.24827647,0.168814361,-0.06945182,2.51731181,-0.2839344,0.203792945,2.40459013,0.0739464462,0.209327,2.48106885,0,0,0,0,0,0,0,0,0,0,0,0,221.65481567382807,292.5166015625,154.33819580078125,336.97576904296875,1.5173736328455014,1.5237732272630298,1
192,2024-08-09T16:56:39.7879261+03:30,-59,-12,109,16,15,49,-19,97,-0.38669306,-0.138207108,2.04530478,0.265100718,-0.288300037,2.479481,-0.348627746,0.0204396918,2.24475336,0.169050768,-0.06956034,2.51710916,-0.283315957,0.20408453,2.40479922,0.074221015,0.209382057,2.4812746,0,0,0,0,0,0,0,0,0,0,0,0,221.70144653320312,290.370361328125,154.40025329589844,337.10546875,1.5133052762777428,1.5242247884200997,1
193,2024-08-09T16:56:39.8225157+03:30,-58,-12,109,16,15,48,-19,97,-0.386451781,-0.131474391,2.0412662,0.2655251,-0.288158029,2.47901273,-0.3486881,0.023980381,2.24174547,0.1692707,-0.069660224,2.51693845,-0.282700956,0.204384044,2.40497136,0.07444948,0.209419757,2.48144341,0,0,0,0,0,0,0,0,0,0,0,0,222.96945190429688,288.62762451171875,154.11029052734375,336.9461669921875,1.509773025235539,1.5246168453455715,1
194,2024-08-09T16:56:39.8582665+03:30,-57,-12,109,16,15,47,-19,97,-0.386369556,-0.124324612,2.037871,0.2658727,-0.288165331,2.47837281,-0.348623574,0.0276337024,2.23916459,0.169472024,-0.06974612,2.516793,-0.282095045,0.2047113,2.40512633,0.0746402442,0.209453225,2.48159361,0,0,0,0,0,0,0,0,0,0,0,0,223.4887084960937,286.7470397949219,154.44602966308594,336.8885498046875,1.5056520389477452,1.5249572391779551,1
195,2024-08-09T16:56:39.8905744+03:30,-53,-12,109,17,16,46,-19,97,-0.386336148,-0.117196143,2.03461957,0.2661652,-0.288358331,2.47742224,-0.348827153,0.0313704,2.23652482,0.1696574,-0.0698250756,2.51667142,-0.28150174,0.205063358,2.405273,0.07482471,0.209494829,2.48176837,0,0,0,0,0,0,0,0,0,0,0,0,224.54156494140625,284.8115234375,154.60513305664062,337.06707763671875,1.5020740934389063,1.5252527777938976,1
196,2024-08-09T16:56:39.9226313+03:30,-51,-12,108,17,16,45,-19,97,-0.386308551,-0.110217065,2.0314734,0.2664564,-0.288710237,2.47631454,-0.34931767,0.03513204,2.23385048,0.169838145,-0.06990925,2.5165813,-0.2809242,0.2054339,2.40541482,0.07500694,0.209528163,2.48196387,0,0,0,0,0,0,0,0,0,0,0,0,224.77032470703125,281.88397216796875,154.31167602539062,336.9854736328125,1.498967629798846,1.525509371965718,1
197,2024-08-09T16:56:39.9542759+03:30,-50,-12,108,17,16,44,-19,97,-0.3862371,-0.103308171,2.0283494,0.266680062,-0.288513064,2.475811,-0.35003978,0.0388400778,2.23120642,0.170002624,-0.06998312,2.51652527,-0.280382127,0.205835685,2.40557814,0.0751933455,0.209581524,2.482214,0,0,0,0,0,0,0,0,0,0,0,0,225.0251007080078,280.17974853515625,154.35731506347656,336.98248291015625,1.4962705187547622,1.5257321535768529,1
198,2024-08-09T16:56:39.9875359+03:30,-48,-11,109,17,16,43,-19,97,-0.386530429,-0.096448034,2.02524114,0.266783983,-0.28813985,2.47565722,-0.350969434,0.0424649529,2.228596,0.170152545,-0.07004353,2.516517,-0.2798812,0.206260145,2.40576339,0.07538179,0.209651515,2.48250341,0,0,0,0,0,0,0,0,0,0,0,0,226.07940673828125,278.54010009765625,154.85269165039062,336.9996032714844,1.4939288180857735,1.525925578259525,1
199,2024-08-09T16:56:40.0223544+03:30,-44,-12,109,17,17,42,-19,97,-0.387300581,-0.0893013,2.02209,0.266728,-0.28786245,2.47584152,-0.352090925,0.0460066646,2.22610784,0.170294032,-0.07010289,2.51657534,-0.279434651,0.20669274,2.40597,0.0755578056,0.209709436,2.48280287,0,0,0,0,0,0,0,0,0,0,0,0,226.5179138183593,276.0278625488281,154.41162109375,337.09820556640625,1.4918956937785006,1.5260935145073873,1
200,2024-08-09T16:56:40.0547438+03:30,-43,-12,108,17,17,41,-19,97,-0.388262957,-0.08215464,2.019021,0.266624421,-0.287792951,2.47620368,-0.3533771,0.0494860262,2.22378731,0.1704357,-0.07016114,2.51669455,-0.279044837,0.2071205,2.40619183,0.07573752,0.20976609,2.483146,0,0,0,0,0,0,0,0,0,0,0,0,226.6176605224609,274.2084350585937,154.7512969970703,337.0135498046875,1.4911846790970982,1.5262393210453975,1
201,2024-08-09T16:56:40.0864581+03:30,-40,-13,108,17,18,40,-19,97,-0.389267474,-0.0750834048,2.016104,0.266489744,-0.287864953,2.47665238,-0.3547797,0.05288378,2.221696,0.170575768,-0.0702105761,2.51686168,-0.278713167,0.207536846,2.406429,0.07591534,0.209829718,2.48352981,0,0,0,0,0,0,0,0,0,0,0,0,226.37510681152344,271.4200439453125,154.62664794921875,337.08673095703125,1.4895131622473372,1.5263659140043155,1
202,2024-08-09T16:56:40.1178378+03:30,-38,-13,108,17,18,39,-19,97,-0.389434576,-0.0684502944,2.0124197,0.2663112,-0.287919074,2.47723126,-0.356293827,0.05625347,2.22000861,0.170729622,-0.07024386,2.51712227,-0.2784223,0.207940444,2.40668178,0.076103054,0.209898,2.48395824,0,0,0,0,0,0,0,0,0,0,0,0,226.51519775390625,269.1332397460937,154.83949279785156,336.8597412109375,1.4891161043928236,1.52647582524332,1
203,2024-08-09T16:56:40.1525097+03:30,-37,-13,108,17,18,38,-19,97,-0.389276177,-0.0616309345,2.00926614,0.266015261,-0.287723541,2.477946,-0.3578931,0.0595785938,2.2185812,0.170889542,-0.07026876,2.51744819,-0.278163642,0.208331227,2.40694928,0.07629956,0.209967956,2.48441744,0,0,0,0,0,0,0,0,0,0,0,0,227.5135498046875,267.34002685546875,155.0628662109375,337.0069580078125,1.4887713686261663,1.5265712529871909,1
204,2024-08-09T16:56:40.1876228+03:30,-33,-14,108,17,19,37,-19,97,-0.388742268,-0.0555608571,2.00504518,0.265666544,-0.287360966,2.47873878,-0.359728,0.0629804656,2.217298,0.171052024,-0.0702968,2.51780915,-0.277949452,0.208729461,2.407255,0.0764905959,0.210025921,2.48488426,0,0,0,0,0,0,0,0,0,0,0,0,228.6859741210937,265.44488525390625,154.75315856933594,337.0135498046875,1.4884720602320325,1.5266541057908056,1
205,2024-08-09T16:56:40.2183467+03:30,-34,-15,108,16,19,37,-19,97,-0.387833327,-0.05019053,1.999973,0.265321642,-0.287093639,2.4795,-0.361776859,0.06647826,2.21602654,0.17122218,-0.07032775,2.518185,-0.277770936,0.209152639,2.40762329,0.07668612,0.210080162,2.48536777,0,0,0,0,0,0,0,0,0,0,0,0,228.97039794921875,263.94268798828125,154.88937377929688,337.0158996582031,1.4882121930425394,1.5267260407102363,1
206,2024-08-09T16:56:40.2592148+03:30,-30,-17,107,16,20,36,-19,97,-0.386584461,-0.045432318,1.99432254,0.265002131,-0.286976784,2.48022985,-0.36394,0.06996915,2.214783,0.171398148,-0.07035727,2.51857781,-0.2776252,0.209581032,2.408033,0.07687971,0.210131884,2.48586178,0,0,0,0,0,0,0,0,0,0,0,0,230.20556640625,262.2110290527344,154.82923889160156,337.0175476074219,1.487986569713897,1.5267884964438718,1
207,2024-08-09T16:56:40.2892135+03:30,-27,-18,110,17,20,35,-18,97,-0.3850547,-0.0411791541,1.98845887,0.264692575,-0.287018657,2.48097444,-0.366212636,0.07341626,2.21358085,0.171566963,-0.0703929961,2.518985,-0.2775235,0.210011467,2.408492,0.0770694762,0.210177124,2.486361,0,0,0,0,0,0,0,0,0,0,0,0,230.41946411132807,260.23211669921875,154.8314971923828,337.0692749023437,1.4877906777795324,1.5268427221063847,1
208,2024-08-09T16:56:40.3248336+03:30,-27,-20,110,17,21,35,-18,97,-0.383663833,-0.03691085,1.984188,0.264388174,-0.2872068,2.48167229,-0.369132757,0.07617385,2.21431422,0.17173408,-0.0704431161,2.519388,-0.277462244,0.210432425,2.40898156,0.0772535056,0.210201427,2.48685431,0,0,0,0,0,0,0,0,0,0,0,0,231.514892578125,258.4718017578125,155.04100036621094,336.96612548828125,1.486566403650458,1.526889802211025,1
209,2024-08-09T16:56:40.3556299+03:30,-24,-21,110,16,22,34,-18,97,-0.382171363,-0.03276943,1.98010421,0.264092982,-0.287496,2.48232,-0.37188524,0.07951595,2.2149806,0.171899959,-0.07051018,2.51977873,-0.2774435,0.210832268,2.4094913,0.0774265751,0.210199445,2.48732543,0,0,0,0,0,0,0,0,0,0,0,0,232.7001037597656,258.1299133300781,154.76943969726562,337.03857421875,1.4855034575943926,1.5269306783598866,1
210,2024-08-09T16:56:40.3867845+03:30,-23,-23,109,16,23,34,-18,97,-0.3807949,-0.0285743941,1.976936,0.263734967,-0.287561864,2.48288512,-0.375078917,0.0827502,2.21643829,0.172062188,-0.0705912858,2.52015114,-0.27745685,0.211212635,2.410016,0.077590555,0.210176662,2.48778963,0,0,0,0,0,0,0,0,0,0,0,0,232.834228515625,256.9810791015625,154.8705596923828,336.9462280273437,1.4856347764405158,1.5269661680759454,1
211,2024-08-09T16:56:40.4236371+03:30,-21,-25,109,16,24,33,-18,97,-0.379309624,-0.0245800465,1.97373378,0.263269454,-0.287373751,2.48366284,-0.377864242,0.08617079,2.21755815,0.172208339,-0.0706588,2.52050781,-0.2774859,0.21159409,2.410575,0.0777495,0.21017307,2.48827434,0,0,0,0,0,0,0,0,0,0,0,0,233.0450439453125,256.0609436035156,154.82420349121094,336.92437744140625,1.4857487908154492,1.5269969811535231,1
212,2024-08-09T16:56:40.4610171+03:30,-21,-26,109,16,24,33,-18,97,-0.3780593,-0.02057919,1.97166491,0.262748241,-0.287028879,2.48458862,-0.381071448,0.0890633,2.2196846,0.172342911,-0.07072322,2.52084684,-0.277520418,0.2119751,2.411161,0.07791274,0.210179508,2.48879242,0,0,0,0,0,0,0,0,0,0,0,0,233.23126220703125,255.57839965820312,154.48458862304688,337.123291015625,1.4858477810066917,1.5270237338541717,1
213,2024-08-09T16:56:40.4903449+03:30,-21,-28,109,15,25,33,-18,96,-0.3769944,-0.0166749042,1.97039557,0.262208939,-0.286758661,2.48542929,-0.384463847,0.0915323,2.22241783,0.17246148,-0.0707866,2.52116966,-0.2775583,0.212346643,2.4117558,0.07806965,0.210184857,2.4893167,0,0,0,0,0,0,0,0,0,0,0,0,232.9324645996093,255.07066345214844,154.53756713867188,336.93603515625,1.485933726818068,1.5270469612319033,1
214,2024-08-09T16:56:40.5233633+03:30,-19,-30,109,15,26,32,-18,96,-0.375793248,-0.0130838268,1.968782,0.2616526,-0.286532879,2.48617721,-0.3871267,0.09409673,2.22447085,0.172569528,-0.07085466,2.52147675,-0.2775969,0.212706327,2.41235876,0.07821978,0.2101842,2.48984718,0,0,0,0,0,0,0,0,0,0,0,0,233.1078491210937,255.23696899414065,154.75247192382812,336.88775634765625,1.4870625429161064,1.5270671278342731,1
215,2024-08-09T16:56:40.5554993+03:30,-19,-32,108,15,27,32,-18,96,-0.374797255,-0.009631598,1.96797645,0.261113644,-0.2864512,2.48691,-0.3899566,0.09602828,2.22717977,0.172670931,-0.0709360838,2.52176714,-0.2776354,0.213048622,2.41295886,0.0783332661,0.2101475,2.4903388,0,0,0,0,0,0,0,0,0,0,0,0,232.75784301757807,254.737060546875,154.79440307617188,336.9533996582031,1.4869884141221663,1.5270846369933284,1
216,2024-08-09T16:56:40.5879245+03:30,-19,-33,108,15,28,32,-18,96,-0.3737272,-0.006459415,1.96689939,0.26061523,-0.2865225,2.48760843,-0.392204434,0.0979443,2.22933245,0.172767416,-0.07103762,2.52203941,-0.277677059,0.2133901,2.41358137,0.07842667,0.210077047,2.49080062,0,0,0,0,0,0,0,0,0,0,0,0,232.5801696777344,254.73538208007807,154.94219970703125,336.97198486328125,1.4869240536106696,1.5270998388922503,1
217,2024-08-09T16:56:40.6225231+03:30,-19,-35,108,15,29,32,-18,96,-0.372864634,-0.00343255163,1.96656144,0.260117769,-0.286526263,2.488164,-0.394571215,0.09927199,2.23207831,0.1728548,-0.07113175,2.52229428,-0.277716458,0.2137329,2.41422415,0.07853564,0.210030109,2.49133182,0,0,0,0,0,0,0,0,0,0,0,0,232.31622314453125,254.6636962890625,154.5675048828125,337.1165771484375,1.486868174171386,1.5271130375690172,1
218,2024-08-09T16:56:40.6552341+03:30,-20,-36,107,15,29,32,-18,96,-0.371887326,-0.0006770471,1.96566284,0.259632051,-0.2865204,2.48862123,-0.396233857,0.101049758,2.23386049,0.172937632,-0.0712281838,2.522541,-0.277751148,0.2140667,2.41487432,0.07865692,0.209989324,2.4918952,0,0,0,0,0,0,0,0,0,0,0,0,231.35565185546875,254.0916290283203,154.59153747558594,336.87518310546875,1.4868196582155304,1.5271244969971645,1
219,2024-08-09T16:56:40.6876705+03:30,-20,-37,107,14,30,32,-18,96,-0.371078968,0.00193927193,1.96526134,0.259162277,-0.286528081,2.48901439,-0.397966355,0.102267057,2.23603535,0.173014134,-0.07132549,2.5227735,-0.27777794,0.214382574,2.415516,0.07877849,0.209948629,2.49247,0,0,0,0,0,0,0,0,0,0,0,0,231.34783935546875,253.73605346679688,154.9332275390625,336.9039611816406,1.4867775354239854,1.527134446365255,1
220,2024-08-09T16:56:40.7186790+03:30,-20,-38,106,14,30,32,-18,96,-0.370131433,0.004144069,1.9638629,0.258687139,-0.286572278,2.489509,-0.3992041,0.103854962,2.236784,0.1730871,-0.07142455,2.522994,-0.277795553,0.214675,2.41614866,0.07889481,0.209904209,2.493036,0,0,0,0,0,0,0,0,0,0,0,0,231.0360870361328,253.5564880371093,154.5467529296875,336.67926025390625,1.48674096334092,1.5271430846606506,1
221,2024-08-09T16:56:40.7535639+03:30,-20,-38,106,14,30,32,-18,96,-0.369398922,0.00626924634,1.96324539,0.258213282,-0.286465019,2.49017763,-0.400546938,0.104751691,2.23830438,0.173161879,-0.07153436,2.523207,-0.2778038,0.214941874,2.41676712,0.07900609,0.209841177,2.493586,0,0,0,0,0,0,0,0,0,0,0,0,230.7919769287109,253.4379425048828,154.88623046875,336.96240234375,1.4867092105246729,1.5271505846492592,1
222,2024-08-09T16:56:40.7869817+03:30,-18,-39,106,14,31,31,-18,96,-0.3685937,0.008126593,1.96198976,0.257805,-0.2862504,2.49105549,-0.4014746,0.106077179,2.23883,0.173239186,-0.07165228,2.52341986,-0.277804881,0.215182558,2.41737533,0.0791098252,0.209760725,2.49410844,0,0,0,0,0,0,0,0,0,0,0,0,230.7283630371093,253.90460205078125,154.89332580566406,336.79986572265625,1.48773583766922,1.527157096330853,1
223,2024-08-09T16:56:40.8190082+03:30,-19,-39,106,14,31,31,-18,96,-0.3680429,0.009952531,1.9616555,0.257484257,-0.285927653,2.49164987,-0.402658165,0.106801987,2.24027252,0.173318177,-0.07177599,2.52366376,-0.27779758,0.215408176,2.41798782,0.07920092,0.2096522,2.494583,0,0,0,0,0,0,0,0,0,0,0,0,230.28692626953125,253.7880401611328,154.8513641357422,336.9839782714844,1.4886271815671517,1.527162749939064,1
224,2024-08-09T16:56:40.8555901+03:30,-19,-40,105,14,31,31,-18,96,-0.367517948,0.011566041,1.96082163,0.257241517,-0.286026,2.49204183,-0.403438777,0.107962981,2.24092317,0.173389971,-0.07190949,2.52391982,-0.277782649,0.21561648,2.418597,0.07927566,0.209518984,2.495008,0,0,0,0,0,0,0,0,0,0,0,0,229.02008056640625,253.85313415527344,154.49847412109375,336.9354248046875,1.489401069096426,1.527167658546056,1
225,2024-08-09T16:56:40.8897129+03:30,-19,-41,105,14,32,31,-18,96,-0.367300928,0.0131482938,1.96089184,0.2570582,-0.286404163,2.49233866,-0.40451625,0.108497731,2.242512,0.173459709,-0.07204257,2.52418017,-0.277759045,0.21581,2.41920018,0.07933989,0.209372044,2.495391,0,0,0,0,0,0,0,0,0,0,0,0,228.58413696289065,253.69219970703125,154.67562866210938,336.9501037597656,1.4890187822573282,1.527171920323969,1
226,2024-08-09T16:56:40.9264493+03:30,-19,-41,105,14,32,31,-18,96,-0.3670832,0.0144604035,1.96024251,0.257012129,-0.287142664,2.4923985,-0.4051598,0.1094106,2.24311757,0.1735303,-0.07217093,2.52446175,-0.277721882,0.215983525,2.41979551,0.07939304,0.209214747,2.49573445,0,0,0,0,0,0,0,0,0,0,0,0,228.029052734375,254.4000701904297,154.45355224609375,336.9781494140625,1.4886868710633772,1.527175620508362,1
