FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y
12,2024-08-09T16:54:27.4745023+03:30,-23,-6,61,7,10,1,-9,4,-0.3522689,0.2470786,1.91806746,0.04487646,0.242707342,1.93617165,-0.3341658,0.241782054,2.147832,0.0211802367,0.235236242,2.169336,-0.292681634,0.247820675,2.387692,-0.0167768,0.253059149,2.39860153,0,0,0,0,0,0,0,0,0,0,0,0,178.42079162597656,346.54052734375,277.1145324707031,337.6456298828125
13,2024-08-09T16:54:27.5100788+03:30,-31,-6,65,7,10,2,-9,5,-0.353230655,0.246305376,1.91736364,0.04513293,0.242162988,1.93613744,-0.335235059,0.241061881,2.14756131,0.02115124,0.235143214,2.169292,-0.293337822,0.247556835,2.387325,-0.0167491715,0.253210664,2.398542,0,0,0,0,0,0,0,0,0,0,0,0,178.36605834960938,346.2642822265625,277.1921081542969,337.5210876464844
14,2024-08-09T16:54:27.5425424+03:30,-31,-6,62,6,10,2,-9,4,-0.354296863,0.245497257,1.91671312,0.0453015231,0.241670936,1.936609,-0.336378783,0.240279257,2.14729714,0.0208662059,0.235428363,2.16972733,-0.2940285,0.247274935,2.386953,-0.0167121217,0.253371924,2.398483,0,0,0,0,0,0,0,0,0,0,0,0,178.33999633789062,346.27838134765625,277.10333251953125,337.5740966796875
15,2024-08-09T16:54:27.5763697+03:30,-31,-6,66,7,10,2,-9,5,-0.355470181,0.24468182,1.91613185,0.0455684252,0.241090655,1.93663538,-0.3376056,0.239443168,2.14706,0.02087845,0.235295847,2.16974115,-0.294737279,0.246983126,2.38659048,-0.0166644212,0.253540874,2.398421,0,0,0,0,0,0,0,0,0,0,0,0,178.48382568359375,346.300537109375,277.1254272460937,337.60797119140625
16,2024-08-09T16:54:27.6049357+03:30,-31,-6,66,7,10,2,-9,5,-0.356715262,0.243864879,1.915631,0.0457371436,0.2405804,1.9371264,-0.338905275,0.238567427,2.146868,0.0206412189,0.235542119,2.17019558,-0.295455247,0.246693432,2.38625479,-0.0166176464,0.253735721,2.398373,0,0,0,0,0,0,0,0,0,0,0,0,178.3477325439453,346.4540405273437,277.2307434082031,337.48809814453125
17,2024-08-09T16:54:27.6407896+03:30,-31,-7,66,7,10,2,-9,5,-0.357983083,0.24299024,1.91522777,0.0458449125,0.240120545,1.93789828,-0.340288848,0.237657711,2.14674783,0.0202591587,0.236017719,2.17091632,-0.296188,0.246431366,2.38596845,-0.01656831,0.253942728,2.39833379,0,0,0,0,0,0,0,0,0,0,0,0,178.43731689453125,346.588134765625,277.0599060058594,337.5758056640625
18,2024-08-09T16:54:27.6742254+03:30,-26,-7,61,5,11,2,-9,4,-0.359244972,0.242095962,1.91492963,0.04591712,0.239702553,1.93883359,-0.3417291,0.236735716,2.14670944,0.019799361,0.236634478,2.17179155,-0.2969401,0.246201783,2.385749,-0.01651683,0.254168659,2.39830518,0,0,0,0,0,0,0,0,0,0,0,0,178.4674530029297,346.357666015625,277.07110595703125,337.5411376953125
19,2024-08-09T16:54:27.7095516+03:30,-26,-7,61,5,11,2,-9,4,-0.36051026,0.241212785,1.91473174,0.045967143,0.23932077,1.93985331,-0.343198955,0.235827938,2.14674854,0.019305123,0.237328485,2.17274666,-0.297727,0.246018186,2.38560367,-0.0164627843,0.254409343,2.398288,0,0,0,0,0,0,0,0,0,0,0,0,178.463623046875,346.2421875,277.4063720703125,337.4769287109375
20,2024-08-09T16:54:27.7413375+03:30,-33,-8,61,5,11,3,-9,4,-0.361535937,0.240605667,1.91456044,0.0460063,0.238972187,1.94088745,-0.3444551,0.2351529,2.14679217,0.01880997,0.238059521,2.17371464,-0.29852438,0.245882913,2.38552451,-0.0163998157,0.2546653,2.39826632,0,0,0,0,0,0,0,0,0,0,0,0,178.60049438476562,346.369873046875,277.1741943359375,337.65435791015625
21,2024-08-09T16:54:27.7765631+03:30,-33,-8,61,5,11,3,-9,4,-0.3624171,0.240148813,1.91442716,0.0460357778,0.238646314,1.94190073,-0.345570982,0.234635,2.14685416,0.01832783,0.238791645,2.17466259,-0.299325466,0.245792434,2.385503,-0.0163330566,0.254924238,2.39823914,0,0,0,0,0,0,0,0,0,0,0,0,178.62283325195312,346.25738525390625,277.0628662109375,337.5653686523437
22,2024-08-09T16:54:27.8093595+03:30,-32,-8,61,4,11,3,-9,4,-0.363186926,0.239763767,1.91434073,0.04605387,0.238348171,1.9428848,-0.346621722,0.2342123,2.14694834,0.017861167,0.23952052,2.17558265,-0.300137043,0.245740935,2.38553381,-0.0162742138,0.255203933,2.39821887,0,0,0,0,0,0,0,0,0,0,0,0,178.5356903076172,346.0590515136719,276.8501892089844,337.5644226074219
23,2024-08-09T16:54:27.8405935+03:30,-32,-8,61,4,11,3,-9,4,-0.3637732,0.239351675,1.91430235,0.04620297,0.237938076,1.943097,-0.347663343,0.233827785,2.147083,0.0177216846,0.239566118,2.17576241,-0.300951362,0.245718122,2.3856082,-0.0161968675,0.25545153,2.39817667,0,0,0,0,0,0,0,0,0,0,0,0,178.40086364746094,346.237548828125,277.1582336425781,337.54132080078125
24,2024-08-09T16:54:27.8736728+03:30,-31,-8,61,4,11,3,-9,4,-0.364369869,0.238830581,1.91432476,0.04630864,0.23757118,1.94347572,-0.348750532,0.233428389,2.14726758,0.0175206624,0.239773318,2.176104,-0.301767051,0.2457009,2.38572,-0.0161032025,0.255646616,2.39810586,0,0,0,0,0,0,0,0,0,0,0,0,178.47647094726562,346.1434326171875,277.1591186523437,337.5568542480469
25,2024-08-09T16:54:27.9074496+03:30,-31,-8,61,4,11,3,-9,4,-0.3652662,0.237745509,1.91597843,0.0465188138,0.237119332,1.94324183,-0.3500555,0.232646,2.148298,0.0175966751,0.239481255,2.175865,-0.30258584,0.245694965,2.38587427,-0.01599453,0.255799353,2.398011,0,0,0,0,0,0,0,0,0,0,0,0,178.22854614257812,346.1849670410156,276.98077392578125,337.6737060546875
26,2024-08-09T16:54:27.9413298+03:30,-27,-9,61,4,12,3,-9,4,-0.366315544,0.236428767,1.91868556,0.046661552,0.236730754,1.94330311,-0.3516208,0.2314326,2.15066075,0.017548861,0.23946099,2.17591524,-0.303432971,0.245695189,2.38607526,-0.0158777609,0.2559256,2.3979044,0,0,0,0,0,0,0,0,0,0,0,0,178.51239013671875,346.4460754394531,277.0532531738281,337.6700439453125
27,2024-08-09T16:54:27.9737492+03:30,-31,-10,76,3,12,4,-8,4,-0.3674509,0.235050291,1.92180538,0.0467521921,0.236391723,1.9435513,-0.353193581,0.230334729,2.15362978,0.0174181778,0.239624456,2.17615175,-0.304304242,0.245693743,2.38630962,-0.0157628041,0.256042778,2.39779139,0,0,0,0,0,0,0,0,0,0,0,0,178.52633666992188,346.4301147460937,277.318603515625,337.5394592285156
28,2024-08-09T16:54:28.0071668+03:30,-31,-10,76,3,12,4,-8,4,-0.3686763,0.23354578,1.92569256,0.0468047634,0.236092746,1.94391668,-0.355059147,0.228795558,2.15749621,0.01723607,0.239907175,2.17650652,-0.3051815,0.2456969,2.3865695,-0.0156516749,0.2561586,2.39768076,0,0,0,0,0,0,0,0,0,0,0,0,178.49508666992188,346.23828125,276.98150634765625,337.5518798828125
29,2024-08-09T16:54:28.0370688+03:30,-33,-12,76,3,13,5,-8,4,-0.37002486,0.231782749,1.93028474,0.0469687656,0.235726655,1.94368875,-0.3572518,0.226591036,2.1621387,0.0173810944,0.239759132,2.17630649,-0.306055456,0.245728582,2.38686347,-0.0155334529,0.2562945,2.39758515,0,0,0,0,0,0,0,0,0,0,0,0,178.39395141601562,346.4365539550781,277.20379638671875,337.56817626953125
30,2024-08-09T16:54:28.0682946+03:30,-36,-12,76,3,13,6,-8,4,-0.371454358,0.229895964,1.93492484,0.0470947921,0.235335261,1.943824,-0.3594867,0.22451812,2.16689754,0.0175237861,0.239415348,2.17648029,-0.3069256,0.245758623,2.3871727,-0.0154025936,0.2564351,2.39750075,0,0,0,0,0,0,0,0,0,0,0,0,178.41738891601562,346.54644775390625,277.2296142578125,337.6236572265625
31,2024-08-09T16:54:28.1051027+03:30,-33,-13,76,3,14,6,-8,4,-0.372994453,0.22791177,1.939492,0.0471790247,0.235009491,1.94412339,-0.36173135,0.2225498,2.17162251,0.0175431352,0.239373356,2.17679667,-0.3077973,0.245766059,2.38748455,-0.0152629893,0.2565754,2.397425,0,0,0,0,0,0,0,0,0,0,0,0,178.4877166748047,346.4837341308594,277.0992736816406,337.51434326171875
32,2024-08-09T16:54:28.1417733+03:30,-34,-15,79,4,15,7,-8,5,-0.374664277,0.225855336,1.943914,0.047377158,0.2346206,1.943817,-0.363963336,0.220677018,2.176224,0.0178436,0.2389839,2.17653251,-0.3086573,0.245747417,2.3877933,-0.0151064526,0.256710857,2.397349,0,0,0,0,0,0,0,0,0,0,0,0,178.38348388671875,346.593017578125,277.1453552246094,337.54266357421875
33,2024-08-09T16:54:28.1723116+03:30,-34,-15,79,4,15,7,-8,5,-0.376509815,0.223716617,1.94818461,0.0474910736,0.234369546,1.94386554,-0.3661721,0.218900517,2.18068051,0.0179356858,0.239052057,2.17659545,-0.309501261,0.245736763,2.388122,-0.0149910813,0.257039249,2.397317,0,0,0,0,0,0,0,0,0,0,0,0,178.42324829101562,346.2193603515625,276.93719482421875,337.54351806640625
34,2024-08-09T16:54:28.2062156+03:30,-34,-16,78,4,16,8,-8,5,-0.3785456,0.221314818,1.95230317,0.04771632,0.234056726,1.94343054,-0.3683524,0.217194051,2.18497443,0.01829642,0.2387647,2.17620468,-0.310315043,0.2457326,2.388471,-0.0148604354,0.257474184,2.3972795,0,0,0,0,0,0,0,0,0,0,0,0,178.4170684814453,346.24053955078125,277.05926513671875,337.62506103515625
35,2024-08-09T16:54:28.2403470+03:30,-37,-17,64,4,16,9,-9,5,-0.380914062,0.218775779,1.95629632,0.0480218269,0.233695611,1.9426614,-0.370519966,0.2155365,2.18911934,0.0188423768,0.238228932,2.17550159,-0.311094522,0.245745748,2.38884759,-0.0146964081,0.257947445,2.3972218,0,0,0,0,0,0,0,0,0,0,0,0,178.37948608398438,346.40631103515625,277.1742553710937,337.5765380859375
36,2024-08-09T16:54:28.2738787+03:30,-34,-17,64,4,17,9,-9,5,-0.383482069,0.216173589,1.960145,0.0483870134,0.233298481,1.94165027,-0.372665554,0.21392411,2.19310284,0.0195070021,0.237530276,2.17457151,-0.311834067,0.24577491,2.38924336,-0.0144876,0.25842315,2.39711833,0,0,0,0,0,0,0,0,0,0,0,0,178.44781494140625,346.53094482421875,277.341796875,337.58917236328125
37,2024-08-09T16:54:28.3095379+03:30,-35,-18,68,5,18,10,-9,6,-0.3861623,0.21352163,1.96381629,0.048656065,0.232970923,1.94112945,-0.3747819,0.212343052,2.19689417,0.01988573,0.237329379,2.17409849,-0.312532634,0.2457932,2.3896327,-0.0142456908,0.258834332,2.39693928,0,0,0,0,0,0,0,0,0,0,0,0,178.46510314941406,346.5697631835937,277.35308837890625,337.5244140625
38,2024-08-09T16:54:28.3407282+03:30,-34,-18,68,5,18,10,-9,6,-0.388822645,0.21070689,1.96732128,0.0488667451,0.232664213,1.94093418,-0.376865238,0.210786566,2.20050263,0.0200866181,0.23744145,2.173931,-0.313186765,0.245796576,2.39001751,-0.01395922,0.259177864,2.39670968,0,0,0,0,0,0,0,0,0,0,0,0,178.5760498046875,346.17608642578125,277.091552734375,337.5426025390625
39,2024-08-09T16:54:28.3771542+03:30,-34,-19,68,5,19,11,-9,6,-0.391463637,0.2078162,1.97068071,0.0490296148,0.232357964,1.94094229,-0.378912151,0.209260017,2.20395064,0.0201773066,0.237754181,2.17395568,-0.313796431,0.245798662,2.390422,-0.0136346938,0.2594712,2.39644074,0,0,0,0,0,0,0,0,0,0,0,0,178.49363708496094,346.28515625,277.0083312988281,337.5143737792969
40,2024-08-09T16:54:28.4094820+03:30,-35,-20,67,5,20,12,-9,6,-0.3941367,0.204881921,1.9739449,0.049158182,0.232034162,1.94104469,-0.380931318,0.207744479,2.20728564,0.0202159435,0.238172948,2.17407155,-0.314366251,0.245804235,2.39085317,-0.0132603822,0.259707659,2.396121,0,0,0,0,0,0,0,0,0,0,0,0,178.50950622558594,346.213623046875,277.0950622558594,337.526611328125
41,2024-08-09T16:54:28.4456852+03:30,-34,-20,75,3,20,12,-8,5,-0.39728722,0.20198682,1.97843456,0.0492575765,0.231680557,1.94116962,-0.382914156,0.206250608,2.210507,0.0202453174,0.2386383,2.17421246,-0.314885467,0.245833382,2.391326,-0.0128272567,0.259888917,2.395747,0,0,0,0,0,0,0,0,0,0,0,0,178.34457397460938,346.42144775390625,276.8686828613281,337.4976501464844
42,2024-08-09T16:54:28.4785084+03:30,-35,-20,74,3,21,13,-8,5,-0.400601327,0.1990091,1.982376,0.0493339151,0.231310561,1.94129837,-0.3848564,0.204783246,2.21359086,0.0202641822,0.2391183,2.17436051,-0.3153548,0.245873109,2.39181566,-0.0123709068,0.260026634,2.39534283,0,0,0,0,0,0,0,0,0,0,0,0,178.26455688476562,346.2777709960937,277.0337829589844,337.5312805175781
43,2024-08-09T16:54:28.5134372+03:30,-37,-20,73,3,21,14,-8,5,-0.4040352,0.196215823,1.98684132,0.0493975244,0.230911136,1.94137931,-0.386742234,0.203347474,2.216523,0.02027822,0.239540517,2.17446661,-0.315764874,0.245907545,2.392303,-0.0119077591,0.260053784,2.39488983,0,0,0,0,0,0,0,0,0,0,0,0,178.51429748535156,346.107177734375,277.109130859375,337.64801025390625
44,2024-08-09T16:54:28.5454078+03:30,-36,-21,72,3,22,14,-8,5,-0.40769428,0.1935819,1.9910624,0.04945899,0.230483219,1.94138932,-0.388574,0.201947078,2.2193222,0.020310292,0.2398574,2.17451143,-0.316118,0.245944083,2.392793,-0.0114161707,0.259922832,2.39439154,0,0,0,0,0,0,0,0,0,0,0,0,178.47683715820312,346.3531494140625,277.09619140625,337.6278076171875
45,2024-08-09T16:54:28.5773561+03:30,-36,-21,71,3,23,15,-8,5,-0.411421359,0.190982118,1.99558747,0.0497099347,0.229741156,1.940684,-0.390353948,0.200579673,2.222,0.0207210351,0.239370927,2.173886,-0.316421032,0.24598588,2.39329076,-0.0109193828,0.259697527,2.393874,0,0,0,0,0,0,0,0,0,0,0,0,178.3865966796875,346.4499816894531,277.1378173828125,337.5788269042969
46,2024-08-09T16:54:28.6087457+03:30,-36,-21,69,3,23,15,-8,5,-0.415064275,0.1882319,1.99930227,0.0501071662,0.228781253,1.93953526,-0.392073482,0.199241757,2.22457147,0.02144994,0.238279462,2.17285252,-0.31667766,0.246043622,2.39380836,-0.0104302466,0.259392738,2.3933506,0,0,0,0,0,0,0,0,0,0,0,0,178.2382049560547,346.5174865722656,277.3055419921875,337.5853881835937
47,2024-08-09T16:54:28.6413375+03:30,-37,-22,74,4,24,16,-8,6,-0.418714046,0.185429379,2.00242782,0.0505713671,0.227684915,1.93815708,-0.3937322,0.197902709,2.227027,0.0223363768,0.236764759,2.17161083,-0.3168946,0.246106967,2.3943305,-0.009963651,0.2590653,2.39286542,0,0,0,0,0,0,0,0,0,0,0,0,178.35316467285156,346.069091796875,277.2243347167969,337.6087646484375
48,2024-08-09T16:54:28.6763360+03:30,-39,-21,73,4,24,17,-8,6,-0.422212034,0.182573259,2.00509834,0.0510371476,0.22654,1.93665481,-0.395333648,0.196550429,2.22937322,0.0233310778,0.23499091,2.170263,-0.317067027,0.246168315,2.39484859,-0.009517937,0.258726329,2.39241362,0,0,0,0,0,0,0,0,0,0,0,0,178.4918670654297,346.3915405273437,277.4554748535156,337.60015869140625
49,2024-08-09T16:54:28.7099088+03:30,-37,-22,71,4,25,17,-8,6,-0.4255314,0.179715171,2.00747037,0.05151492,0.225449592,1.93507409,-0.3968372,0.19512032,2.23166347,0.0244221911,0.233234853,2.16885161,-0.3171994,0.246236578,2.39536285,-0.009091388,0.258382171,2.39199162,0,0,0,0,0,0,0,0,0,0,0,0,178.26425170898438,346.2684936523437,276.9468994140625,337.64874267578125
50,2024-08-09T16:54:28.7410530+03:30,-38,-23,64,6,26,18,-9,7,-0.429094851,0.176557943,2.01092386,0.05198233,0.224406809,1.93348682,-0.398992151,0.193050921,2.23528981,0.0255265571,0.231485873,2.16744018,-0.3172892,0.2463002,2.39586735,-0.00868757,0.258045226,2.39160466,0,0,0,0,0,0,0,0,0,0,0,0,178.34072875976562,346.20001220703125,276.9139404296875,337.61395263671875
51,2024-08-09T16:54:28.7728894+03:30,-39,-23,64,6,27,19,-9,7,-0.432590455,0.173353478,2.01378775,0.0524370223,0.223434627,1.93191409,-0.400813937,0.191150054,2.23830557,0.0265948083,0.2298023,2.16604519,-0.3173422,0.246341258,2.39634967,-0.00835649,0.25773865,2.391228,0,0,0,0,0,0,0,0,0,0,0,0,178.31109619140625,346.4027099609375,277.1653137207031,337.5450439453125
52,2024-08-09T16:54:28.8050511+03:30,-40,-24,63,6,27,20,-9,7,-0.43637833,0.169884264,2.01748872,0.0528848059,0.222538441,1.93036366,-0.4030896,0.188829169,2.24225736,0.0276180562,0.228207976,2.16467214,-0.317358136,0.246366352,2.39682245,-0.008051264,0.2574444,2.390855,0,0,0,0,0,0,0,0,0,0,0,0,178.37884521484375,346.212158203125,277.11260986328125,337.6243896484375
53,2024-08-09T16:54:28.8401967+03:30,-41,-24,67,7,28,21,-9,8,-0.439934462,0.166401476,2.02042437,0.0533329174,0.2217002,1.92887032,-0.404905051,0.186796859,2.24533725,0.0285970028,0.226664722,2.16335416,-0.31733954,0.246379271,2.39728642,-0.007751734,0.257172942,2.39049435,0,0,0,0,0,0,0,0,0,0,0,0,178.3961181640625,346.3066711425781,277.4976501464844,337.5574645996094
54,2024-08-09T16:54:28.8736121+03:30,-43,-26,66,8,29,23,-9,8,-0.443685979,0.162715763,2.024045,0.0537718646,0.220912948,1.92744553,-0.407058746,0.184462264,2.24914742,0.029548157,0.2252084,2.162105,-0.317295939,0.246386155,2.39774513,-0.007453059,0.2569329,2.39015055,0,0,0,0,0,0,0,0,0,0,0,0,178.33541870117188,346.44061279296875,277.2857971191406,337.62432861328125
55,2024-08-09T16:54:28.9066787+03:30,-43,-26,66,8,30,24,-9,8,-0.447150439,0.159036547,2.02690125,0.0542238951,0.220140174,1.9261204,-0.4086819,0.182421789,2.252016,0.0305117983,0.223808691,2.16095734,-0.317230642,0.246376753,2.39818621,-0.00715196831,0.256729364,2.38983512,0,0,0,0,0,0,0,0,0,0,0,0,178.30520629882812,346.3839111328125,277.1435546875,337.5888366699219
56,2024-08-09T16:54:28.9372997+03:30,-44,-27,65,8,31,25,-9,8,-0.450867474,0.1551109,2.030458,0.0547095276,0.219329074,1.92492,-0.410576165,0.180083945,2.25557828,0.0315328874,0.2223361,2.15993524,-0.317148268,0.246348962,2.39861274,-0.00683766045,0.256558478,2.389534,0,0,0,0,0,0,0,0,0,0,0,0,178.50384521484375,345.94903564453125,277.389892578125,337.69635009765625
57,2024-08-09T16:54:28.9698925+03:30,-45,-27,68,9,31,26,-9,9,-0.454258025,0.151194692,2.03393531,0.05514792,0.2185997,1.92374825,-0.41195944,0.1780237,2.25817943,0.03229432,0.221157148,2.15892649,-0.317048073,0.246292546,2.39901686,-0.006532533,0.256439,2.3892715,0,0,0,0,0,0,0,0,0,0,0,0,178.49380493164062,346.1556396484375,277.0688781738281,337.6802673339844
58,2024-08-09T16:54:29.0035093+03:30,-45,-28,68,9,32,27,-9,9,-0.4581501,0.146826729,2.03764272,0.05537765,0.2181393,1.92353129,-0.4141205,0.175098374,2.26053333,0.0326781347,0.2203673,2.15885687,-0.316924125,0.246225983,2.39941478,-0.00622226344,0.25637877,2.38908267,0,0,0,0,0,0,0,0,0,0,0,0,178.53009033203125,346.3214111328125,277.103759765625,337.58251953125
59,2024-08-09T16:54:29.0425030+03:30,-47,-28,68,9,32,28,-9,9,-0.461572,0.14248015,2.04093027,0.0554587245,0.217968881,1.92377126,-0.4157196,0.172458515,2.262154,0.0326857753,0.220405221,2.15919638,-0.31678465,0.2461462,2.399802,-0.005914087,0.256360322,2.388958,0,0,0,0,0,0,0,0,0,0,0,0,178.43502807617188,346.34423828125,277.18438720703125,337.6254577636719
60,2024-08-09T16:54:29.0750077+03:30,-47,-28,68,9,33,29,-9,9,-0.465281,0.137587517,2.044539,0.05544858,0.217989087,1.92431211,-0.417648971,0.169484392,2.26460528,0.0324491262,0.220984578,2.159801,-0.316639185,0.246043578,2.400169,-0.00561373262,0.256368548,2.388882,0,0,0,0,0,0,0,0,0,0,0,0,178.576416015625,346.3404541015625,277.239501953125,337.613037109375
61,2024-08-09T16:54:29.1059719+03:30,-50,-29,68,9,33,31,-9,9,-0.468549371,0.132773921,2.04755974,0.0553930253,0.218128011,1.92503679,-0.4190117,0.166885316,2.266397,0.032074485,0.221903682,2.16056371,-0.3164898,0.245933741,2.400527,-0.00530836824,0.256398022,2.388837,0,0,0,0,0,0,0,0,0,0,0,0,178.4787139892578,346.2899780273437,277.0677185058594,337.6229553222656
62,2024-08-09T16:54:29.1410667+03:30,-50,-29,65,8,34,32,-9,8,-0.47204262,0.127659529,2.0510633,0.0553190671,0.218335673,1.92587113,-0.4206032,0.163992286,2.269014,0.0316283926,0.2230202,2.161417,-0.3163405,0.245822862,2.40087914,-0.00499822851,0.256441683,2.38881874,0,0,0,0,0,0,0,0,0,0,0,0,178.4174346923828,346.5401306152344,277.2135314941406,337.4891662597656
63,2024-08-09T16:54:29.1747491+03:30,-50,-30,65,7,35,33,-9,8,-0.4755841,0.122350864,2.05503368,0.05524442,0.218577445,1.92676425,-0.42227602,0.16083388,2.27234459,0.0311486628,0.224236935,2.1623137,-0.316176027,0.245719552,2.40123463,-0.00469573168,0.256495774,2.388822,0,0,0,0,0,0,0,0,0,0,0,0,178.37506103515625,346.4152526855469,276.9756164550781,337.543701171875
